TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other
109,189.0,0.3002645502645503,65,41,5,19,2.098179154340333,137,13,445,54,0,71
110,22.0,0.5,13,8,1,4,2.302246856967293,29,117,817,23,0,154
111,243.0,0.2569958847736626,71,47,3,21,2.098179154340333,149,73,251,4,0,88
112,1171.0,0.5683603757472245,762,375,195,192,2.36937638584123,1806,0,136,7,0,23
113,531.0,0.6278719397363465,381,229,63,89,2.6465514958700718,1009,79,86,3,0,40
114,313.0,0.5381789137380192,192,87,7,98,2.601062856834664,500,0,24,0,0,18
115,291.0,0.5147766323024056,172,89,35,48,2.684873799392843,461,0,0,0,0,101
116,4.0,0.5,2,1,0,1,2.684873799392843,6,0,0,0,0,0
117,0.0,,0,0,0,0,2.5870913585507584,0,7,124,441,0,0
118,314.0,0.5509554140127388,198,65,90,43,2.7345936845667844,541,51,350,154,0,70
119,153.0,0.5545751633986927,97,41,31,25,2.2226318515372605,216,30,176,56,0,62
120,25.0,0.5479999999999999,16,7,5,4,2.05840324620118,33,0,121,16,0,231
121,423.0,0.5399527186761229,261,127,86,48,2.0767706406756306,542,0,8,0,0,3
122,0.0,,0,0,0,0,2.7345936845667844,0,0,0,0,0,0
123,593.0,0.6079258010118044,412,209,105,98,2.575204773980485,1061,0,2,0,0,19
124,372.0,0.6022849462365591,256,132,97,27,3.390590200338665,869,12,85,6,0,57
125,286.0,0.4487762237762238,147,60,35,52,2.814145500845091,412,0,4,0,0,3
126,299.0,0.6222408026755853,213,105,15,93,2.382831871305401,507,0,0,0,0,62
127,10.0,0.5,6,3,1,2,2.048459269166391,12,0,0,0,0,207
128,0.0,,0,0,0,0,2.048459269166391,0,64,0,0,0,107
129,0.0,,0,0,0,0,2.048459269166391,0,0,0,0,0,0
130,0.0,,0,0,0,0,2.7345936845667844,0,0,0,0,0,8
131,62.0,0.6935483870967742,49,34,8,7,2.048459269166391,101,0,0,0,0,375
132,0.0,,1,0,0,1,2.048459269166391,0,0,0,0,0,0
133,118.0,0.5508474576271186,75,24,34,17,2.7345936845667844,203,0,0,0,0,5
134,385.0,0.5655844155844156,250,91,38,121,2.5088192523971817,626,0,0,0,0,0
135,137.0,0.45036496350364963,72,28,16,28,2.814145500845091,200,0,0,0,0,0
136,0.0,,0,0,0,0,2.7882911605546417,0,0,0,0,0,0
137,399.0,0.6392230576441104,292,112,65,115,2.0242208251440954,591,0,14,0,0,6
138,707.0,0.5578500707213578,451,177,91,183,2.04928221898996,924,7,141,12,0,52
139,564.0,0.4929078014184397,318,141,72,105,1.946213525100771,619,3,22,0,0,102
140,182.0,0.7016483516483517,147,78,60,9,2.20242237122197,323,15,42,6,0,16
141,375.0,0.6528,280,135,139,6,2.2075629017230045,619,25,58,0,0,54
142,982.0,0.6094195519348269,684,320,201,163,2.796438872324855,1914,26,61,1,0,62
143,562.0,0.7497330960854093,482,256,82,144,2.1063833618081422,1015,13,91,4,0,63
144,275.0,0.27636363636363637,87,20,12,55,2.363614422516464,206,1,1,43,0,66
145,739.0,0.27550744248985115,233,61,56,116,2.2613021371944724,528,0,0,0,0,4
146,259.0,0.61003861003861,181,49,35,97,2.190865306952089,396,0,12,9,0,9
147,635.0,0.6348031496062992,461,198,131,132,2.419321174853511,1116,0,3,0,0,99
148,530.0,0.5535849056603773,335,128,135,72,1.4418766700443046,484,29,25,0,0,30
149,296.0,0.6635135135135135,224,113,69,42,2.479176996090753,556,5,76,0,0,173
150,52.0,0.8269230769230769,49,25,11,13,2.238309221520223,110,142,30,4,0,333
151,129.0,0.5581395348837209,82,30,26,26,2.5066027908126527,207,1,0,0,0,2
152,170.0,0.6176470588235294,120,32,23,65,2.1894648635196896,263,0,0,0,0,11
153,363.0,0.2793388429752066,116,27,16,73,2.366373280265186,274,1,0,0,0,77
154,680.0,0.49735294117647055,387,208,64,115,1.8002823918958957,696,0,10,0,0,30
155,0.0,,0,0,0,0,2.1478990395142747,0,0,0,0,0,0
156,377.0,0.8763925729442971,378,205,120,53,2.217506878757793,838,9,27,0,0,37
157,29.0,0.896551724137931,30,16,8,6,2.2201237148195787,66,81,0,0,0,58
158,765.0,0.8769934640522875,768,402,162,204,2.2902251563155103,1759,188,95,0,0,293
159,598.0,0.7617892976588629,522,168,208,146,2.269326228804873,1184,0,32,0,0,46
160,616.0,0.7090909090909091,500,262,200,38,1.7302520040531657,865,0,32,2,0,61
161,110.0,0.8304545454545454,104,79,7,18,1.7302520040531657,180,171,178,0,0,99
