count,date,timeInterval,movement,lane,approach,movementType,dayOfTheWeek,class
1,"2024-05-01","12:10 AM - 12:14 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-06-26","12:15 AM - 12:19 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","12:25 AM - 12:29 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","12:25 AM - 12:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","12:30 AM - 12:34 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","12:35 AM - 12:39 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-07-03","01:40 AM - 01:44 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
2,"2024-08-21","02:55 AM - 02:59 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","03:10 AM - 03:14 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","03:30 AM - 03:34 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","03:40 AM - 03:44 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-08-28","04:00 AM - 04:04 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-08-28","04:05 AM - 04:09 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","04:15 AM - 04:19 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","04:15 AM - 04:19 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","04:25 AM - 04:29 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","04:25 AM - 04:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-08-28","04:25 AM - 04:29 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","04:30 AM - 04:34 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","04:55 AM - 04:59 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","05:00 AM - 05:04 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","05:05 AM - 05:09 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","05:05 AM - 05:09 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","05:20 AM - 05:24 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","05:25 AM - 05:29 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","single_unit_truck"
3,"2024-05-01","05:25 AM - 05:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
3,"2024-05-01","05:25 AM - 05:29 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
3,"2024-05-01","05:30 AM - 05:34 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-09-04","05:30 AM - 05:34 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
5,"2024-05-01","05:30 AM - 05:34 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","05:35 AM - 05:39 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
9,"2024-05-01","05:35 AM - 05:39 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
9,"2024-05-01","05:35 AM - 05:39 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","05:40 AM - 05:44 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
9,"2024-05-01","05:40 AM - 05:44 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","05:40 AM - 05:44 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
6,"2024-05-01","05:40 AM - 05:44 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","05:45 AM - 05:49 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
10,"2024-05-01","05:45 AM - 05:49 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","05:45 AM - 05:49 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","05:50 AM - 05:54 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
9,"2024-05-01","05:50 AM - 05:54 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
3,"2024-05-01","05:50 AM - 05:54 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
3,"2024-05-01","05:55 AM - 05:59 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
17,"2024-05-01","05:55 AM - 05:59 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","05:55 AM - 05:59 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
4,"2024-05-01","05:55 AM - 05:59 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","05:55 AM - 05:59 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","articulated_truck"
3,"2024-05-01","06:00 AM - 06:04 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
9,"2024-05-01","06:00 AM - 06:04 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","06:00 AM - 06:04 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
7,"2024-05-01","06:00 AM - 06:04 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","06:00 AM - 06:04 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","single_unit_truck"
3,"2024-05-01","06:05 AM - 06:09 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
7,"2024-05-01","06:05 AM - 06:09 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","06:05 AM - 06:09 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","bus"
6,"2024-05-01","06:05 AM - 06:09 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
7,"2024-05-01","06:10 AM - 06:14 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
11,"2024-05-01","06:10 AM - 06:14 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","06:10 AM - 06:14 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
5,"2024-05-01","06:10 AM - 06:14 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","06:10 AM - 06:14 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","bus"
7,"2024-05-01","06:15 AM - 06:19 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
19,"2024-05-01","06:15 AM - 06:19 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","06:15 AM - 06:19 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
8,"2024-05-01","06:15 AM - 06:19 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
5,"2024-05-01","06:20 AM - 06:24 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
14,"2024-05-01","06:20 AM - 06:24 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","06:20 AM - 06:24 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
9,"2024-05-01","06:20 AM - 06:24 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
6,"2024-05-01","06:25 AM - 06:29 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
24,"2024-05-01","06:25 AM - 06:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","06:25 AM - 06:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
2,"2024-05-01","06:25 AM - 06:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","bus"
14,"2024-05-01","06:25 AM - 06:29 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","06:30 AM - 06:34 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
20,"2024-05-01","06:30 AM - 06:34 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
3,"2024-05-01","06:30 AM - 06:34 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
3,"2024-05-01","06:30 AM - 06:34 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
1,"2024-05-01","06:30 AM - 06:34 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","bus"
14,"2024-05-01","06:30 AM - 06:34 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
6,"2024-05-01","06:35 AM - 06:39 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
30,"2024-05-01","06:35 AM - 06:39 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","06:35 AM - 06:39 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
1,"2024-05-01","06:35 AM - 06:39 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","bus"
16,"2024-05-01","06:35 AM - 06:39 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
9,"2024-05-01","06:40 AM - 06:44 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
27,"2024-05-01","06:40 AM - 06:44 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
14,"2024-05-01","06:40 AM - 06:44 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
7,"2024-05-01","06:45 AM - 06:49 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
38,"2024-05-01","06:45 AM - 06:49 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","06:45 AM - 06:49 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
19,"2024-05-01","06:45 AM - 06:49 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
4,"2024-05-01","06:50 AM - 06:54 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
32,"2024-05-01","06:50 AM - 06:54 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","06:50 AM - 06:54 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
8,"2024-05-01","06:50 AM - 06:54 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
9,"2024-05-01","06:55 AM - 06:59 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
36,"2024-05-01","06:55 AM - 06:59 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-08-07","06:55 AM - 06:59 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
7,"2024-05-01","06:55 AM - 06:59 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
7,"2024-05-01","07:00 AM - 07:04 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
24,"2024-05-01","07:00 AM - 07:04 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:00 AM - 07:04 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
1,"2024-05-01","07:00 AM - 07:04 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","bus"
15,"2024-05-01","07:00 AM - 07:04 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
13,"2024-05-01","07:05 AM - 07:09 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
31,"2024-05-01","07:05 AM - 07:09 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:05 AM - 07:09 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
1,"2024-05-01","07:05 AM - 07:09 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","bus"
16,"2024-05-01","07:05 AM - 07:09 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
12,"2024-05-01","07:10 AM - 07:14 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
28,"2024-05-01","07:10 AM - 07:14 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
6,"2024-05-01","07:10 AM - 07:14 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:10 AM - 07:14 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","single_unit_truck"
16,"2024-05-01","07:15 AM - 07:19 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:15 AM - 07:19 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","single_unit_truck"
44,"2024-05-01","07:15 AM - 07:19 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
14,"2024-05-01","07:15 AM - 07:19 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
14,"2024-05-01","07:20 AM - 07:24 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
28,"2024-05-01","07:20 AM - 07:24 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:20 AM - 07:24 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
21,"2024-05-01","07:20 AM - 07:24 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
10,"2024-05-01","07:25 AM - 07:29 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
41,"2024-05-01","07:25 AM - 07:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","07:25 AM - 07:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
2,"2024-05-01","07:25 AM - 07:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
26,"2024-05-01","07:25 AM - 07:29 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
11,"2024-05-01","07:30 AM - 07:34 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:30 AM - 07:34 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","single_unit_truck"
25,"2024-05-01","07:30 AM - 07:34 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:30 AM - 07:34 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
15,"2024-05-01","07:30 AM - 07:34 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-08-07","07:30 AM - 07:34 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:30 AM - 07:34 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","bus"
6,"2024-05-01","07:35 AM - 07:39 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
21,"2024-05-01","07:35 AM - 07:39 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","07:35 AM - 07:39 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
13,"2024-05-01","07:35 AM - 07:39 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
7,"2024-05-01","07:40 AM - 07:44 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
36,"2024-05-01","07:40 AM - 07:44 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:40 AM - 07:44 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
21,"2024-05-01","07:40 AM - 07:44 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:40 AM - 07:44 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","single_unit_truck"
9,"2024-05-01","07:45 AM - 07:49 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
30,"2024-05-01","07:45 AM - 07:49 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:45 AM - 07:49 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
1,"2024-05-01","07:45 AM - 07:49 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
15,"2024-05-01","07:45 AM - 07:49 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
11,"2024-05-01","07:50 AM - 07:54 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-09-04","07:50 AM - 07:54 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
30,"2024-05-01","07:50 AM - 07:54 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:50 AM - 07:54 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
1,"2024-05-01","07:50 AM - 07:54 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","bus"
14,"2024-05-01","07:50 AM - 07:54 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
16,"2024-05-01","07:55 AM - 07:59 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
28,"2024-05-01","07:55 AM - 07:59 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
3,"2024-05-01","07:55 AM - 07:59 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
2,"2024-05-01","07:55 AM - 07:59 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
22,"2024-05-01","07:55 AM - 07:59 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","07:55 AM - 07:59 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","single_unit_truck"
7,"2024-05-01","08:00 AM - 08:04 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
30,"2024-05-01","08:00 AM - 08:04 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
15,"2024-05-01","08:00 AM - 08:04 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
14,"2024-05-01","08:05 AM - 08:09 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
30,"2024-05-01","08:05 AM - 08:09 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","08:05 AM - 08:09 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
1,"2024-05-01","08:05 AM - 08:09 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
19,"2024-05-01","08:05 AM - 08:09 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
10,"2024-05-01","08:10 AM - 08:14 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","08:10 AM - 08:14 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","single_unit_truck"
36,"2024-05-01","08:10 AM - 08:14 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","08:10 AM - 08:14 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
17,"2024-05-01","08:10 AM - 08:14 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","08:10 AM - 08:14 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","single_unit_truck"
14,"2024-05-01","08:15 AM - 08:19 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
38,"2024-05-01","08:15 AM - 08:19 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","08:15 AM - 08:19 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
2,"2024-05-01","08:15 AM - 08:19 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
12,"2024-05-01","08:15 AM - 08:19 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
12,"2024-05-01","08:20 AM - 08:24 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
31,"2024-05-01","08:20 AM - 08:24 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","08:20 AM - 08:24 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
1,"2024-05-01","08:20 AM - 08:24 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","bus"
14,"2024-05-01","08:20 AM - 08:24 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
5,"2024-05-01","08:25 AM - 08:29 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
22,"2024-05-01","08:25 AM - 08:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","08:25 AM - 08:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
1,"2024-05-01","08:25 AM - 08:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
1,"2024-05-01","08:25 AM - 08:29 AM","Lane 2 - NB, TH","2","NB","TH","Wednesday","bus"
14,"2024-05-01","08:25 AM - 08:29 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-07-10","08:40 AM - 08:44 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-07-31","09:30 AM - 09:34 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-08-07","09:35 AM - 09:39 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-08-07","09:45 AM - 09:49 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-08-07","10:05 AM - 10:09 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-07-10","10:10 AM - 10:14 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-07-10","10:15 AM - 10:19 AM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
1,"2024-05-08","11:00 AM - 11:04 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","articulated_truck"
1,"2024-05-08","11:10 AM - 11:14 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","articulated_truck"
1,"2024-05-08","11:35 AM - 11:39 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","articulated_truck"
1,"2024-05-08","11:40 AM - 11:44 AM","Lane 1 - NB, TH","1","NB","TH","Wednesday","articulated_truck"
2,"2024-05-01","12:50 PM - 12:54 PM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
10,"2024-05-01","12:50 PM - 12:54 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","12:50 PM - 12:54 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
1,"2024-07-10","12:50 PM - 12:54 PM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
6,"2024-05-01","12:50 PM - 12:54 PM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
27,"2024-05-01","12:55 PM - 12:59 PM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","12:55 PM - 12:59 PM","Lane 1 - NB, TH","1","NB","TH","Wednesday","single_unit_truck"
31,"2024-05-01","12:55 PM - 12:59 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
3,"2024-05-01","12:55 PM - 12:59 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
18,"2024-05-01","12:55 PM - 12:59 PM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
15,"2024-05-01","01:00 PM - 01:04 PM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
29,"2024-05-01","01:00 PM - 01:04 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","01:00 PM - 01:04 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
19,"2024-05-01","01:00 PM - 01:04 PM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
17,"2024-05-01","01:05 PM - 01:09 PM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
31,"2024-05-01","01:05 PM - 01:09 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","01:05 PM - 01:09 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
14,"2024-05-01","01:05 PM - 01:09 PM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
2,"2024-05-01","01:05 PM - 01:09 PM","Lane 1 - SB, TH","1","SB","TH","Wednesday","single_unit_truck"
10,"2024-05-01","01:10 PM - 01:14 PM","Lane 1 - NB, TH","1","NB","TH","Wednesday","passenger_vehicle"
27,"2024-05-01","01:10 PM - 01:14 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","passenger_vehicle"
1,"2024-05-01","01:10 PM - 01:14 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","single_unit_truck"
1,"2024-05-01","01:10 PM - 01:14 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","articulated_truck"
1,"2024-05-01","01:10 PM - 01:14 PM","Lane 2 - NB, TH","2","NB","TH","Wednesday","bus"
11,"2024-05-01","01:10 PM - 01:14 PM","Lane 1 - SB, TH","1","SB","TH","Wednesday","passenger_vehicle"
