count,date,timeInterval,movement,lane,approach,movementType,dayOfTheWeek,class
2,"2024-06-13","08:10 PM - 08:14 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
6,"2024-06-13","08:10 PM - 08:14 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
5,"2024-06-13","08:10 PM - 08:14 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
8,"2024-05-02","08:10 PM - 08:14 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
2,"2024-06-13","08:10 PM - 08:14 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","single_unit_truck"
2,"2024-05-02","08:15 PM - 08:19 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
2,"2024-06-13","08:15 PM - 08:19 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
8,"2024-05-02","08:15 PM - 08:19 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
2,"2024-06-13","08:15 PM - 08:19 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
1,"2024-06-13","08:15 PM - 08:19 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","bus"
4,"2024-06-13","08:15 PM - 08:19 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
5,"2024-05-02","08:15 PM - 08:19 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","08:20 PM - 08:24 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
6,"2024-06-13","08:20 PM - 08:24 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
4,"2024-05-02","08:20 PM - 08:24 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","08:20 PM - 08:24 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
1,"2024-06-13","08:20 PM - 08:24 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
8,"2024-05-02","08:20 PM - 08:24 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","08:25 PM - 08:29 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
8,"2024-05-02","08:25 PM - 08:29 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
4,"2024-05-02","08:25 PM - 08:29 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","08:30 PM - 08:34 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
9,"2024-05-02","08:30 PM - 08:34 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
8,"2024-05-02","08:30 PM - 08:34 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
5,"2024-05-02","08:35 PM - 08:39 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
7,"2024-05-02","08:35 PM - 08:39 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","08:40 PM - 08:44 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","08:40 PM - 08:44 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","08:45 PM - 08:49 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","08:50 PM - 08:54 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","08:55 PM - 08:59 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
3,"2024-05-02","08:55 PM - 08:59 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
4,"2024-05-02","09:00 PM - 09:04 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:00 PM - 09:04 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","09:05 PM - 09:09 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
9,"2024-06-13","09:05 PM - 09:09 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:05 PM - 09:09 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","single_unit_truck"
2,"2024-06-13","09:05 PM - 09:09 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","09:05 PM - 09:09 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
3,"2024-06-13","09:05 PM - 09:09 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
5,"2024-06-13","09:10 PM - 09:14 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
3,"2024-06-13","09:10 PM - 09:14 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","09:10 PM - 09:14 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","09:10 PM - 09:14 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
7,"2024-06-13","09:10 PM - 09:14 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
3,"2024-06-13","09:15 PM - 09:19 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","09:15 PM - 09:19 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
6,"2024-06-13","09:15 PM - 09:19 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
3,"2024-05-02","09:15 PM - 09:19 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
8,"2024-06-13","09:15 PM - 09:19 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
3,"2024-05-02","09:15 PM - 09:19 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
6,"2024-06-13","09:20 PM - 09:24 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","09:20 PM - 09:24 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
10,"2024-06-13","09:20 PM - 09:24 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","09:20 PM - 09:24 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:20 PM - 09:24 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","bus"
19,"2024-06-13","09:20 PM - 09:24 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
3,"2024-05-02","09:20 PM - 09:24 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:25 PM - 09:29 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","motorcycle"
4,"2024-06-13","09:25 PM - 09:29 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","09:25 PM - 09:29 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
3,"2024-05-02","09:25 PM - 09:29 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
8,"2024-06-13","09:25 PM - 09:29 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
3,"2024-05-02","09:25 PM - 09:29 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
24,"2024-06-13","09:25 PM - 09:29 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:25 PM - 09:29 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","articulated_truck"
4,"2024-06-13","09:30 PM - 09:34 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","09:30 PM - 09:34 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
10,"2024-06-13","09:30 PM - 09:34 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","09:30 PM - 09:34 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
13,"2024-06-13","09:30 PM - 09:34 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
2,"2024-06-13","09:35 PM - 09:39 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
11,"2024-06-13","09:35 PM - 09:39 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
3,"2024-05-02","09:35 PM - 09:39 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:35 PM - 09:39 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
2,"2024-05-02","09:35 PM - 09:39 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
19,"2024-06-13","09:35 PM - 09:39 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:35 PM - 09:39 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","single_unit_truck"
1,"2024-06-13","09:40 PM - 09:44 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","motorcycle"
2,"2024-06-13","09:40 PM - 09:44 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","09:40 PM - 09:44 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
10,"2024-06-13","09:40 PM - 09:44 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:40 PM - 09:44 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
1,"2024-06-13","09:40 PM - 09:44 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","articulated_truck"
1,"2024-06-13","09:40 PM - 09:44 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","bus"
21,"2024-06-13","09:40 PM - 09:44 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","09:40 PM - 09:44 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:40 PM - 09:44 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","articulated_truck"
1,"2024-06-13","09:40 PM - 09:44 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","bus"
3,"2024-06-13","09:45 PM - 09:49 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
7,"2024-06-13","09:45 PM - 09:49 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","09:45 PM - 09:49 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","09:45 PM - 09:49 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
16,"2024-06-13","09:45 PM - 09:49 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:50 PM - 09:54 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","09:50 PM - 09:54 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
3,"2024-06-13","09:50 PM - 09:54 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
13,"2024-06-13","09:50 PM - 09:54 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:50 PM - 09:54 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","single_unit_truck"
3,"2024-06-13","09:55 PM - 09:59 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","09:55 PM - 09:59 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
11,"2024-06-13","09:55 PM - 09:59 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","09:55 PM - 09:59 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
29,"2024-06-13","09:55 PM - 09:59 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","09:55 PM - 09:59 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
5,"2024-06-13","10:00 PM - 10:04 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:00 PM - 10:04 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
4,"2024-05-02","10:00 PM - 10:04 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
6,"2024-06-13","10:00 PM - 10:04 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:00 PM - 10:04 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
3,"2024-06-13","10:00 PM - 10:04 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:00 PM - 10:04 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
3,"2024-06-13","10:05 PM - 10:09 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","10:05 PM - 10:09 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
10,"2024-06-13","10:05 PM - 10:09 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
21,"2024-06-13","10:05 PM - 10:09 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:10 PM - 10:14 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","10:10 PM - 10:14 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:10 PM - 10:14 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
14,"2024-06-13","10:10 PM - 10:14 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:10 PM - 10:14 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
15,"2024-06-13","10:10 PM - 10:14 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","10:15 PM - 10:19 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
4,"2024-06-13","10:15 PM - 10:19 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:15 PM - 10:19 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","single_unit_truck"
12,"2024-06-13","10:15 PM - 10:19 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
20,"2024-06-13","10:15 PM - 10:19 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
3,"2024-05-02","10:15 PM - 10:19 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
6,"2024-06-13","10:20 PM - 10:24 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:20 PM - 10:24 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
7,"2024-06-13","10:20 PM - 10:24 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:20 PM - 10:24 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
15,"2024-06-13","10:20 PM - 10:24 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:20 PM - 10:24 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","single_unit_truck"
3,"2024-06-13","10:25 PM - 10:29 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:25 PM - 10:29 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
4,"2024-06-13","10:25 PM - 10:29 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:25 PM - 10:29 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
18,"2024-06-13","10:25 PM - 10:29 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:25 PM - 10:29 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","single_unit_truck"
4,"2024-06-13","10:30 PM - 10:34 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:30 PM - 10:34 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
9,"2024-06-13","10:30 PM - 10:34 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:30 PM - 10:34 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
20,"2024-06-13","10:30 PM - 10:34 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:35 PM - 10:39 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
9,"2024-06-13","10:35 PM - 10:39 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:35 PM - 10:39 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","motorcycle"
13,"2024-06-13","10:35 PM - 10:39 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
3,"2024-06-13","10:40 PM - 10:44 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
15,"2024-06-13","10:40 PM - 10:44 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:40 PM - 10:44 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:40 PM - 10:44 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
26,"2024-06-13","10:40 PM - 10:44 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","10:45 PM - 10:49 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:45 PM - 10:49 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
4,"2024-06-13","10:45 PM - 10:49 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
14,"2024-06-13","10:45 PM - 10:49 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:45 PM - 10:49 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
6,"2024-06-13","10:50 PM - 10:54 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
3,"2024-06-13","10:50 PM - 10:54 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","10:50 PM - 10:54 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
11,"2024-06-13","10:50 PM - 10:54 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
6,"2024-06-13","10:55 PM - 10:59 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
14,"2024-06-13","10:55 PM - 10:59 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:55 PM - 10:59 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","single_unit_truck"
13,"2024-06-13","10:55 PM - 10:59 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","10:55 PM - 10:59 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","single_unit_truck"
4,"2024-06-13","11:00 PM - 11:04 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
7,"2024-06-13","11:00 PM - 11:04 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-08-01","11:00 PM - 11:04 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","11:00 PM - 11:04 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
8,"2024-06-13","11:00 PM - 11:04 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","11:05 PM - 11:09 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
4,"2024-06-13","11:05 PM - 11:09 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
10,"2024-06-13","11:05 PM - 11:09 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
13,"2024-06-13","11:05 PM - 11:09 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
5,"2024-06-13","11:10 PM - 11:14 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","11:10 PM - 11:14 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","single_unit_truck"
11,"2024-06-13","11:10 PM - 11:14 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-07-11","11:10 PM - 11:14 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
15,"2024-06-13","11:10 PM - 11:14 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","11:15 PM - 11:19 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
3,"2024-06-13","11:15 PM - 11:19 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
8,"2024-06-13","11:15 PM - 11:19 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
10,"2024-06-13","11:15 PM - 11:19 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","11:15 PM - 11:19 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","articulated_truck"
5,"2024-06-13","11:20 PM - 11:24 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","11:20 PM - 11:24 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
10,"2024-06-13","11:20 PM - 11:24 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
2,"2024-06-13","11:25 PM - 11:29 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
4,"2024-06-13","11:25 PM - 11:29 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","11:25 PM - 11:29 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
7,"2024-06-13","11:25 PM - 11:29 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
9,"2024-06-13","11:30 PM - 11:34 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-06-13","11:30 PM - 11:34 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","single_unit_truck"
3,"2024-06-13","11:30 PM - 11:34 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
4,"2024-06-13","11:30 PM - 11:34 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
5,"2024-06-13","11:35 PM - 11:39 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
1,"2024-05-02","11:35 PM - 11:39 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
2,"2024-06-13","11:35 PM - 11:39 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
2,"2024-06-13","11:35 PM - 11:39 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
4,"2024-06-13","11:40 PM - 11:44 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
9,"2024-06-13","11:40 PM - 11:44 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
2,"2024-05-02","11:40 PM - 11:44 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
12,"2024-06-13","11:40 PM - 11:44 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
4,"2024-06-13","11:45 PM - 11:49 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
8,"2024-06-13","11:45 PM - 11:49 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
8,"2024-06-13","11:45 PM - 11:49 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
4,"2024-06-13","11:50 PM - 11:54 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
3,"2024-06-13","11:50 PM - 11:54 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
3,"2024-06-13","11:55 PM - 11:59 PM","Lane 1 - NB, TH","1","NB","TH","Thursday","passenger_vehicle"
6,"2024-06-13","11:55 PM - 11:59 PM","Lane 2 - NB, TH","2","NB","TH","Thursday","passenger_vehicle"
5,"2024-06-13","11:55 PM - 11:59 PM","Lane 1 - SB, TH","1","SB","TH","Thursday","passenger_vehicle"
4,"2024-06-14","12:00 AM - 12:04 AM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
9,"2024-06-14","12:00 AM - 12:04 AM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
7,"2024-06-14","12:00 AM - 12:04 AM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
4,"2024-06-14","12:05 AM - 12:09 AM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
2,"2024-05-03","12:05 AM - 12:09 AM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
1,"2024-06-14","12:05 AM - 12:09 AM","Lane 1 - NB, TH","1","NB","TH","Friday","single_unit_truck"
7,"2024-06-14","12:05 AM - 12:09 AM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
8,"2024-06-14","12:05 AM - 12:09 AM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
5,"2024-06-14","12:10 AM - 12:14 AM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","12:10 AM - 12:14 AM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
3,"2024-06-14","12:10 AM - 12:14 AM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
7,"2024-06-14","12:10 AM - 12:14 AM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","12:15 AM - 12:19 AM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
4,"2024-06-14","12:15 AM - 12:19 AM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
3,"2024-06-14","12:15 AM - 12:19 AM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","12:15 AM - 12:19 AM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
