,TAZ,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,NEW_OCCUPANCY_RATE
0,109,7.0,7.0,5.46,1.4000000000000001,0.14,172.0,0.2437869822485207,41.93136094674556,35.21420118343195,0.0,6.71715976331361,2.142722664667412,89.8472774609417,0,0,0,0,0,40.674201183431954,1.4000000000000001,6.85715976331361,0.27335955836170706
1,110,17.0,5.949999999999999,0.17,0.34,16.49,22.0,0.3409426260205228,10.804029660699571,6.527610915536915,1.8143459915611813,2.462072753601478,2.3567047858850447,29.33114302901915,0,0,0,0,0,6.697610915536915,2.1543459915611813,18.952072753601477,0.42959050412050187
2,111,32.0,11.499999999999998,1.79,1.08,29.13,215.0,0.2437869822485207,52.41420118343196,44.01775147928994,0.0,8.396449704142013,2.142722664667412,112.30909682617713,0,0,0,0,0,45.80775147928994,1.08,37.52644970414201,0.25876194811106057
3,112,22.0,5.6,3.0700000000000003,3.14,15.79,1135.0,0.5687899194032192,650.6985179760445,382.0782679996262,130.02611795703646,138.59413201938182,2.419677305709361,1585.6245434491575,0,0,0,0,0,385.14826799962617,133.16611795703645,154.3841320193818,0.5672415885704792
4,113,78.0,78.0,77.34,0.6000000000000001,0.060000000000000005,427.0,0.5621602851377204,246.3211730481956,152.39982178892473,45.67472547632151,48.246625782949394,2.7026062803640785,656.3121104377792,0,0,0,0,0,229.73982178892473,46.274725476321514,48.306625782949396,0.6422201446498923
5,115,3.0,0.35,1.0,1.0,1.0,283.0,0.5158227848101266,145.9778481012658,86.57172995780591,25.672995780590718,33.7331223628692,2.741872604076783,400.2526625109428,0,0,0,0,0,87.57172995780591,26.672995780590718,34.7331223628692,0.5116358325219084
6,119,6.0,2.0999999999999996,0.06,0.12,5.82,133.0,0.5422521442022019,71.9212463476318,39.12924104402485,20.397161588135635,12.39484371547131,2.2698174432096607,157.0198600748727,0,0,0,0,0,39.189241044024854,20.517161588135636,18.21484371547131,0.5325269521412359
7,121,89.0,32.75,1.3399999999999999,5.18,82.48,416.0,0.5397372774102531,224.48143492032312,126.46321604832175,61.18656665111597,36.83165222088541,2.120859656758242,474.6231601037695,0,0,0,0,0,127.80321604832176,66.36656665111596,119.3116522208854,0.5093691780600458
8,123,4.0,0.35,1.51,1.52,0.97,584.0,0.6001650862572881,355.11019019195123,232.38878728283748,62.98402839998743,59.73737450912632,2.6298753488009687,924.618818174664,0,0,0,0,0,233.89878728283747,64.50402839998743,60.70737450912632,0.6045241329795089
9,124,8.0,3.0999999999999996,0.54,1.58,5.88,369.0,0.6038269777737738,222.31269867826668,131.14834643912775,70.8410016173108,20.32335062182812,3.462571083997364,766.4763548135109,0,0,0,0,0,131.68834643912774,72.4210016173108,26.20335062182812,0.5979116675816092
10,125,23.0,8.7,1.21,0.42000000000000004,21.37,284.0,0.4481546572934973,127.27592267135324,59.39543057996485,25.45518453427065,42.42530755711775,2.873888692421221,365.7768349826798,0,0,0,0,0,60.60543057996485,25.87518453427065,63.79530755711775,0.4429183148904014
11,126,3.0,1.0499999999999998,0.0,0.0,3.0,292.0,0.6312824693016833,182.9144745269287,93.43078311499272,12.05570305676856,77.42798835516739,2.4334184457871952,443.4944389115059,0,0,0,0,0,93.43078311499272,12.05570305676856,80.42798835516739,0.623608388226877
12,131,41.0,41.0,0.0,41.0,0.0,0.0,0.5392491467576792,0.0,0.0,0.0,0.0,2.091947246073397,0.0,0,0,0,0,0,0.0,41.0,0.0,1.0
13,133,1.0,0.0,0.5,0.5,0.0,118.0,0.5510791366906475,65.0273381294964,24.27913669064748,24.78848920863309,15.959712230215828,2.792648022670797,181.59846724688347,0,0,0,0,0,24.77913669064748,25.28848920863309,15.959712230215828,0.5464482195756
14,134,3.0,0.0,1.5,1.5,0.0,381.0,0.5662615828499876,215.3817563914962,88.96300548497588,26.018456772942827,100.40029413357748,2.562080488954011,546.0811665947944,0,0,0,0,0,90.46300548497588,27.518456772942827,100.40029413357748,0.5608899906028547
15,137,1.0,0.35,0.0,0.0,1.0,396.0,0.6225970186298876,254.26555874110403,116.49399636786018,53.01760988605775,84.75395248718611,2.0671942295088157,504.07821891706055,0,0,0,0,0,116.49399636786018,53.01760988605775,85.75395248718611,0.6413490144612192
16,138,13.0,3.4499999999999997,2.5,3.5,7.0,694.0,0.5547537910331757,387.6625495518902,178.2091529585888,72.23089611548086,137.22250047782055,2.092787666794953,790.8511389134175,0,0,0,0,0,180.7091529585888,75.73089611548086,144.22250047782055,0.5532002115302549
17,139,7.0,3.35,2.5,3.5,1.0,558.0,0.4885424706406575,273.1523367711548,142.2764637810622,51.586578284879,79.28929470521358,1.9875308654597656,535.561110961649,0,0,0,0,0,144.7764637810622,55.086578284879,80.28929470521358,0.4893846668516015
18,140,59.0,33.65,0.39,20.78,37.83,152.0,0.6527231051311847,99.83431952662724,55.76331360946745,41.67258382642998,2.3984220907297837,2.249178923651812,225.06934376218132,0,0,0,0,0,56.15331360946745,62.45258382642998,40.22842209072978,0.6326271067612665
19,141,3.0,0.7,0.5,0.5,2.0,364.0,0.6568047337278107,239.0769230769231,133.53846153846152,99.7948717948718,5.743589743589744,2.254428585574244,538.98184953575,0,0,0,0,0,134.03846153846152,100.2948717948718,7.743589743589744,0.6533431146510166
20,142,12.0,7.1,1.54,4.58,5.88,962.0,0.6001565402383284,586.5891004809566,330.4293936045756,143.34684453399194,112.81286234238918,2.8558061592082336,1619.682143078919,0,0,0,0,0,331.9693936045756,147.92684453399195,118.69286234238918,0.6095370641488261
21,143,3.0,2.35,1.0,1.0,1.0,558.0,0.736579981107597,418.61911346937626,269.2987826965959,55.7810045025157,93.5393262702647,2.1511010442021354,890.5062702917737,0,0,0,0,0,270.2987826965959,56.7810045025157,94.5393262702647,0.7503905765942536
22,145,8.0,0.35,3.5,3.5,1.0,728.0,0.2707826559102623,197.13926150146165,57.41297451951983,40.208529430058256,99.51775755188356,2.309308683676646,455.3160403472461,0,0,0,0,0,60.91297451951983,43.708529430058256,100.51775755188356,0.2683278009530729
23,146,10.0,3.5,0.02,0.04,9.94,258.0,0.6069173123040029,157.22811289429995,48.48367459878251,26.124228002213613,82.62021029330381,2.2373765074964207,351.4585119332732,0,0,0,0,0,48.50367459878251,26.164228002213612,92.56021029330381,0.59973176453097
24,147,7.0,1.35,2.5,3.5,1.0,628.0,0.637854000919365,398.64232177390585,201.7223014964045,91.69669326524098,105.22332701226036,2.4706824027609007,972.742987638197,0,0,0,0,0,204.2223014964045,95.19669326524098,106.22332701226036,0.6299091681478832
25,148,8.0,2.8,0.07,0.14,7.79,526.0,0.5538793103448276,291.3405172413793,128.09913793103448,98.625,64.61637931034483,1.4724871392264205,428.9951647735043,0,0,0,0,0,128.16913793103447,98.765,72.40637931034483,0.5508249386542684
26,149,7.0,4.4,1.6,1.48,3.92,286.0,0.6628007921310287,189.90996896683984,111.6624707974476,45.480735032602254,32.76676313678998,2.5318089393161847,469.3438697934748,0,0,0,0,0,113.26247079744759,46.96073503260225,36.686763136789985,0.6631739555182248
27,150,3.0,1.0499999999999998,0.03,0.06,2.91,25.0,0.7959491440812458,19.88795518207283,12.53501400560224,3.571428571428571,3.7815126050420167,2.2858276375323814,45.44186622069365,0,0,0,0,0,12.56501400560224,3.6314285714285712,6.691512605042017,0.7477841136454583
28,151,2.0,0.0,1.0,1.0,0.0,128.0,0.5562233285220608,71.34044047239068,29.29205234599425,18.618780721353332,23.42960740504309,2.559816972770128,180.8507547243441,0,0,0,0,0,30.29205234599425,19.618780721353332,23.42960740504309,0.5487726190183899
29,152,1.0,0.35,0.01,0.02,0.97,169.0,0.6196271336732432,104.61004211926402,32.259476834404786,17.280128574595434,55.0704367102638,2.2359463332060225,233.81288971936905,0,0,0,0,0,32.269476834404784,17.300128574595433,56.0404367102638,0.6174120124662589
30,153,2.0,0.0,1.0,1.0,0.0,361.0,0.2780776224258596,100.38577737233844,26.015736114278603,11.986950842783983,62.383090415275845,2.416610445394374,242.593164814158,0,0,0,0,0,27.015736114278603,12.986950842783983,62.383090415275845,0.2765448412461114
31,154,12.0,1.0499999999999998,4.52,4.54,2.94,671.0,0.4978254836278739,332.9816372160115,205.99172380632615,45.60482385565241,81.38508955403293,1.8385016722415175,615.8851154226792,0,0,0,0,0,210.51172380632616,50.14482385565241,84.32508955403293,0.48906535463544876
