taz,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other
109,221.0,0.3839366515837104,85,51,10,23,2.0389147348367267,173,15,497,60,0,79
110,46.0,0.7608695652173914,35,15,5,15,2.237218413971888,78,117,823,23,0,156
111,291.0,0.28127147766323024,82,53,5,23,2.0389147348367267,167,73,251,4,0,88
112,1280.0,0.559921875,717,392,153,171,2.302451826133372,1651,0,149,7,0,25
113,555.0,0.6158558558558559,342,231,47,63,2.571797946934707,880,85,92,3,0,44
114,336.0,0.5398809523809524,181,92,8,82,2.5275941637615205,457,0,24,0,0,18
115,317.0,0.5219242902208202,165,95,30,42,2.609037812350314,430,0,0,0,0,101
116,5.0,0.54,3,1,0,0,2.609037812350314,8,0,0,0,0,0
117,0.0,0.0,0,0,0,0,2.514017299431383,0,7,124,441,0,0
118,314.0,0.5509554140127388,173,65,66,42,2.657353327393838,460,51,350,154,0,70
119,169.0,0.5775147928994082,98,46,26,25,2.1598521855687483,212,30,176,56,0,62
120,68.0,0.824264705882353,56,24,15,17,2.000262322801907,112,0,121,16,0,231
121,425.0,0.5405882352941176,230,128,63,39,2.018110918407791,464,0,8,0,0,3
122,2.0,0.35,1,0,0,1,2.657353327393838,3,0,0,0,0,0
123,628.0,0.6106687898089171,384,217,82,85,2.502466459086277,961,0,2,0,0,19
124,395.0,0.5974683544303797,236,136,74,25,3.2948207997219376,778,12,90,6,0,61
125,314.0,0.46687898089171975,147,67,30,51,2.7346581514634773,402,0,6,0,0,5
126,320.0,0.61453125,197,109,13,75,2.315527252757704,456,0,0,0,0,62
127,10.0,0.5,5,3,1,1,1.990599219793202,10,0,0,0,0,207
128,0.0,0.0,0,0,0,0,1.990599219793202,0,71,0,0,0,119
129,0.0,0.0,0,0,0,0,1.990599219793202,0,0,0,0,0,0
130,0.0,0.0,0,0,0,0,2.657353327393838,0,0,0,0,0,8
131,62.0,0.6935483870967742,43,34,6,4,1.990599219793202,86,0,0,0,0,375
132,0.0,0.0,0,0,0,0,1.990599219793202,0,0,0,0,0,0
133,118.0,0.5508474576271186,65,24,25,16,2.657353327393838,173,0,0,0,0,5
134,403.0,0.5641439205955335,227,95,30,102,2.4379560392510498,553,0,0,0,0,0
135,148.0,0.4560810810810811,68,30,13,23,2.7346581514634773,186,0,0,0,0,0
136,0.0,0.0,0,0,0,0,2.7095340836408446,0,0,0,0,0,0
137,415.0,0.6406024096385543,266,116,51,99,1.9670454062094849,523,0,14,0,0,6
138,716.0,0.5588687150837989,400,179,68,153,1.9913989248697843,797,7,141,12,0,52
139,572.0,0.4966783216783217,284,144,54,86,1.891241472520529,537,3,22,0,0,102
140,198.0,0.6929292929292928,137,82,46,10,2.140213535021201,293,15,42,6,0,16
141,409.0,0.6451100244498779,264,142,106,17,2.145208867932481,566,25,58,0,0,54
142,1023.0,0.6180840664711632,632,334,156,143,2.717451658052508,1717,26,61,1,0,62
143,563.0,0.7501776198934281,422,256,60,106,2.0468872091886765,864,13,91,4,0,63
144,293.0,0.2986348122866894,88,24,12,52,2.296852613168096,202,1,1,43,0,66
145,760.0,0.28592105263157896,217,68,44,106,2.1974302041396285,477,0,0,0,0,4
146,269.0,0.6197026022304832,167,52,28,87,2.128982907463697,356,0,12,9,0,9
147,663.0,0.6385369532428357,423,206,101,117,2.3509858924616918,994,0,3,0,0,99
148,569.0,0.547627416520211,312,135,103,74,1.4011499362622055,437,24,10,0,0,15
149,369.0,0.7001355013550136,258,136,66,57,2.4091510475362283,622,5,76,0,0,173
150,105.0,0.5861904761904762,62,31,12,19,2.1750867381547976,135,146,30,4,0,342
151,140.0,0.5510714285714287,77,32,20,25,2.4358021830493297,188,1,0,0,0,2
152,179.0,0.6170391061452514,110,34,18,57,2.1276220204566374,234,0,0,0,0,11
153,371.0,0.2846361185983827,106,29,13,63,2.299533545205549,244,1,0,0,0,77
154,751.0,0.5051264980026632,379,222,55,103,1.749432258017877,663,0,10,0,0,30
155,0.0,0.0,0,0,0,0,2.0872302498802515,0,0,0,0,0,0
156,384.0,0.8677083333333333,333,206,89,39,2.154871970941185,718,9,27,0,0,37
157,34.0,0.9117647058823529,31,18,7,5,2.157414892785581,67,81,0,0,0,58
158,900.0,0.7979444444444445,718,416,128,174,2.225536273985885,1598,234,119,0,0,364
159,776.0,0.7301546391752578,567,207,177,184,2.205227650122391,1250,0,32,0,0,46
160,746.0,0.6735254691689008,502,284,160,59,1.6813799235146467,844,0,32,2,0,61
161,158.0,0.8572784810126581,135,96,15,25,1.6813799235146467,227,171,178,0,0,99
162,333.0,0.7325825825825826,244,145,82,18,1.6813799235146467,410,0,2,0,0,360
163,0.0,0.0,0,0,0,0,1.5755943747877723,0,0,0,0,0,0
164,1.0,1.0,1,0,0,1,2.0052604795305484,2,0,0,0,0,0
165,437.0,0.522654462242563,228,121,35,73,1.46879165732314,335,0,0,0,0,59
166,267.0,0.5271535580524345,141,76,20,44,1.46879165732314,207,0,0,0,0,8
167,267.0,0.4898876404494382,131,50,31,51,2.889267799602756,378,2,0,0,0,24
168,164.0,0.4859756097560976,80,30,19,31,2.889267799602756,231,0,0,0,0,9
169,71.0,0.4809859154929577,34,13,8,13,2.8780344423551365,98,0,0,1,0,2
170,211.0,0.4943127962085308,104,39,25,39,2.881579330687134,300,0,0,0,0,24
171,78.0,0.47692307692307695,37,14,9,14,2.889267799602756,107,0,0,0,0,6
172,0.0,0.0,0,0,0,0,2.145208867932481,0,0,0,0,0,0
173,0.0,0.0,0,0,0,0,2.145208867932481,0,0,0,0,0,0
174,0.0,0.0,0,0,0,0,2.145208867932481,0,0,0,0,0,0
175,1089.0,0.4366391184573003,476,99,86,290,2.52437758684576,1202,7,0,6,0,28
176,348.0,0.5103448275862069,178,51,43,83,2.2910067219834493,408,0,0,0,0,7
177,61.0,0.6131147540983606,37,10,13,15,2.1354057199526357,79,0,0,0,0,0
178,440.0,0.5176136363636363,228,49,45,133,2.3054111438307783,526,0,12,0,0,7
179,393.0,0.4986005089058524,196,54,42,99,2.528126337157708,496,0,0,0,0,46
180,1.0,1.0,1,0,0,1,1.951946807758383,2,19,51,149,0,333
181,0.0,0.0,0,0,0,0,1.6813799235146467,0,0,9,0,0,22
182,16.0,0.590625,9,2,4,4,2.1838612799673007,20,1,0,0,0,2
183,36.0,0.7138888888888889,26,6,12,9,2.1838612799673007,57,0,0,0,0,10
184,22.0,0.33409090909090905,7,2,1,4,2.840952284559231,20,0,5,4,0,0
185,159.0,0.4811320754716981,76,19,18,40,2.3408867038587537,178,0,40,18,0,18
186,100.0,0.5954999999999999,60,16,20,24,2.145208867932481,129,0,0,0,0,8
187,23.0,0.6239130434782608,14,4,5,5,2.145208867932481,30,0,0,0,0,0
188,74.0,0.5918918918918918,44,12,14,18,2.145208867932481,94,0,0,0,0,20
189,13.0,0.46153846153846156,6,2,1,3,2.7829736665070026,17,0,0,0,0,0
190,20.0,0.485,10,4,1,4,2.7829736665070013,28,0,0,0,0,3
191,309.0,0.45080906148867317,139,51,25,65,2.7829736665070017,387,1,0,0,0,4
192,503.0,0.4304174950298211,216,79,36,101,2.7829736665070017,601,0,0,0,0,12
193,6.0,0.5,3,1,0,1,2.7829736665070017,8,0,0,0,0,0
194,25.0,0.654,16,4,5,8,2.174198176958595,35,0,0,0,0,3
195,919.0,0.5838411316648531,537,164,108,264,2.2888811577212462,1229,0,0,0,0,55
196,83.0,0.4891566265060241,41,13,8,19,2.0292516318280223,83,7,41,0,0,52
197,596.0,0.7555369127516779,450,161,100,190,2.0292516318280223,913,2,14,0,0,32
198,0.0,0.0,0,0,0,0,2.0292516318280223,0,0,0,15,0,7
199,4.0,0.5,2,1,0,1,2.232176795010824,4,0,0,0,0,0
200,595.0,0.547563025210084,326,100,80,147,2.188599317571568,713,0,0,0,0,10
201,0.0,0.0,0,0,0,0,2.0872302498802515,0,0,0,0,0,0
202,123.0,0.5093495934959349,63,21,16,24,2.0872302498802515,131,0,0,0,0,15
203,31.0,0.12903225806451613,4,0,4,0,1.961609910767088,8,14,224,20,0,35
204,0.0,0.0,0,0,0,0,1.961609910767088,0,0,0,0,0,0
205,0.0,0.0,0,0,0,0,2.0072900340809654,0,0,0,0,0,0
206,0.0,0.0,0,0,0,0,1.961609910767088,0,0,0,0,0,0
207,44.0,0.045454545454545456,2,2,0,0,1.8370067403916828,4,0,0,0,0,0
208,171.0,0.11169590643274854,19,7,12,1,1.9148972801088937,36,0,0,0,0,0
209,27.0,0.12407407407407407,3,0,3,0,1.961609910767088,6,0,0,0,0,0
210,19.0,0.1236842105263158,2,0,2,0,1.961609910767088,4,0,0,0,0,0
211,45.0,0.08888888888888889,4,2,2,0,1.890077849533818,8,0,0,0,0,0
212,0.0,0.0,0,0,0,0,1.8166633656365148,0,0,0,0,0,0
213,0.0,0.0,0,0,0,0,1.8166633656365148,0,0,0,0,0,0
214,140.0,0.03607142857142857,5,4,0,1,1.8166633656365143,9,0,0,0,0,0
215,59.0,0.12372881355932203,7,3,1,3,1.8166633656365148,13,0,0,0,0,0
216,0.0,0.0,0,0,0,0,1.8166633656365148,0,0,0,0,0,0
217,22.0,0.045454545454545456,1,1,0,0,1.8166633656365148,2,0,0,0,0,0
218,1.0,0.0,0,0,0,0,1.8166633656365148,0,0,0,0,0,0
219,0.0,0.0,0,0,0,0,1.8166633656365148,0,0,0,0,0,0
220,16.0,0.0,0,0,0,0,1.8166633656365148,0,0,0,0,0,0
221,15.0,0.02333333333333333,0,0,0,0,1.8166633656365143,0,0,0,0,0,0
222,344.0,0.06874999999999999,24,14,3,7,1.8166633656365148,44,0,0,0,0,0
223,0.0,0.0,0,0,0,0,1.8166633656365148,0,0,0,0,0,0
224,318.0,0.08081761006289308,26,16,3,6,1.8166633656365143,47,0,0,0,0,26
225,83.0,0.08734939759036145,7,4,1,3,1.8166633656365148,13,0,0,0,0,0
226,0.0,0.0,0,0,0,0,1.8166633656365148,0,0,0,0,0,0
227,0.0,0.0,0,0,0,0,1.8901029485026717,0,0,0,0,0,0
228,3.0,0.3333333333333333,1,1,0,0,2.10736171448172,2,0,23,0,0,72
229,145.0,0.35,51,23,9,18,2.1838612799673007,111,0,0,0,0,6
230,1035.0,0.3045893719806763,315,155,49,110,2.1838612799673007,688,0,0,0,0,26
231,98.0,0.3163265306122449,31,15,5,11,2.1838612799673007,68,0,0,0,0,0
232,202.0,0.12871287128712872,26,0,26,0,1.961609910767088,51,0,15,0,0,6
233,73.0,0.19246575342465755,14,5,3,5,2.048577837845432,29,0,0,0,0,0
