,APN
0,083-042-019
1,129-291-09
2,031-183-012
3,117-080-046
4,025-781-001
5,126-440-01
6,080-155-004
7,116-070-049
8,097-072-009
9,1318-23-810-036
10,027-125-005
11,026-145-013
12,1318-16-810-037
13,125-511-14
14,023-430-036
15,098-114-006
16,015-315-013
17,031-316-003
18,025-482-005
19,022-232-003
20,025-670-021
21,083-440-016
22,085-343-009
23,029-404-003
24,021-031-013
25,025-403-011
26,023-821-043
27,015-114-006
28,026-071-006
29,033-531-004
30,083-062-042
31,022-182-034
32,1418-22-512-009
33,1319-30-610-003
34,090-115-024
35,126-293-55
36,026-139-019
37,026-082-010
38,093-160-072
39,023-341-019
40,094-540-020
41,081-085-017
42,085-341-014
43,022-421-072
44,111-110-044
45,036-380-035
46,029-710-019
47,090-223-009
48,033-381-004
49,035-146-005
50,094-310-021
51,1319-30-643-025
52,022-411-018
53,027-124-014
54,023-132-014
55,1319-30-619-000
56,016-081-021
57,025-701-009
58,128-032-07
59,034-793-010
60,085-270-002
61,015-315-002
62,127-590-21
63,122-112-14
64,023-751-014
65,016-181-012
66,132-203-02
67,094-330-009
68,1418-00-002-009
69,123-165-06
70,081-087-001
71,033-465-010
72,125-041-15
73,023-181-020
74,036-530-028
75,094-010-010
76,029-052-008
77,132-280-12
78,131-225-21
79,124-042-08
80,028-311-014
81,034-821-012
82,034-172-017
83,090-380-009
84,098-280-033
85,080-071-033
86,128-042-02
87,015-103-021
88,022-251-017
89,1319-30-723-003
90,1318-23-411-020
91,1319-30-540-001
92,034-152-019
93,124-064-16
94,033-411-007
95,1318-03-212-035
96,023-251-014
97,123-271-01
98,033-781-013
99,026-108-018
100,083-310-010
101,034-265-003
102,083-085-015
103,124-043-34
104,034-295-006
105,094-370-004
106,085-020-064
107,125-770-00
108,033-811-005
109,093-620-043
110,117-100-044
111,025-765-020
112,131-225-09
113,122-460-14
114,016-031-024
115,030-352-012
116,015-251-017
117,033-353-025
118,033-492-008
119,880-149-077
120,126-560-15
121,124-810-02
122,1319-18-210-003
123,016-590-009
124,090-212-028
125,129-630-01
126,083-300-045
127,025-592-012
128,025-670-028
129,124-340-40
130,027-344-014
131,025-372-019
132,132-062-35
133,1318-10-416-023
134,126-521-18
135,124-031-04
136,132-020-10
137,084-110-005
138,034-481-027
139,016-472-005
140,080-145-003
141,126-292-37
142,034-435-004
143,093-441-005
144,034-451-001
145,034-592-006
146,094-140-036
147,098-200-010
148,034-502-012
149,094-410-005
150,023-421-001
151,095-490-014
152,034-824-001
153,1318-15-711-016
154,083-104-012
155,016-382-001
156,131-202-34
157,122-052-17
158,1318-24-710-015
159,127-420-10
160,093-441-004
161,093-073-006
162,026-034-011
163,1318-23-216-003
164,033-413-003
165,029-403-013
166,035-080-002
167,034-433-006
168,034-541-014
169,094-480-012
170,1319-19-611-009
171,032-282-038
172,880-356-051
173,126-292-56
174,084-171-003
175,1418-34-304-012
176,1318-03-212-043
177,097-210-020
178,081-072-006
179,033-432-009
180,116-100-034
181,033-712-019
182,015-152-021
183,130-302-18
184,122-115-09
185,022-071-021
186,1318-03-111-032
187,027-153-007
188,028-301-031
189,035-291-011
190,084-025-011
191,111-210-031
192,092-236-003
193,097-140-005
194,091-164-015
195,123-071-27
196,092-130-012
197,093-171-013
198,123-145-19
199,1318-23-401-017
200,090-056-030
201,029-105-021
202,117-050-053
203,026-067-006
204,034-243-001
205,116-090-014
206,111-270-011
207,112-250-014
208,027-076-015
