,APN
0,081-064-018
1,080-104-019
2,116-090-021
3,033-781-005
4,028-251-004
5,023-131-017
6,085-330-010
7,1318-23-810-047
8,127-080-02
9,015-213-017
10,033-251-013
11,1319-19-410-004
12,085-231-011
13,033-862-026
14,130-010-12
15,029-391-007
16,030-363-018
17,132-221-06
18,026-071-009
19,033-452-005
20,129-320-01
21,130-360-18
22,1319-18-202-003
23,026-138-016
24,1318-15-814-008
25,1319-19-410-003
26,034-727-004
27,1318-22-002-091
28,033-855-024
29,028-062-007
30,025-481-040
31,015-162-012
32,023-481-015
33,034-172-015
34,036-240-003
35,027-122-008
36,1319-18-310-037
37,1318-24-410-007
38,131-225-15
39,026-121-004
40,093-220-005
41,031-079-012
42,021-261-030
43,093-414-029
44,025-251-004
45,1319-18-310-030
46,027-223-020
47,097-245-001
48,124-083-22
49,092-190-068
50,022-321-036
51,033-090-013
52,116-060-011
53,084-151-030
54,028-340-006
55,025-343-009
56,083-420-026
57,131-212-11
58,081-085-011
59,085-241-007
60,023-573-001
61,1318-23-315-016
62,031-370-017
63,028-051-019
64,031-095-010
65,122-081-17
66,016-041-006
67,122-213-07
68,034-713-012
69,034-691-018
70,1318-03-110-011
71,022-051-022
72,095-110-013
73,1318-22-710-004
74,034-653-016
75,034-481-018
76,027-571-012
77,093-171-011
78,034-443-004
79,1319-19-212-025
80,125-451-01
81,094-231-008
82,031-151-013
83,092-224-002
84,034-593-001
85,022-101-029
86,130-180-19
87,084-051-023
88,097-182-005
89,090-360-005
90,033-254-013
91,131-180-18
92,031-284-005
93,023-471-025
94,097-230-004
95,023-103-032
96,028-311-019
97,031-281-006
98,092-040-007
99,016-513-009
100,036-421-010
101,032-341-005
102,027-491-014
103,1319-30-616-008
104,126-293-27
105,127-520-18
106,115-060-011
107,1319-30-643-006
108,125-373-05
109,093-340-017
110,033-285-011
111,1318-26-101-022
112,025-881-008
113,035-131-002
114,092-152-001
115,032-130-007
116,132-251-23
117,023-821-062
118,026-067-006
119,034-751-004
120,112-070-024
121,034-763-006
122,093-415-002
123,023-101-009
124,1318-23-212-055
125,033-855-006
126,1318-10-416-062
127,116-040-021
128,032-420-018
129,031-270-001
130,016-011-003
131,034-331-029
132,093-130-026
133,023-102-050
134,026-109-018
135,130-082-19
136,094-370-004
137,030-390-003
138,093-413-008
139,083-253-007
140,034-592-010
141,023-241-035
142,098-042-003
143,129-390-05
144,130-180-06
145,022-421-076
146,115-050-005
147,027-134-024
148,132-510-02
149,122-052-07
150,093-416-001
151,090-133-011
152,117-090-077
153,029-422-030
154,1319-19-212-048
155,129-292-40
156,084-081-003
157,090-135-031
158,097-245-008
159,025-551-010
160,1318-23-811-031
161,031-285-002
162,081-051-004
163,094-370-020
164,033-781-001
165,1418-34-402-002
166,130-211-07
167,084-152-005
168,029-381-029
169,132-020-20
170,031-079-010
171,1419-00-001-001
172,125-413-03
173,034-270-063
174,028-011-064
175,117-160-015
176,023-111-017
177,023-481-017
178,027-134-025
179,015-351-029
180,033-372-005
181,1318-23-210-010
182,031-281-026
183,1318-24-301-009
184,035-010-028
185,080-113-011
186,022-241-008
187,034-514-001
188,1418-03-801-003
189,083-162-014
190,033-413-008
191,117-150-023
192,1418-27-210-006
193,031-173-001
194,131-225-16
195,085-342-011
196,112-080-026
197,097-084-020
198,1319-30-629-024
199,031-333-014
200,033-382-011
201,025-733-010
202,117-090-014
203,130-202-25
204,025-191-011
205,090-225-012
206,033-863-023
207,092-082-014
208,016-242-002
209,085-105-011
210,124-921-17
211,027-700-002
212,126-430-29
213,083-440-029
214,098-360-007
215,032-344-003
216,116-080-013
217,014-040-001
218,016-322-011
219,085-400-029
220,026-122-035
221,123-053-03
222,1319-19-713-005
223,034-571-016
224,1318-26-101-049
225,090-134-008
226,085-020-022
227,1318-23-810-064
228,026-252-011
229,029-101-029
230,083-330-035
231,094-200-020
232,031-196-006
233,124-032-27
234,1318-10-415-031
235,025-764-009
236,083-254-014
237,030-541-035
238,015-161-012
239,126-292-19
240,1319-19-212-005
241,093-413-005
242,1318-23-212-077
243,095-481-008
244,034-581-006
245,023-661-043
246,1319-19-720-001
247,092-200-006
248,083-162-016
249,085-050-015
250,025-031-013
251,093-210-021
252,034-152-009
253,094-110-023
254,031-155-017
255,090-080-004
256,034-722-010
257,1318-24-710-014
258,023-102-029
259,083-244-001
260,028-083-004
261,094-222-012
262,033-873-003
263,090-055-035
264,130-163-27
265,128-250-00
266,1319-30-514-013
267,090-350-003
268,033-835-003
269,023-663-016
270,026-135-008
271,094-340-011
272,125-503-02
273,097-073-030
274,116-140-002
275,112-250-032
276,132-222-01
277,093-390-001
278,083-300-032
279,124-032-13
280,033-481-031
281,034-722-043
282,1319-30-632-000
283,016-561-005
284,1318-26-512-001
285,031-142-019
286,129-252-17
287,126-251-32
288,023-241-029
289,025-891-024
290,090-056-023
291,029-343-007
292,027-143-024
293,031-183-017
294,033-362-034
295,117-190-008
296,125-413-04
297,126-082-48
298,035-291-004
299,031-314-005
300,127-075-27
301,117-220-035
302,130-060-02
303,1318-23-401-019
304,025-642-003
305,132-060-00
306,1319-30-643-048
307,026-221-006
308,1418-34-112-004
309,1319-30-614-008
310,015-061-027
311,022-171-047
312,093-220-007
313,015-261-037
314,031-311-004
315,016-051-060
316,092-031-013
317,116-020-005
318,1318-23-310-039
319,023-613-001
320,029-710-013
321,1319-19-202-003
322,033-212-003
323,122-201-22
324,131-012-15
325,036-474-011
326,090-116-038
327,092-211-011
328,098-113-008
329,1319-30-724-030
330,025-612-008
331,093-220-058
332,026-111-015
333,022-071-010
334,018-230-001
335,1318-24-404-018
336,122-510-21
337,117-120-041
