,APN
0,029-403-002
1,034-202-007
2,034-284-019
3,028-121-006
4,023-492-020
5,031-342-012
6,126-263-02
7,129-292-40
8,093-280-047
9,095-120-012
10,112-220-065
11,094-272-002
12,016-281-007
13,016-542-003
14,027-652-005
15,127-310-11
16,127-077-06
17,1318-23-810-054
18,1319-30-643-039
19,116-080-015
20,090-116-041
21,023-441-013
22,083-092-013
23,023-751-014
24,025-071-020
25,032-191-012
26,111-170-007
27,036-041-005
28,115-010-010
29,015-312-028
30,124-082-18
31,095-490-050
32,022-322-075
33,112-120-008
34,122-141-03
35,025-061-040
36,026-131-014
37,034-162-019
38,130-382-06
39,1418-34-402-004
40,125-223-21
41,034-153-016
42,023-756-011
43,083-085-019
44,031-078-001
45,025-551-016
46,025-206-002
47,080-152-014
48,1418-22-511-006
49,022-195-005
50,027-111-005
51,1319-30-534-006
52,026-153-014
53,027-231-003
54,112-010-012
55,098-171-012
56,1418-34-101-002
57,112-160-013
58,033-743-002
59,036-431-011
60,036-413-008
61,014-238-015
62,131-223-07
63,022-123-014
64,015-252-003
65,015-391-024
66,123-121-14
67,083-270-003
68,092-072-011
69,028-171-015
70,033-246-006
71,092-083-009
72,025-394-002
73,031-282-004
74,125-221-13
75,116-050-028
76,034-437-002
77,033-433-006
78,1318-16-810-026
79,122-090-05
80,1319-30-644-057
81,098-148-001
82,023-912-008
83,023-671-016
84,1418-03-811-002
85,090-053-010
86,083-051-026
87,1318-15-610-034
88,033-622-001
89,117-050-035
90,025-394-021
91,126-263-04
92,1418-15-801-006
93,034-152-005
94,023-102-022
95,1319-19-113-017
96,092-200-011
97,131-201-07
98,131-170-02
99,115-050-031
100,030-362-018
101,022-251-001
102,023-492-011
103,131-121-32
104,085-302-007
105,083-063-011
106,125-161-17
107,027-162-007
108,027-690-016
109,034-572-009
110,117-071-032
111,1319-07-002-009
112,130-241-58
113,033-313-011
114,094-532-011
115,031-225-006
116,015-164-001
117,122-193-06
118,034-122-003
119,112-172-003
120,097-111-020
121,027-344-007
122,1319-19-212-052
123,036-270-008
124,092-051-006
125,092-021-016
126,027-152-022
127,1318-15-610-006
128,131-070-31
129,117-072-017
130,023-442-028
131,026-045-010
132,031-184-014
133,033-273-008
134,112-190-053
135,130-201-14
136,092-120-019
137,116-020-023
138,033-311-002
139,1319-19-803-002
140,112-110-022
141,083-282-007
142,033-854-027
143,130-170-13
144,033-653-005
145,092-154-011
146,130-201-08
147,115-020-014
148,094-274-001
149,025-394-008
150,1318-23-310-027
151,026-125-001
152,015-304-017
153,036-541-002
154,017-041-013
155,1319-30-628-026
156,116-060-052
157,026-145-011
158,125-502-12
159,032-343-007
160,036-573-020
161,1319-30-643-041
162,1418-34-211-037
163,036-461-009
164,085-141-008
165,029-091-028
166,027-154-017
167,031-151-017
168,031-079-015
169,032-050-009
170,033-413-001
171,028-043-001
172,092-152-038
173,016-091-019
174,033-414-004
175,125-421-06
176,034-132-024
177,098-273-008
178,1318-23-212-021
179,097-241-010
180,130-381-08
181,117-100-088
182,033-834-001
183,1318-10-416-034
184,094-480-003
185,083-254-017
186,094-420-008
187,016-482-009
188,034-265-022
189,025-375-003
190,023-201-056
191,122-191-09
192,129-600-00
193,023-452-012
194,1318-10-313-011
195,080-143-002
196,081-141-030
197,124-860-08
198,1319-19-212-055
199,1318-23-410-057
200,127-250-01
201,023-442-031
202,036-220-004
203,016-292-002
204,1318-23-212-060
205,016-472-009
206,126-510-13
207,023-541-029
208,124-063-11
209,112-100-010
210,111-080-041
211,1418-03-811-008
212,032-110-018
213,125-541-13
214,124-810-08
215,115-010-004
