,APN
0,032-314-012
1,1418-15-511-011
2,025-632-023
3,1418-34-111-024
4,034-284-026
5,127-060-08
6,029-101-023
7,022-421-010
8,023-700-018
9,029-603-004
10,025-483-008
11,083-320-002
12,1318-23-710-096
13,881-035-005
14,1319-30-644-090
15,125-163-29
16,034-382-015
17,1318-15-611-075
18,034-481-009
19,025-734-024
20,123-260-01
21,033-463-008
22,026-077-011
23,128-280-04
24,034-781-005
25,083-151-012
26,098-060-019
27,126-153-07
28,132-191-05
29,029-103-027
30,034-433-004
31,123-161-05
32,031-077-009
33,023-700-010
34,032-322-001
35,132-192-08
36,020-110-014
37,131-080-22
38,026-067-016
39,127-310-20
40,1319-30-628-009
41,027-631-024
42,1418-34-111-006
43,021-180-015
44,025-372-016
45,032-241-026
46,023-371-008
47,027-122-014
48,025-831-029
49,132-432-11
50,1418-15-801-007
51,123-152-02
52,031-061-002
53,083-490-028
54,026-046-007
55,132-054-03
56,014-282-012
57,022-191-002
58,090-066-012
59,116-120-021
60,021-031-034
61,023-771-014
62,117-100-033
63,035-253-001
64,123-162-18
65,023-461-013
66,115-050-011
67,023-652-004
68,027-381-002
69,015-161-004
70,1319-19-310-047
71,028-123-021
72,131-233-26
73,132-251-01
74,093-500-042
75,125-152-08
76,094-534-019
77,083-061-011
78,031-082-011
79,130-390-09
80,036-310-004
81,125-232-09
82,1418-03-401-001
83,1319-30-538-002
84,034-571-006
85,131-211-20
86,015-302-023
87,027-311-031
88,027-461-006
89,023-694-017
90,117-200-010
91,111-180-017
92,117-060-019
93,034-704-029
94,027-142-006
95,031-333-008
96,124-082-25
97,131-233-05
98,097-222-005
99,098-232-012
100,132-570-18
101,033-705-001
102,116-070-024
103,034-803-004
104,028-253-007
105,127-320-10
106,029-103-025
107,093-260-004
108,097-020-027
109,131-233-28
110,034-221-016
111,034-141-008
112,034-713-021
113,093-171-010
114,033-492-008
115,016-553-004
116,112-240-008
117,023-362-013
118,131-440-06
119,025-821-008
120,083-390-044
121,083-010-070
122,023-211-043
123,1319-19-411-010
124,1318-23-410-033
125,031-231-013
126,031-191-006
127,128-241-09
128,081-112-009
129,033-857-019
130,130-081-13
131,1318-03-110-020
132,083-243-001
133,029-404-005
134,083-020-041
135,116-100-041
136,084-010-006
137,021-321-015
138,091-161-001
139,131-240-02
140,098-210-037
141,025-481-018
142,090-151-041
143,018-030-002
144,023-103-028
145,126-292-56
146,035-252-008
147,083-320-019
148,023-182-006
149,090-202-002
150,023-801-014
151,025-351-005
152,033-704-003
153,029-052-013
154,027-235-013
155,027-471-020
156,027-205-013
157,029-391-020
158,034-266-002
159,034-661-001
160,027-101-010
161,1319-30-514-021
162,093-530-012
163,126-295-08
164,023-375-006
165,094-536-011
166,033-678-003
167,093-201-003
168,030-353-003
169,027-251-015
170,032-203-001
171,029-602-007
172,126-152-05
173,1318-23-811-022
174,128-280-00
175,126-263-07
176,1318-23-401-008
177,1318-26-514-001
178,116-080-059
179,034-132-006
180,1319-19-310-037
181,131-201-25
182,027-311-004
183,031-319-008
184,035-224-004
185,126-560-33
186,1318-15-802-004
187,033-273-012
188,025-201-020
189,098-312-016
190,028-121-032
191,033-342-005
192,021-410-015
193,033-180-004
194,083-161-018
195,026-024-012
196,036-100-019
197,111-250-054
198,093-510-007
199,111-220-005
200,036-061-002
201,023-661-021
202,034-752-012
203,080-010-019
204,025-831-032
205,085-020-043
206,023-742-011
207,094-340-033
