,APN
0,095-490-037
1,025-360-027
2,015-104-008
3,094-090-038
4,023-341-009
5,035-233-027
6,083-254-014
7,1318-25-111-022
8,023-591-004
9,034-251-006
10,031-111-008
11,023-221-032
12,117-050-028
13,090-222-026
14,016-524-003
15,034-263-002
16,034-372-017
17,1318-24-311-009
18,1319-18-401-004
19,025-792-037
20,126-271-02
21,085-342-003
22,093-210-026
23,129-260-16
24,016-211-008
25,085-142-017
26,028-083-014
27,034-372-012
28,031-124-016
29,081-091-004
30,029-403-032
31,1319-30-644-023
32,1318-24-402-003
33,025-194-010
34,022-321-021
35,117-210-012
36,032-342-006
37,085-083-020
38,1319-30-724-007
39,033-433-017
40,033-324-007
41,027-641-026
42,093-414-041
43,036-431-004
44,126-130-12
45,083-460-023
46,1318-15-713-013
47,1319-30-632-003
48,033-233-021
49,1319-19-802-006
50,093-180-010
51,1319-30-642-002
52,117-120-027
53,025-211-012
54,111-130-024
55,112-080-004
56,036-412-010
57,029-604-019
58,034-212-007
59,034-551-010
60,034-132-012
61,080-132-018
62,023-161-029
63,016-151-027
64,035-224-004
65,080-081-012
66,123-201-05
67,027-073-012
68,033-442-013
69,080-113-022
70,023-645-011
71,025-813-011
72,130-162-11
73,034-432-013
74,015-314-026
75,031-151-016
76,023-644-017
77,081-053-001
78,081-151-018
79,023-271-010
80,122-211-02
81,122-194-13
82,034-141-010
83,083-440-020
84,125-251-14
85,015-034-012
86,116-050-025
87,117-130-073
88,1318-23-410-002
89,016-583-020
90,091-164-015
91,092-213-007
92,030-403-014
93,022-051-065
94,122-195-01
95,126-521-18
96,090-135-036
97,084-231-004
98,112-150-029
99,033-223-006
100,022-381-014
101,090-116-011
102,093-141-008
103,085-095-001
104,093-071-004
105,124-063-13
106,029-650-008
107,132-053-15
108,034-123-011
109,097-222-005
110,083-270-001
111,1418-11-311-014
112,028-301-060
113,033-494-015
114,027-231-044
115,125-413-04
116,031-155-012
117,023-672-009
118,093-620-031
119,015-254-007
120,090-292-007
121,018-291-001
122,090-153-003
123,127-310-09
124,126-470-06
125,033-524-002
126,015-103-018
127,126-120-24
128,023-686-013
129,033-792-014
130,033-884-012
131,015-161-002
132,092-214-003
133,081-141-016
134,1418-27-712-004
135,023-492-011
136,034-481-016
137,084-140-025
138,031-224-004
139,130-211-08
140,025-681-014
141,023-392-047
142,029-510-005
143,022-361-003
144,098-022-016
145,112-171-022
146,025-544-008
147,117-220-001
148,027-364-001
149,085-321-006
150,1418-27-811-007
151,030-390-045
152,083-062-010
153,081-072-003
154,023-731-007
155,1319-30-712-005
156,081-141-011
157,126-580-09
158,031-277-001
159,033-433-007
160,027-241-030
161,023-742-019
162,091-186-016
163,127-363-21
164,023-791-004
165,027-072-010
166,033-463-001
167,093-416-003
168,115-050-037
169,023-696-002
170,083-253-001
171,116-020-004
172,023-664-014
173,035-252-015
174,098-272-020
175,094-032-007
176,124-340-06
177,085-250-003
178,080-155-032
179,031-361-013
180,029-602-005
181,127-131-02
182,084-081-030
183,122-460-19
184,027-491-004
185,025-553-004
186,026-026-016
187,033-473-011
188,027-341-007
189,026-049-002
190,093-020-009
191,080-192-034
192,124-810-15
193,125-221-08
194,035-010-015
195,1318-16-810-030
196,131-070-28
197,032-490-002
198,080-081-005
199,1319-30-724-037
200,028-090-059
201,080-145-022
202,015-201-016
203,027-431-011
204,126-293-11
205,081-112-009
206,033-413-032
207,027-652-016
208,033-864-013
209,016-525-007
210,125-522-24
211,015-153-014
212,085-095-009
213,031-262-023
214,034-265-014
215,030-353-011
216,025-442-010
217,026-132-006
218,1418-34-111-007
219,029-710-019
220,032-365-002
221,090-111-035
222,123-133-09
223,035-291-008
