,APN
0,080-103-015
1,131-132-09
2,1318-16-710-005
3,093-035-005
4,090-174-035
5,029-375-006
6,1318-10-416-004
7,085-105-019
8,131-213-06
9,035-284-001
10,034-201-008
11,025-792-035
12,1418-34-310-008
13,083-106-003
14,123-154-07
15,026-221-037
16,029-413-016
17,025-233-002
18,080-071-011
19,032-110-013
20,031-115-016
21,128-060-19
22,015-212-004
23,093-020-021
24,026-022-008
25,034-242-001
26,080-153-007
27,023-732-014
28,112-140-013
29,127-073-28
30,033-574-001
31,036-542-009
32,116-170-068
33,093-360-004
34,083-051-010
35,023-742-021
36,132-611-04
37,090-301-006
38,025-891-019
39,016-542-005
40,033-030-009
41,016-202-020
42,034-562-011
43,093-500-049
44,1318-24-403-005
45,031-370-011
46,094-225-005
47,1418-34-110-042
48,1318-23-310-046
49,034-096-008
50,023-512-010
51,036-553-002
52,093-320-010
53,030-403-007
54,035-272-029
55,014-322-008
56,031-211-005
57,033-841-011
58,090-211-035
59,1318-10-312-023
60,033-392-006
61,033-711-002
62,016-422-008
63,130-180-54
64,127-100-30
65,027-344-027
66,034-571-011
67,1318-23-602-012
68,028-180-046
69,022-031-016
70,1318-26-510-009
71,1318-26-601-003
72,030-352-015
73,028-123-002
74,026-115-002
75,023-451-010
76,094-420-038
77,112-070-034
78,033-591-009
79,127-290-11
80,025-901-010
81,023-541-008
82,032-510-008
83,092-023-004
84,033-653-009
85,098-200-016
86,029-071-002
87,023-101-025
88,131-070-05
89,125-382-07
90,117-100-071
91,093-470-009
92,1319-30-644-023
93,031-361-012
94,127-076-14
95,093-600-009
96,085-180-004
97,032-110-007
98,033-662-021
99,031-204-003
100,132-061-03
101,092-234-010
102,015-212-025
103,022-251-042
104,093-072-026
105,080-113-012
106,130-302-01
107,030-363-011
108,034-212-005
109,125-131-07
110,1319-30-527-005
111,033-362-026
112,1319-30-516-042
113,023-191-019
114,025-374-021
115,015-311-030
116,085-177-001
117,122-202-19
118,116-130-011
119,131-031-14
120,1318-03-210-038
121,090-101-011
122,034-482-005
123,016-181-021
124,034-522-002
125,016-583-009
126,125-522-10
127,117-100-075
128,083-420-019
129,125-352-19
130,093-045-003
131,025-891-029
132,1319-19-710-027
133,122-202-08
134,027-136-034
135,033-352-003
136,025-802-002
137,1319-30-644-044
138,022-401-001
139,032-341-007
140,031-235-011
141,124-032-26
142,124-031-15
143,026-089-007
144,083-300-018
145,031-112-009
146,1319-30-710-007
147,016-051-059
