,APN
0,1318-26-510-010
1,022-321-031
2,029-415-018
3,1318-03-210-015
4,021-381-006
5,083-330-020
6,131-261-23
7,023-821-058
8,033-453-001
9,025-813-023
10,092-211-003
11,1318-03-111-021
12,037-020-013
13,085-103-006
14,1319-18-312-034
15,080-192-017
16,098-176-019
17,1318-09-810-091
18,126-130-22
19,026-122-020
20,031-261-063
21,090-231-030
22,031-331-021
23,124-500-04
24,1318-15-818-005
25,033-362-026
26,081-103-016
27,1318-03-000-008
28,022-251-028
29,131-090-24
30,093-330-051
31,127-100-02
32,016-541-008
33,124-082-08
34,083-450-007
35,1318-10-310-079
36,015-034-026
37,098-162-001
38,131-430-13
39,116-110-019
40,015-215-012
41,027-631-018
42,098-161-012
43,026-271-010
44,026-243-002
45,080-163-018
46,095-110-019
47,036-020-001
48,022-022-001
49,033-343-007
50,084-081-025
51,032-152-019
52,093-470-014
53,098-350-015
54,034-142-009
55,093-171-008
56,027-354-017
57,116-100-038
58,022-031-017
59,091-220-016
60,025-543-004
61,090-121-004
62,083-330-021
63,025-733-003
64,098-235-002
65,023-700-008
66,098-041-004
67,125-511-04
68,092-032-012
69,034-097-008
70,032-030-001
71,130-242-15
72,034-214-001
73,080-152-011
74,026-221-027
75,020-190-012
76,023-624-027
77,026-049-001
78,033-552-001
79,1318-23-710-095
80,080-174-001
81,097-243-023
82,033-741-005
83,090-151-032
84,130-335-03
85,1418-15-702-006
86,116-090-017
87,1318-23-810-067
88,032-278-049
89,131-202-01
90,125-371-03
91,097-050-066
92,098-104-011
93,083-480-014
94,097-111-022
95,097-100-020
96,097-230-004
97,033-474-004
98,1318-24-302-004
99,027-073-027
100,084-010-040
101,023-592-001
102,125-244-10
103,035-132-005
104,083-077-003
105,015-032-004
106,015-253-009
107,1319-19-212-010
108,083-330-024
109,029-602-007
110,084-025-017
111,080-104-020
112,097-192-002
113,032-152-003
114,027-222-018
115,1319-30-615-002
116,025-743-014
117,034-294-004
118,025-920-031
119,033-565-008
120,016-052-003
121,032-090-005
122,022-041-013
123,026-044-007
124,131-250-30
125,033-864-003
126,033-422-031
127,090-152-055
128,1318-23-710-067
129,111-080-019
130,023-693-013
131,112-171-015
132,090-400-003
133,128-032-19
134,034-781-005
135,015-315-008
136,125-511-21
137,117-160-020
138,111-280-003
139,015-262-009
140,022-343-022
141,020-170-002
142,125-221-22
143,132-222-06
144,1318-23-210-004
145,090-182-034
146,098-114-001
147,092-141-007
148,029-332-004
149,022-301-027
150,022-051-083
151,1318-10-312-005
152,032-251-004
153,027-072-033
154,1418-11-412-008
155,030-380-010
156,125-221-12
157,033-414-002
158,029-660-015
159,081-041-009
160,125-551-13
161,094-490-062
162,083-182-013
163,130-213-08
164,1319-18-210-001
165,027-231-032
166,023-182-005
167,122-510-35
168,022-163-010
169,016-472-009
170,1319-30-516-013
171,030-581-015
172,132-252-08
173,026-131-003
174,083-440-003
175,1319-30-310-027
176,1319-19-701-001
177,026-111-014
178,128-362-04
179,1318-15-820-010
180,1418-15-511-004
181,036-051-001
182,111-240-012
183,128-041-02
184,023-331-007
185,1318-15-814-005
186,034-601-005
187,090-232-008
188,018-240-011
189,1318-15-710-005
190,092-234-006
191,033-822-001
192,025-733-011
193,115-020-023
194,033-752-002
195,092-160-014
196,1318-03-110-012
197,1318-09-810-023
198,085-215-014
199,023-653-012
200,032-390-060
201,091-100-015
202,091-152-017
203,1319-30-720-002
204,1418-34-110-021
205,117-090-073
206,126-293-13
207,117-080-041
208,017-041-031
209,124-911-05
210,1418-27-202-002
211,116-210-025
212,081-151-021
213,090-201-034
214,034-152-022
215,033-515-002
216,092-083-014
217,014-130-001
218,093-210-019
219,1319-19-212-077
220,094-536-010
221,027-341-017
222,027-354-001
223,112-260-030
224,030-353-007
225,031-079-014
226,090-067-031
227,130-302-23
228,122-202-15
229,027-431-001
230,093-260-015
231,033-234-001
232,027-342-002
233,033-473-002
234,033-581-004
235,027-631-016
236,034-503-002
237,030-401-026
238,023-132-027
239,1318-22-301-001
240,033-784-003
241,023-602-016
242,029-510-003
243,023-655-002
244,033-434-021
245,023-241-025
246,1318-23-610-031
247,111-240-036
248,016-401-010
249,036-600-013
250,031-144-014
251,035-223-005
252,027-361-005
253,016-362-002
254,116-210-071
255,025-375-001
256,032-371-023
257,116-130-014
258,1319-30-532-015
259,084-081-020
260,034-501-003
261,031-333-008
262,094-531-025
263,085-131-010
264,023-734-024
265,029-630-007
266,1318-15-612-012
267,034-221-038
268,032-282-016
269,084-092-029
270,123-190-49
271,097-122-022
272,025-021-080
273,034-542-002
274,085-241-011
275,027-221-005
276,031-184-011
277,034-513-006
278,083-490-031
279,097-073-003
280,027-155-026
281,098-033-007
282,027-204-035
283,083-010-055
284,084-074-010
285,014-190-002
286,097-245-013
287,084-231-001
288,016-063-010
289,023-553-004
290,032-241-019
291,124-071-02
292,027-631-008
293,034-754-008
294,093-290-009
295,097-060-004
296,031-076-003
297,026-034-009
298,094-031-022
299,084-010-032
300,1318-03-110-024
301,126-083-04
302,080-103-010
303,015-311-003
304,034-092-001
305,132-252-01
306,028-162-034
307,034-192-008
308,126-280-00
309,027-351-009
310,1418-27-601-007
311,132-290-02
312,025-481-036
313,1318-23-213-025
314,126-130-06
315,016-063-013
316,124-800-02
317,034-131-009
318,097-230-017
319,026-064-012
320,033-814-005
321,026-094-012
322,123-142-15
323,085-321-014
324,034-122-003
325,090-360-006
326,029-240-005
327,033-441-002
328,034-284-014
329,026-045-011
330,034-252-016
331,094-253-018
332,023-542-018
333,083-010-050
334,027-621-002
335,023-561-002
336,023-801-018
337,083-340-015
338,031-143-005
339,093-072-017
340,020-100-001
341,090-212-028
342,023-663-016
343,023-111-037
344,1319-30-624-002
345,025-354-009
346,1318-15-111-011
347,080-162-018
348,025-744-016
349,090-073-003
350,018-220-002
351,023-911-003
352,029-422-029
353,090-292-013
354,090-213-019
355,084-121-008
356,084-103-025
357,123-293-06
358,116-110-014
359,131-160-01
360,022-351-006
361,023-920-002
362,098-231-003
363,031-370-010
364,021-321-013
365,116-190-003
366,127-363-34
367,081-085-021
368,094-370-011
369,116-030-026
370,125-411-15
371,090-232-007
372,1318-15-111-080
373,115-040-038
374,090-112-017
375,098-124-002
376,030-361-032
377,027-010-017
378,127-440-03
379,095-510-022
380,029-041-061
381,023-762-002
382,015-154-019
383,031-342-005
384,126-171-10
385,093-280-044
386,084-152-003
387,1319-18-110-002
388,031-073-010
389,080-082-021
390,1318-15-110-013
391,091-200-018
392,129-360-00
393,025-462-015
394,023-691-008
395,1319-30-514-007
396,1318-23-510-018
397,025-442-006
398,034-313-009
399,130-010-09
400,128-041-03
401,130-081-03
402,094-500-021
403,092-053-013
404,083-092-006
405,023-696-005
406,090-103-019
407,098-360-006
408,034-401-003
409,1318-23-710-031
410,093-272-004
411,1418-03-811-011
412,032-283-021
413,016-410-007
414,094-380-019
415,1318-15-410-017
416,025-405-002
417,023-101-004
418,090-074-024
419,117-160-022
420,025-930-005
421,025-205-003
422,018-200-015
423,023-554-012
424,023-181-019
425,083-350-013
426,092-120-049
427,083-310-013
428,116-120-016
429,033-622-003
430,090-420-012
431,023-561-013
432,027-224-007
433,021-201-008
434,097-243-020
435,020-090-001
436,015-420-001
437,116-030-035
438,025-920-047
439,125-352-00
440,027-371-009
441,116-060-003
442,116-110-012
443,094-340-002
444,029-405-005
445,125-384-03
446,033-703-009
447,1318-23-611-008
448,1418-11-311-008
449,092-083-016
450,034-221-022
451,034-773-001
452,028-151-001
453,1318-10-415-022
454,033-312-020
455,015-164-011
456,080-151-005
457,132-601-02
458,090-104-005
459,097-152-006
460,023-111-047
461,093-480-008
462,084-033-010
463,015-381-010
464,131-080-26
465,1319-30-527-006
466,117-200-030
467,097-230-026
468,023-591-005
469,034-531-011
470,112-120-040
471,023-665-004
472,093-620-073
473,1318-24-311-015
474,022-051-020
475,029-650-008
476,093-160-046
477,034-382-026
478,116-090-037
479,090-174-031
480,025-421-006
481,127-075-29
482,128-060-12
483,015-263-020
484,033-822-014
485,090-074-007
486,094-070-006
487,1319-30-538-003
488,092-180-012
489,094-140-032
490,090-380-001
491,031-351-014
492,034-711-007
493,132-020-17
494,023-641-007
495,125-421-07
496,025-765-007
497,023-624-001
498,022-322-032
499,083-162-037
500,033-401-012
501,090-222-019
502,036-230-007
503,015-104-022
504,093-092-018
505,031-122-011
506,1318-15-111-028
507,016-292-030
508,083-430-011
509,127-300-51
510,098-163-010
511,085-105-014
512,090-233-007
513,028-042-005
514,124-921-23
515,093-220-009
516,023-655-030
517,1318-23-811-038
518,125-463-18
519,025-231-020
520,027-076-003
521,023-281-002
522,030-411-010
523,016-381-024
524,1319-19-201-002
525,131-212-14
526,125-551-00
527,023-271-012
528,132-020-14
529,132-231-03
530,022-041-019
531,031-085-006
532,016-482-007
533,033-362-032
534,132-030-81
535,1318-24-411-016
536,033-452-013
537,023-655-028
538,115-030-100
539,085-162-003
540,097-242-023
541,095-100-014
542,032-420-015
543,1318-23-315-028
544,023-731-005
545,132-054-05
546,126-430-12
547,122-251-12
548,080-146-005
549,014-271-002
550,1418-34-113-012
551,122-081-15
552,032-411-086
553,033-483-001
554,031-313-008
555,027-680-034
556,034-683-001
557,093-120-020
558,080-082-022
559,125-561-10
560,090-041-029
561,117-180-047
562,131-140-50
563,022-331-016
564,025-401-012
565,122-193-23
566,125-134-01
567,115-010-023
568,1318-15-611-024
569,126-294-35
570,022-411-015
571,1319-30-634-003
572,022-341-011
573,126-301-02
574,1318-24-404-020
575,124-085-14
576,112-270-073
577,034-571-013
578,083-282-003
579,036-552-013
580,034-132-032
581,022-082-001
582,126-153-10
583,116-020-029
584,127-100-23
585,033-573-005
586,034-152-009
587,130-336-08
588,032-252-006
589,093-051-014
590,127-363-12
591,034-382-005
592,1318-22-002-071
593,1418-34-112-012
594,092-142-002
595,126-243-02
596,117-120-029
597,028-061-001
598,097-230-042
599,015-152-021
600,033-485-003
601,025-543-005
602,028-070-028
603,129-410-00
604,016-572-004
605,084-191-004
606,026-077-006
607,093-032-024
608,030-352-025
609,130-213-12
610,125-810-01
611,084-043-022
612,125-141-27
613,115-050-001
614,126-151-14
615,1418-27-810-040
616,027-235-007
617,111-270-016
618,115-020-018
619,132-251-44
620,025-373-010
621,031-252-004
622,015-325-002
623,093-092-009
624,126-292-26
625,034-591-011
626,033-533-001
627,130-211-05
628,1319-30-644-020
629,027-136-029
630,093-202-002
631,1318-23-810-108
632,132-280-02
633,093-600-026
634,110-060-054
635,127-120-19
636,1318-10-311-005
637,015-313-018
638,093-415-006
639,016-522-008
640,131-133-08
641,033-522-001
642,031-223-007
643,132-251-00
644,127-420-17
645,125-451-11
646,126-510-10
647,026-087-012
648,093-093-002
649,098-271-005
650,094-160-011
651,112-174-017
652,035-231-022
653,090-174-028
654,126-521-17
655,016-281-007
656,095-481-014
657,027-223-016
658,122-052-05
659,083-104-003
660,084-092-040
661,1319-30-514-008
662,032-313-032
663,093-083-044
664,018-230-017
665,117-090-049
666,034-132-029
667,123-142-11
668,092-130-006
669,131-430-09
670,131-180-06
671,025-411-002
672,098-125-002
673,095-130-010
674,1318-15-711-013
675,031-182-017
676,123-146-07
677,123-032-14
678,126-440-12
679,027-113-034
680,127-110-21
681,031-164-004
682,097-241-020
683,030-521-031
684,090-172-012
685,031-079-020
686,117-100-091
687,025-462-006
688,090-163-024
689,031-205-015
690,022-402-009
691,027-364-028
692,032-391-027
693,1318-09-701-003
694,084-131-008
695,125-830-02
696,094-213-001
697,093-320-004
698,023-441-017
699,035-040-009
700,033-371-036
701,1319-18-310-020
702,085-154-004
703,022-031-048
704,093-414-003
705,034-571-001
706,023-625-028
707,015-323-030
708,092-052-017
709,026-133-012
710,034-253-001
711,081-074-011
712,055-010-19
713,122-081-03
714,127-300-37
715,098-291-010
716,117-170-007
717,130-213-02
718,029-381-020
719,1418-10-710-047
720,123-133-18
721,130-202-22
722,122-124-02
723,127-076-07
724,123-032-20
725,085-250-003
726,094-252-017
727,1319-30-519-020
728,023-192-008
729,097-230-028
730,127-071-07
731,1318-10-312-033
732,014-271-001
733,132-432-05
734,125-551-05
735,111-240-031
736,026-046-010
737,025-831-006
738,1318-26-513-003
739,023-772-038
740,122-116-24
741,083-390-026
742,083-143-013
743,034-763-008
744,122-510-04
745,034-541-008
746,125-181-50
747,083-420-029
748,032-312-008
749,1319-00-001-013
750,027-142-027
751,035-285-012
752,023-321-014
753,132-260-07
754,128-250-04
755,025-321-017
756,081-141-003
757,112-100-014
758,117-240-020
759,130-180-29
760,1318-23-811-031
761,094-231-008
762,093-092-016
763,117-160-021
764,031-112-016
765,015-352-002
766,025-264-004
767,035-293-023
768,036-422-013
769,116-110-020
770,130-205-09
771,034-152-018
772,125-503-07
773,023-744-011
774,031-151-002
775,031-084-011
776,028-062-010
777,098-136-005
778,029-103-009
779,112-190-055
780,1318-03-211-005
781,124-600-01
782,1418-34-110-063
783,022-171-046
784,083-085-037
785,015-391-001
786,021-140-005
787,092-051-008
788,095-490-033
789,033-855-022
790,022-301-028
791,122-142-08
792,122-126-17
793,129-081-01
794,125-441-12
795,112-180-039
796,111-170-005
797,1318-03-110-018
798,126-295-12
799,029-441-020
800,083-290-003
801,125-223-09
802,036-120-004
803,035-252-017
804,126-294-42
805,080-113-001
806,1318-16-810-010
807,125-511-26
808,1319-19-310-003
809,032-080-001
810,034-482-002
811,025-010-041
812,027-231-022
813,033-342-006
814,131-012-14
815,117-200-042
816,1319-30-535-000
817,025-462-021
818,016-241-002
819,081-085-024
820,1319-30-516-005
821,029-344-003
822,025-670-039
823,112-060-014
824,117-190-006
825,032-282-044
826,083-310-035
827,030-390-038
828,025-381-002
829,1418-27-410-005
830,094-236-004
831,092-052-001
832,1418-15-110-013
833,027-233-025
834,034-133-008
835,116-220-050
836,123-163-11
837,090-233-014
838,022-051-029
839,025-642-005
840,027-205-004
841,132-252-19
842,023-541-025
843,032-291-019
844,033-631-009
845,094-124-008
846,015-113-007
847,033-254-004
848,034-471-001
849,036-491-002
850,026-088-013
851,025-481-005
852,016-142-010
853,093-480-029
854,090-092-056
855,1318-10-313-007
856,025-745-008
857,028-301-011
858,130-180-42
859,025-831-021
860,034-201-007
861,022-071-011
862,014-322-018
863,112-140-002
864,093-055-001
865,1319-19-112-001
866,095-400-052
867,098-167-011
868,033-291-028
869,1318-15-820-009
870,018-162-001
871,093-470-004
872,027-344-035
873,023-201-043
874,125-541-08
875,132-280-10
876,091-162-002
877,1318-16-810-020
878,098-168-022
879,032-151-017
880,027-364-026
881,028-100-030
882,1319-30-516-034
883,095-010-010
884,094-070-010
885,128-270-06
886,116-080-028
887,036-491-001
888,033-401-011
889,098-137-005
890,014-244-006
891,020-100-002
892,092-073-012
893,131-011-06
894,1318-03-212-046
895,122-052-06
896,030-531-010
897,111-200-024
898,016-493-010
899,033-272-004
900,027-431-019
901,117-080-039
902,032-060-011
903,094-310-013
904,125-412-03
905,117-110-054
906,112-171-008
907,031-277-010
908,097-071-007
909,131-121-15
910,033-212-007
911,018-240-013
912,127-100-30
913,112-290-010
914,112-190-067
915,129-310-03
916,080-111-001
917,090-191-015
918,036-621-002
919,128-120-12
920,016-181-021
921,1318-16-810-050
922,090-174-053
923,093-500-066
924,016-211-016
925,027-142-020
926,1318-15-715-019
927,097-245-018
928,124-921-09
929,031-153-015
930,035-120-009
931,090-261-033
932,1318-23-813-021
933,007-031-16
934,032-410-059
935,033-292-001
936,023-101-033
937,132-062-26
938,028-221-029
939,094-480-004
940,025-920-054
941,033-415-008
942,098-022-008
943,125-431-05
944,031-262-011
945,023-646-003
946,033-353-027
947,1318-23-813-019
948,080-172-009
949,034-454-001
950,127-290-18
951,880-353-081
952,030-521-012
953,098-272-001
954,028-123-028
955,093-120-023
956,034-101-012
957,090-065-007
958,1319-19-310-045
959,028-201-011
960,127-110-07
961,098-234-006
962,129-252-02
963,014-244-009
964,033-424-007
965,029-710-014
966,023-692-009
