,APN
0,028-301-062
1,034-443-006
2,116-110-014
3,022-361-024
4,015-261-024
5,025-580-003
6,031-078-012
7,117-220-018
8,112-160-009
9,128-072-02
10,027-203-006
11,034-372-001
12,125-371-02
13,026-154-029
14,1319-30-535-002
15,032-152-011
16,018-270-012
17,021-170-010
18,131-090-12
19,130-180-01
20,094-390-007
21,093-250-010
22,129-291-18
23,034-382-017
24,112-280-019
25,125-151-25
26,093-500-031
27,029-170-004
28,1318-23-510-001
29,125-171-16
30,025-377-002
31,111-160-023
32,090-141-035
33,023-850-010
34,122-213-22
35,034-172-011
36,1318-23-610-036
37,019-110-001
38,027-344-052
39,028-171-004
40,094-271-001
41,098-232-011
42,094-043-012
43,093-500-045
44,1319-30-628-008
45,112-150-003
46,1418-11-410-008
47,033-882-017
48,122-201-21
49,098-161-002
50,124-031-21
51,034-152-006
52,028-153-014
53,025-481-004
54,033-542-008
55,085-410-041
56,033-661-026
57,080-081-022
58,1318-26-101-032
59,098-231-021
60,085-161-011
61,111-270-051
62,880-273-062
63,033-421-001
64,015-063-005
65,083-254-002
66,123-101-04
67,125-131-14
68,125-353-03
69,084-233-011
70,023-753-005
71,131-450-01
72,090-191-031
73,093-400-028
74,022-431-015
75,1318-10-416-018
76,027-344-056
77,033-873-022
78,1319-30-615-002
79,117-210-004
80,124-340-30
81,1319-30-544-046
82,111-210-017
83,1418-27-810-024
84,116-080-040
85,131-261-51
86,098-280-037
87,128-042-07
88,023-695-001
89,126-243-01
90,117-200-050
91,090-232-022
92,090-224-002
93,083-490-019
94,083-283-003
95,122-081-14
96,018-090-048
97,112-280-043
98,1319-19-201-002
99,016-361-014
100,090-113-004
101,028-123-023
102,1318-15-110-001
103,016-524-007
104,111-130-026
105,027-125-021
106,034-442-001
107,090-174-048
108,126-082-27
109,111-220-015
110,033-443-006
111,083-282-001
112,095-110-025
113,126-294-37
114,092-120-023
115,126-153-14
116,094-536-021
117,125-192-05
118,122-530-14
119,033-020-003
120,026-071-010
121,093-480-007
122,1418-15-802-002
123,033-643-013
