,APN
0,111-130-016
1,092-234-018
2,023-732-018
3,1418-10-710-002
4,016-151-040
5,027-344-051
6,122-115-16
7,128-241-01
8,023-532-006
9,022-332-039
10,090-112-037
11,035-295-002
12,084-220-012
13,015-312-014
14,090-174-070
15,036-451-002
16,098-293-020
17,036-270-007
18,125-233-03
19,124-400-03
20,111-110-056
21,034-601-007
22,083-400-007
23,094-390-006
24,126-292-05
25,117-100-034
26,033-282-003
27,1318-10-312-009
28,033-424-002
29,094-032-001
30,036-170-003
31,015-163-009
32,033-744-001
33,127-110-12
34,126-083-47
35,026-243-001
36,1318-15-711-009
37,092-190-056
38,023-741-009
39,111-280-002
40,092-180-019
41,034-162-004
42,097-245-006
43,034-452-005
44,093-092-010
45,094-150-016
46,022-351-031
47,021-050-007
48,031-131-005
49,027-342-013
50,016-381-012
51,124-911-01
52,093-310-012
53,125-472-02
54,093-092-012
55,116-170-022
56,125-051-02
57,026-154-014
58,023-783-002
59,131-223-02
60,1319-30-543-001
61,081-074-004
62,880-357-006
63,015-061-019
64,090-135-016
65,027-431-013
66,122-195-11
67,083-010-061
68,027-371-012
69,033-246-007
70,117-210-015
71,125-393-01
72,034-734-005
73,034-283-017
74,031-331-001
75,128-132-15
76,080-175-002
77,129-350-04
78,034-592-001
79,033-243-006
80,015-312-030
81,127-290-39
82,1319-18-213-003
83,031-214-016
84,1318-15-311-002
85,033-715-005
86,1319-30-644-090
87,025-891-023
88,027-224-012
89,025-756-003
90,125-522-13
91,111-160-004
92,1418-27-712-001
93,1319-18-412-001
94,090-121-005
95,031-281-021
96,028-061-004
97,092-026-001
98,014-031-016
99,032-510-014
100,025-724-002
101,090-222-032
102,128-131-01
103,1319-30-721-007
104,025-621-005
105,034-481-025
106,090-141-030
107,1319-30-527-000
108,083-440-042
109,029-660-014
110,015-263-016
111,125-561-06
112,015-324-018
113,117-080-040
114,117-060-001
115,033-720-018
116,090-064-030
117,122-460-07
118,093-111-008
119,033-801-015
120,025-756-015
121,093-210-004
122,025-792-019
123,123-041-28
124,080-104-002
125,083-244-005
126,027-344-002
127,015-164-014
128,117-090-043
129,129-301-08
130,034-683-015
131,083-230-044
132,1318-15-816-010
133,015-314-020
134,015-261-021
135,036-561-001
136,028-161-011
137,015-254-025
138,023-682-019
139,112-070-029
140,027-134-017
141,035-191-002
142,125-155-19
143,1319-07-002-018
144,094-360-016
145,026-251-012
146,093-094-021
147,031-077-021
148,090-161-037
149,1418-34-211-044
150,033-873-017
151,023-182-009
152,126-302-14
153,035-294-001
154,132-251-02
155,025-224-001
156,090-115-031
157,111-190-027
158,093-390-010
159,094-211-012
160,034-454-006
161,023-625-002
162,034-172-026
163,097-222-008
164,123-052-03
165,129-280-06
166,132-030-69
167,126-590-01
168,090-161-011
169,094-280-006
170,033-693-004
171,016-361-003
172,093-072-026
173,1318-23-810-086
174,033-572-002
175,029-604-009
176,025-792-016
177,018-291-004
178,025-541-001
179,023-695-012
180,124-082-06
181,094-223-008
182,036-621-017
183,126-560-36
184,033-884-004
185,033-882-006
186,034-402-003
187,023-661-027
188,094-160-022
189,083-290-006
190,026-109-018
191,022-241-013
192,034-161-017
193,025-721-001
194,1319-30-614-004
195,1318-24-701-005
196,083-077-009
197,127-361-15
198,032-191-004
199,126-090-02
200,126-570-01
201,098-082-016
202,122-201-26
203,093-034-008
204,080-143-008
205,112-160-002
206,083-440-006
207,035-231-009
208,032-221-002
209,124-061-02
210,033-581-017
211,1318-10-312-023
212,015-315-002
213,025-432-017
214,123-110-03
215,094-213-002
216,028-190-025
217,034-753-011
218,033-720-022
219,033-324-003
220,132-280-08
221,030-352-032
222,093-230-051
223,093-560-013
224,092-100-004
225,1319-18-202-005
226,028-052-011
227,035-010-011
228,131-013-19
229,022-132-002
230,127-132-08
231,123-201-01
232,034-283-006
233,117-150-042
234,090-067-016
235,034-095-006
236,029-095-015
237,112-260-029
238,132-252-24
239,131-122-14
240,023-393-003
241,029-415-006
242,132-030-70
243,117-180-045
244,093-071-003
245,095-481-007
246,035-252-016
247,027-153-003
248,110-070-015
249,029-351-005
250,1318-15-817-001
251,035-295-007
252,1319-30-717-001
253,033-543-014
254,025-920-057
255,127-076-02
256,030-390-047
257,028-051-021
258,027-156-015
259,094-520-007
260,092-142-006
261,080-152-006
262,1319-30-629-020
263,122-581-00
264,093-220-023
265,125-163-29
266,028-070-024
267,130-331-08
268,126-293-56
269,033-561-006
270,033-573-002
271,127-250-35
272,023-695-011
273,022-361-009
274,029-381-011
275,023-782-029
276,1319-30-527-002
277,1318-03-110-019
278,132-380-03
279,117-080-050
280,090-202-029
281,093-460-012
282,129-251-14
283,111-280-038
284,1418-34-210-001
285,083-092-008
286,094-420-027
287,027-343-003
288,015-391-009
289,129-370-06
290,131-250-30
291,125-243-36
292,112-270-001
293,094-340-009
294,127-078-11
295,129-390-06
296,025-252-012
297,1318-15-611-042
298,023-231-004
299,026-083-003
300,126-262-10
301,880-273-045
302,097-242-018
303,125-392-03
304,1318-24-801-002
305,123-121-05
306,130-211-04
307,029-041-052
308,094-090-048
309,093-250-015
310,034-612-003
311,122-162-17
312,1418-11-110-015
313,016-300-064
314,093-530-045
315,122-252-08
316,1318-23-310-068
317,095-110-014
318,1318-25-101-018
319,025-192-015
320,111-120-006
321,117-090-063
322,031-181-016
323,033-522-003
324,032-110-002
325,115-010-023
326,131-070-31
327,1319-30-524-000
328,127-072-11
329,033-343-004
330,035-283-033
331,034-283-024
332,116-090-008
333,033-353-004
334,026-147-009
335,085-321-014
336,023-651-003
337,027-223-005
338,080-081-034
339,093-510-020
340,022-163-003
341,027-122-020
342,125-820-00
343,125-383-02
344,034-752-008
345,033-821-007
346,023-581-005
347,035-271-023
348,091-185-006
349,027-205-001
350,094-534-007
351,1319-30-724-032
352,083-380-022
353,1319-30-628-002
354,021-140-001
355,023-695-023
356,125-531-14
357,1319-19-411-022
358,1318-23-812-015
359,083-450-003
360,016-101-051
361,083-242-001
362,1318-23-401-016
363,093-310-004
364,130-332-07
365,1318-23-311-007
366,1318-23-810-045
367,090-232-003
