,APN
0,022-301-034
1,022-351-026
2,092-190-027
3,130-331-12
4,124-340-13
5,1318-23-214-003
6,016-583-024
7,025-541-018
8,080-082-003
9,128-361-18
10,033-783-014
11,126-081-20
12,092-084-009
13,018-090-073
14,025-381-020
15,1318-16-810-055
16,124-921-17
17,127-250-38
18,033-661-008
19,1318-23-210-024
20,1319-19-810-016
21,029-363-002
22,1318-22-002-040
23,090-172-044
24,126-293-11
25,112-080-013
26,080-153-002
27,032-192-005
28,1318-10-312-013
29,1318-10-415-063
30,123-042-01
31,034-474-012
32,115-010-014
33,026-243-002
34,093-220-040
35,116-090-024
36,030-390-028
37,025-831-029
38,033-383-001
39,1318-10-313-025
40,032-060-014
41,033-312-001
42,093-042-040
43,016-482-016
44,090-114-028
45,016-422-001
46,026-068-005
47,023-682-014
48,022-111-009
49,122-510-43
50,023-663-011
51,098-210-022
52,122-202-08
53,016-191-033
54,117-130-070
55,027-344-030
56,033-661-012
57,026-144-005
58,094-310-006
59,130-082-27
60,128-041-07
61,033-853-004
62,083-440-020
63,033-692-002
64,025-756-005
65,031-063-014
66,033-523-008
67,025-891-008
68,125-252-07
69,027-151-026
70,093-160-080
71,093-380-012
72,130-221-25
73,023-821-034
74,036-592-001
75,116-170-060
76,1319-30-644-093
77,027-571-020
78,128-170-00
79,128-033-03
80,130-241-15
81,023-743-019
82,131-121-34
83,034-161-035
84,122-460-30
85,027-344-001
86,1418-03-301-012
87,081-102-022
88,035-080-007
89,122-580-09
90,035-181-008
91,090-092-031
92,093-160-032
93,090-162-028
94,029-362-015
95,1318-23-311-020
96,126-430-07
97,093-414-002
98,122-591-01
99,097-084-019
100,026-107-014
101,132-064-32
102,027-226-001
103,031-275-006
104,022-161-014
105,033-354-015
106,026-104-008
107,090-030-041
108,031-162-017
109,031-321-020
110,1318-25-111-020
111,029-161-028
112,033-734-003
113,025-622-007
114,018-260-006
115,035-262-002
116,112-140-021
117,025-543-003
118,022-251-087
119,015-034-013
120,1319-19-710-047
121,016-101-091
122,022-171-049
