,APN
0,083-010-065
1,1319-30-723-004
2,111-240-025
3,126-295-21
4,025-352-022
5,116-020-016
6,031-155-014
7,1418-00-002-005
8,034-491-010
9,090-212-016
10,025-813-014
11,094-534-027
12,022-111-015
13,027-136-020
14,084-060-002
15,083-410-002
16,014-310-005
17,036-431-006
18,125-171-13
19,125-393-05
20,023-471-023
21,032-282-013
22,126-261-07
23,025-261-015
24,090-121-007
25,127-290-38
26,080-172-019
27,117-100-064
28,094-310-010
29,127-320-42
30,117-080-055
31,026-035-021
32,127-420-04
33,023-601-020
34,123-138-10
35,025-764-013
36,111-140-031
37,125-472-05
38,025-271-046
39,083-330-037
40,097-072-006
41,117-110-005
42,033-601-004
43,094-010-001
44,023-754-001
45,033-862-027
46,080-082-002
47,090-380-021
48,035-242-008
49,036-433-003
50,015-153-018
51,083-340-014
52,131-011-01
53,033-241-002
54,025-812-004
55,126-231-02
56,036-573-003
57,093-380-013
58,025-743-018
59,112-110-034
60,022-195-024
61,033-574-004
62,034-472-017
63,1418-03-811-012
64,015-312-006
65,027-134-022
66,027-344-039
67,111-160-013
68,122-202-22
69,034-434-005
70,1318-15-714-005
71,026-087-012
72,1319-30-637-002
73,1319-18-214-003
74,033-493-004
75,026-092-003
76,032-261-007
77,028-061-028
78,022-344-002
79,093-550-001
80,033-632-010
81,015-031-013
82,025-791-007
83,1319-19-310-029
84,031-254-009
85,035-131-007
86,111-240-026
87,128-132-13
88,033-735-007
89,123-053-03
90,097-083-008
91,1319-30-514-002
92,090-080-016
93,126-570-01
94,094-350-009
95,111-240-040
96,016-321-017
97,031-206-004
98,130-222-04
99,093-010-019
100,034-112-008
101,027-312-008
102,090-152-054
103,015-033-007
104,117-200-002
105,124-083-29
106,022-271-020
107,1418-34-610-008
108,015-324-013
109,031-252-004
110,098-103-009
111,029-640-001
112,036-613-005
113,1319-19-113-003
114,034-223-005
115,131-190-03
116,090-350-008
117,125-181-51
118,128-042-01
119,023-644-024
120,117-110-062
121,032-050-047
122,027-163-016
123,122-195-18
124,1318-15-813-001
125,030-270-001
126,080-083-005
127,022-343-015
128,036-554-014
129,016-582-001
130,033-523-020
131,033-442-032
132,127-131-04
133,015-034-019
134,092-120-009
135,018-240-002
136,028-141-007
137,091-172-009
138,1319-30-631-001
139,127-480-05
140,093-271-009
141,130-180-15
142,023-655-001
143,084-091-010
144,116-060-043
145,093-530-015
146,117-080-035
147,026-146-018
148,1418-11-110-005
149,126-231-06
150,125-171-12
151,034-801-016
152,015-323-001
153,1319-30-613-004
154,023-161-015
155,094-180-022
156,015-311-013
157,080-061-010
158,093-530-045
159,022-232-010
160,034-383-003
161,032-450-005
162,026-089-006
163,1318-25-201-008
164,029-041-023
165,034-713-017
166,033-244-009
167,092-100-024
168,014-274-003
169,112-270-062
170,093-250-008
171,033-833-012
172,130-221-27
173,030-363-022
174,023-624-004
175,032-130-010
176,092-082-011
177,025-821-024
178,027-641-001
179,032-161-002
180,1318-23-810-041
181,093-414-041
182,1319-07-002-005
183,093-415-004
184,090-330-023
185,090-181-020
186,125-553-08
187,090-233-019
188,132-066-43
189,033-502-001
190,1418-34-211-015
191,034-322-001
192,090-116-021
193,083-107-009
194,091-110-009
195,097-073-041
196,036-631-004
197,025-726-010
198,023-103-033
199,1319-18-310-039
200,034-231-014
201,083-153-010
202,132-221-11
203,124-500-17
204,1418-03-301-003
205,033-453-016
206,129-620-00
207,127-362-14
208,035-193-008
209,098-200-009
210,036-370-029
211,026-143-007
212,016-101-072
213,025-441-010
214,124-900-01
215,036-290-017
216,132-420-09
217,016-331-012
218,034-392-007
219,032-420-013
220,116-100-055
221,015-324-024
222,093-620-049
223,033-423-016
224,122-052-14
225,1318-09-810-095
226,094-540-002
227,094-172-010
228,020-110-020
229,132-052-03
230,034-572-012
231,122-126-21
232,093-210-009
233,031-254-011
234,090-181-093
235,031-095-010
236,018-161-001
237,033-533-003
238,1319-30-534-001
239,085-010-007
240,023-201-053
241,034-323-015
242,1318-26-601-007
243,092-120-029
244,092-031-017
245,1318-25-201-005
246,015-201-003
247,081-071-002
248,083-076-006
249,033-313-007
250,098-210-018
251,093-550-022
252,022-421-045
253,083-360-031
254,1418-03-811-017
255,023-152-011
256,027-204-007
257,093-130-021
258,034-754-006
259,090-114-025
260,1318-24-311-014
261,083-010-021
262,015-201-013
263,090-163-007
264,031-191-005
265,131-201-37
266,112-190-050
267,022-221-022
268,097-050-070
269,035-283-035
270,131-250-05
271,083-390-012
272,034-121-017
273,131-012-11
274,098-033-006
275,026-121-011
276,025-812-013
277,031-290-038
278,090-064-004
279,034-714-011
280,023-211-049
281,125-172-00
282,132-251-06
283,033-564-014
284,093-202-014
285,034-201-012
