,APN
0,023-771-022
1,031-183-017
2,023-451-002
3,1319-30-516-045
4,116-170-020
5,023-625-028
6,126-522-19
7,035-245-007
8,081-042-022
9,023-911-001
10,022-032-009
11,025-271-049
12,031-332-005
13,027-132-021
14,085-302-001
15,032-401-024
16,1418-15-601-003
17,030-390-021
18,028-111-002
19,1318-10-415-007
20,023-531-003
21,1319-19-213-004
22,026-137-017
23,1318-10-313-002
24,033-471-013
25,116-070-003
26,094-031-015
27,083-062-036
28,090-053-002
29,085-211-015
30,034-101-012
31,033-512-007
32,094-300-005
33,023-734-021
34,029-650-001
35,027-221-011
36,035-020-015
37,131-090-21
38,034-152-023
39,016-091-004
40,034-491-006
41,025-472-012
42,125-161-34
43,023-592-007
44,127-560-04
45,018-130-029
46,098-168-025
47,093-480-010
48,033-841-001
49,016-181-004
50,035-284-007
51,033-465-010
52,023-542-022
53,036-411-005
54,034-323-003
55,032-251-032
56,023-301-007
57,093-072-003
58,125-181-19
59,023-754-004
60,090-243-003
61,093-580-019
62,124-061-02
63,083-162-038
64,094-430-034
65,033-291-016
66,016-461-011
67,093-570-021
68,083-440-011
69,025-652-004
70,016-101-010
71,025-754-006
72,031-262-001
73,034-712-012
74,127-290-15
75,015-252-016
76,085-020-067
77,1318-03-110-021
78,031-078-024
79,034-772-017
80,027-344-056
81,033-742-005
82,098-032-006
83,1318-22-002-067
84,125-421-04
85,033-492-003
86,029-163-006
87,016-532-023
88,014-321-003
89,093-380-007
90,034-132-009
91,094-173-003
92,031-203-014
93,016-101-068
94,022-131-002
95,083-010-059
96,033-333-011
97,032-333-005
98,125-523-05
99,1319-30-722-007
100,034-263-001
101,1318-15-713-014
102,027-155-014
103,025-733-005
104,015-331-011
105,023-653-020
106,030-380-077
107,090-231-039
108,016-101-077
109,085-302-007
110,031-093-029
111,034-692-011
112,093-441-021
113,028-141-017
114,130-061-18
115,091-172-005
116,125-010-18
117,016-541-004
118,028-100-008
119,034-452-004
120,023-512-008
121,034-821-017
122,031-114-009
123,130-382-05
124,132-432-05
125,028-111-007
126,1318-03-110-010
127,034-691-008
128,034-532-007
129,023-624-032
130,026-098-010
131,125-442-03
132,098-081-011
133,031-262-019
134,023-102-037
135,033-841-009
136,033-481-011
137,093-052-016
138,022-032-010
139,031-191-016
140,112-060-030
141,031-331-018
142,125-463-06
143,098-232-001
144,027-123-011
145,124-830-04
146,127-362-07
147,032-251-007
148,026-134-011
149,125-461-02
150,027-421-010
151,025-510-065
152,023-211-036
153,092-032-011
154,021-261-019
155,014-331-009
156,126-293-55
157,092-032-013
158,126-570-25
159,034-432-013
160,085-131-014
161,023-181-026
162,083-440-047
163,022-210-031
164,131-234-20
165,126-151-24
