,APN
0,130-083-14
1,098-235-003
2,023-892-019
3,025-193-020
4,028-141-042
5,130-382-18
6,090-181-095
7,030-353-008
8,132-270-01
9,122-510-22
10,031-162-004
11,092-100-001
12,112-220-007
13,025-930-031
14,023-211-024
15,094-042-004
16,092-155-005
17,098-043-003
18,026-024-015
19,030-541-037
20,093-112-007
21,022-421-059
22,023-645-007
23,1318-26-101-014
24,027-361-015
25,083-430-038
26,023-472-012
27,015-391-015
28,032-311-001
29,116-030-035
30,036-310-002
31,036-413-002
32,122-100-20
33,035-296-002
34,023-501-028
35,031-195-009
36,033-472-013
37,034-472-007
38,022-133-002
39,125-463-18
40,1318-15-610-029
41,023-745-012
42,126-450-07
43,030-361-022
44,124-082-43
45,090-192-061
46,018-230-012
47,025-214-002
48,027-090-016
49,033-233-018
50,029-103-010
51,132-500-00
52,033-291-004
53,131-214-02
54,132-611-03
55,034-153-009
56,031-115-004
57,036-501-005
58,023-671-013
59,090-174-003
60,036-401-010
61,131-070-42
62,016-382-017
63,027-122-012
64,033-654-002
65,085-040-027
66,022-061-024
67,027-621-022
68,084-092-011
69,025-702-010
70,016-482-015
71,034-704-023
72,025-597-001
73,090-104-017
74,090-092-048
75,127-050-02
76,034-232-015
77,1418-15-201-006
78,026-138-014
79,093-400-015
80,090-074-006
81,1418-03-811-012
82,093-243-010
83,1319-30-616-018
84,034-266-007
85,117-220-006
86,083-162-023
87,018-240-023
88,030-362-001
89,124-064-28
90,132-251-10
91,083-120-033
92,085-343-025
93,023-241-042
94,094-280-003
95,1318-23-312-001
96,084-110-019
97,127-131-29
98,085-142-017
99,093-032-024
100,027-122-020
101,033-211-007
102,031-211-009
103,1319-30-615-000
104,015-211-013
105,094-223-011
106,016-161-038
107,027-710-008
108,029-661-007
109,083-440-045
110,1319-30-110-005
111,022-032-020
112,032-344-002
113,021-261-016
114,014-190-009
115,016-151-035
116,033-873-011
117,126-560-20
118,117-090-038
119,025-651-003
120,1318-22-001-001
121,031-321-022
122,027-075-018
123,022-251-056
124,022-341-001
125,127-362-19
126,131-213-15
127,031-063-003
128,127-530-16
129,093-580-015
130,034-781-002
131,034-825-018
132,029-373-023
133,026-084-005
134,016-101-088
135,1418-34-211-005
136,131-202-04
137,031-076-022
138,094-532-023
139,117-100-008
140,1319-30-721-012
141,112-180-037
142,112-120-041
143,083-350-031
144,035-291-011
145,093-380-010
146,033-785-007
147,125-421-01
148,094-232-009
149,023-743-017
150,097-243-023
151,097-040-006
152,033-771-005
153,1318-10-316-005
154,026-072-015
155,034-515-004
156,035-251-004
157,115-060-011
158,090-221-002
159,1318-15-810-002
