,APN
0,098-081-003
1,029-402-018
2,080-104-014
3,023-821-036
4,023-744-011
5,033-515-003
6,022-351-037
7,023-471-018
8,126-081-02
9,032-510-014
10,027-621-019
11,127-470-01
12,125-241-03
13,023-101-023
14,080-163-027
15,025-510-082
16,021-050-015
17,036-220-003
18,083-096-009
19,126-292-59
20,098-161-002
21,034-203-020
22,1318-10-310-022
23,036-010-010
24,125-221-18
25,022-032-010
26,031-314-017
27,093-093-006
28,093-202-009
29,032-381-010
30,034-602-011
31,129-260-11
32,130-191-04
33,014-304-006
34,080-154-010
35,022-043-003
36,033-441-003
37,022-092-013
38,022-171-002
39,093-416-028
40,130-383-11
41,031-079-004
42,080-163-008
43,032-391-024
44,093-480-001
45,094-222-011
46,016-191-025
47,125-041-13
48,016-300-003
49,027-132-023
50,085-020-022
51,083-104-001
52,127-310-17
53,033-811-006
54,090-202-039
55,1318-22-311-005
56,022-331-015
57,093-280-012
58,123-110-03
59,126-130-09
60,112-070-011
61,090-064-026
62,018-291-003
63,026-073-029
64,016-121-011
65,122-111-02
66,116-070-036
67,015-323-005
68,021-420-007
69,1319-30-301-003
70,117-150-025
71,034-515-006
72,131-221-12
73,016-091-025
74,1418-34-310-008
75,029-095-005
76,090-233-016
77,034-152-017
78,027-122-014
79,126-291-11
80,116-050-007
81,034-512-013
82,090-071-005
83,125-422-04
84,095-510-013
85,1318-22-311-016
86,028-201-010
87,027-144-008
88,1318-10-416-034
89,127-060-04
90,033-312-007
91,131-234-12
92,080-132-004
93,033-854-016
94,023-541-022
95,1418-10-710-049
96,081-083-009
97,080-113-044
98,129-390-10
99,127-320-25
100,093-360-036
101,093-330-030
102,033-532-004
103,031-112-012
104,1318-26-101-074
105,094-110-015
106,036-041-004
107,131-211-21
108,033-692-005
109,027-143-008
110,123-102-18
111,094-310-015
112,1319-30-643-022
113,098-273-006
114,097-152-004
115,111-140-026
116,111-180-011
117,094-350-024
118,131-460-03
119,1319-30-719-015
120,023-624-005
121,026-085-010
122,036-380-028
123,035-080-006
124,026-133-012
125,111-140-027
126,122-211-17
127,015-063-016
128,095-510-025
129,083-300-041
130,033-253-004
131,112-290-014
132,117-100-060
133,085-094-002
134,090-380-002
135,026-153-011
136,1318-03-111-050
137,016-525-001
138,112-140-027
139,033-751-015
140,031-313-002
141,093-260-023
142,028-221-010
143,094-221-002
144,015-161-015
145,033-475-007
146,112-050-018
147,031-075-017
148,125-760-04
149,029-072-005
150,033-742-019
151,015-101-017
152,025-541-001
153,1319-19-601-001
154,016-472-003
155,020-190-015
156,090-202-016
157,093-400-024
158,1418-10-710-041
159,080-192-034
160,131-270-01
161,025-433-004
162,016-472-004
163,031-143-013
164,035-251-008
165,117-170-007
166,1318-15-823-003
167,126-430-29
168,095-190-022
169,127-250-08
170,094-252-002
171,032-284-005
172,026-103-003
173,083-420-028
174,015-253-001
175,083-183-005
176,033-592-003
177,080-113-043
178,014-261-007
179,016-532-004
180,1418-00-001-001
181,111-080-005
182,122-201-25
183,123-231-03
184,035-272-017
185,098-340-008
186,1318-23-810-025
187,122-193-34
188,025-263-014
189,126-294-06
190,112-180-030
191,023-695-021
192,083-340-007
193,021-050-012
194,026-024-014
195,023-582-010
196,026-061-006
197,023-830-008
198,031-254-026
199,083-161-006
200,115-030-094
201,1418-34-303-007
202,023-762-005
203,033-201-012
204,015-324-005
205,1418-27-710-007
206,031-261-060
207,098-231-003
208,033-841-013
209,1318-03-110-017
210,026-132-005
211,033-474-007
212,125-441-08
213,131-226-11
214,090-114-037
215,1318-23-811-003
216,1418-27-710-012
217,015-204-015
218,014-323-002
219,093-510-021
220,1318-23-212-065
221,032-278-022
222,093-230-021
223,093-083-044
224,015-262-019
225,033-501-006
226,1319-30-719-005
227,130-203-13
228,035-282-016
229,033-591-009
230,034-221-023
231,116-090-031
232,080-154-016
233,1418-22-611-017
234,016-425-002
235,025-381-017
236,112-160-029
237,016-523-001
238,125-511-17
239,1318-23-212-057
240,1319-18-212-008
