,APN
0,031-231-008
1,1319-30-520-013
2,028-123-007
3,023-751-021
4,090-380-013
5,015-302-017
6,127-300-50
7,1318-03-111-052
8,093-031-014
9,125-361-01
10,117-110-073
11,083-263-014
12,094-233-001
13,085-104-009
14,033-673-004
15,131-140-14
16,023-102-022
17,1319-19-213-004
18,090-231-039
19,093-480-035
20,125-243-18
21,031-226-008
22,123-281-06
23,025-632-013
24,031-331-008
25,117-050-003
26,112-100-061
27,083-360-023
28,122-114-05
29,111-160-010
30,035-133-022
31,111-100-009
32,090-113-012
33,032-342-006
34,127-060-18
35,033-884-013
36,034-551-010
37,034-513-027
38,129-330-03
39,027-073-022
40,081-071-006
41,027-641-028
42,080-102-007
43,124-810-00
44,026-190-004
45,131-201-19
46,032-361-007
47,098-149-001
48,033-678-009
49,031-084-011
50,085-251-011
51,092-200-006
52,097-210-005
53,132-191-01
54,083-152-005
55,080-164-012
56,130-061-01
57,132-053-20
58,033-211-004
59,083-130-044
60,028-123-034
61,1318-10-416-045
62,014-246-001
63,022-142-004
64,090-250-055
65,116-100-042
66,031-181-012
67,032-282-036
68,117-120-029
69,117-080-046
70,034-753-017
71,093-590-009
72,1418-34-202-007
73,112-173-003
74,080-102-003
75,025-803-007
76,027-122-015
77,023-791-014
78,032-277-025
79,090-162-032
80,090-191-040
81,080-122-021
82,025-461-018
83,125-840-02
84,122-052-18
85,097-230-012
86,023-624-015
87,126-084-22
88,031-186-008
89,1318-10-416-057
90,035-281-010
91,023-772-008
92,122-113-07
93,094-430-018
94,125-561-06
95,122-252-07
96,127-071-10
97,1318-15-611-067
98,129-390-04
99,026-108-007
100,097-200-024
101,093-580-017
102,023-752-016
103,081-112-015
104,1318-23-201-002
105,025-670-032
106,090-067-033
107,093-620-063
108,117-210-082
109,127-420-05
110,025-831-020
111,034-661-002
112,084-072-007
113,132-320-01
114,027-521-003
115,093-490-037
116,037-010-050
117,034-701-006
118,027-142-014
119,018-090-082
120,031-174-020
121,007-021-15
122,094-280-028
123,021-031-005
124,1418-10-511-014
125,131-070-26
126,126-293-58
127,033-371-009
128,083-073-018
129,023-682-014
130,031-146-001
131,112-010-003
132,023-142-023
133,093-420-019
134,021-270-002
135,093-500-024
136,027-161-031
137,033-582-010
138,023-392-046
139,124-043-28
140,025-312-022
141,027-084-016
142,093-414-002
143,1319-30-644-036
144,027-113-014
145,090-041-013
146,125-353-03
147,034-561-003
148,081-131-002
149,098-060-030
150,1319-19-212-040
151,131-012-26
152,032-390-075
153,022-421-058
154,1318-03-211-002
155,018-200-001
156,080-115-005
157,112-250-046
158,032-278-043
159,122-113-11
160,033-826-004
161,023-744-028
162,023-782-001
163,1319-30-718-003
164,026-122-012
165,034-382-014
166,033-342-004
167,125-131-07
168,1318-16-810-005
169,036-475-009
170,116-070-064
171,094-272-006
172,016-191-014
173,035-284-015
174,023-151-006
175,132-064-02
176,093-172-002
177,016-361-002
178,023-542-014
179,016-202-019
180,081-113-005
181,033-573-004
182,033-661-016
183,081-031-002
184,031-164-004
185,083-062-030
186,034-692-024
187,023-491-002
188,092-040-007
189,031-319-006
190,033-305-018
191,128-132-02
192,035-010-011
193,124-860-05
194,117-180-011
195,083-091-018
196,025-171-006
197,020-110-018
198,023-491-007
199,031-194-002
200,1319-18-412-014
201,115-040-069
202,097-230-040
203,031-132-010
204,111-100-001
205,098-113-003
206,127-110-02
207,098-240-002
208,032-278-039
209,083-010-021
210,035-090-007
211,025-831-004
212,132-030-37
213,023-102-005
214,092-190-049
215,023-744-001
216,036-230-002
217,098-280-039
218,026-143-010
219,028-301-058
220,033-362-052
221,098-253-006
222,036-110-006
223,016-434-003
224,111-220-010
225,031-183-011
226,026-241-009
227,033-501-002
228,1319-30-643-047
229,083-109-002
230,034-266-009
231,036-530-012
232,032-362-005
233,097-050-085
234,036-120-004
235,1318-22-002-056
236,033-283-002
237,1318-10-417-004
238,080-145-014
239,025-342-010
240,023-811-014
241,014-281-007
242,130-333-02
243,023-562-004
244,131-132-10
245,022-421-046
246,130-222-32
247,1418-34-113-007
248,033-442-029
249,130-191-09
250,026-034-006
251,026-152-007
252,026-112-004
253,016-583-027
254,028-061-046
255,125-211-06
256,032-371-002
257,035-286-015
258,093-310-034
259,080-153-013
260,125-171-21
261,025-833-001
262,031-133-001
263,033-642-011
264,033-433-017
265,022-131-003
266,093-530-002
267,1319-30-636-003
268,094-252-028
269,116-110-054
270,131-031-19
271,111-010-005
272,081-102-023
273,083-310-020
274,092-052-009
275,1418-10-710-075
276,093-420-047
277,014-237-013
278,033-332-008
279,029-412-002
280,032-402-058
281,090-321-020
282,025-010-029
283,023-442-014
284,122-125-08
285,111-100-014
286,1418-34-110-014
287,090-053-019
288,034-531-008
289,016-512-004
290,127-078-12
291,1318-10-310-062
292,094-534-001
293,132-050-00
294,093-151-013
295,126-560-29
296,094-370-014
297,023-542-008
298,033-713-002
299,098-105-003
300,123-032-09
301,097-050-025
302,028-171-009
303,015-103-012
304,1318-23-710-057
