,APN
0,028-090-092
1,1318-10-413-011
2,093-260-006
3,026-047-019
4,023-732-013
5,126-522-17
6,025-814-008
7,034-261-004
8,025-744-008
9,029-161-009
10,123-143-12
11,126-291-20
12,092-222-005
13,093-220-040
14,016-481-007
15,033-433-004
16,034-294-004
17,130-221-03
18,022-023-001
19,093-230-016
20,122-090-27
21,111-200-015
22,1318-15-821-008
23,130-100-02
24,031-152-003
25,085-242-014
26,098-320-004
27,027-670-010
28,112-300-015
29,090-174-047
30,026-145-013
31,1418-11-411-001
32,022-271-020
33,021-321-026
34,1418-27-210-014
35,1318-22-312-008
36,124-072-09
37,027-203-009
38,034-372-002
39,111-250-038
40,033-441-021
41,025-401-014
42,026-135-004
43,018-292-002
44,127-120-09
45,093-340-010
46,036-130-009
47,098-272-013
48,023-102-019
49,028-311-046
50,022-061-050
51,127-100-18
52,036-571-002
53,127-320-09
54,131-213-03
55,1418-34-303-007
56,125-850-03
57,033-623-011
58,098-166-003
59,131-021-12
60,129-091-03
61,018-291-010
62,034-362-013
63,027-551-007
64,022-291-016
65,031-314-005
66,1319-30-615-004
67,1318-15-310-002
68,080-114-007
69,127-290-41
70,034-712-023
71,033-333-001
72,097-230-012
73,124-500-27
74,1319-19-710-003
75,030-352-026
76,1318-23-213-033
77,125-134-16
78,027-202-008
79,1418-27-811-007
80,028-171-012
81,126-294-32
82,1318-23-810-050
83,034-571-006
84,031-123-012
85,022-301-033
86,093-036-025
87,1318-03-212-021
88,117-050-053
89,092-090-060
90,132-560-15
91,131-420-00
92,1318-23-611-002
93,081-131-014
94,029-341-002
95,1319-30-621-004
96,023-542-021
97,030-402-010
98,093-413-004
99,097-244-008
100,030-590-004
101,033-276-003
102,025-431-008
103,023-271-025
104,128-052-02
105,025-377-001
106,092-010-035
107,031-141-020
108,1318-15-820-010
109,016-472-005
110,112-290-024
111,031-231-010
112,034-231-005
113,130-083-14
114,116-020-030
115,111-200-021
116,023-903-001
117,094-180-022
118,036-592-001
119,083-490-022
120,036-591-008
121,1318-15-611-018
122,1318-24-710-004
123,015-400-014
124,030-402-004
125,023-671-016
126,1319-19-720-016
127,023-671-007
128,026-089-010
129,032-321-012
130,030-521-010
131,090-273-012
132,093-430-005
133,094-280-034
134,112-120-012
135,033-292-007
136,033-471-007
137,030-581-015
138,025-812-004
139,036-475-009
140,083-084-015
141,127-310-01
142,033-524-015
143,1319-19-212-020
144,085-241-008
145,093-310-029
146,027-074-021
147,085-141-009
148,083-143-006
149,022-371-001
150,031-123-015
151,036-542-007
152,016-051-056
153,029-064-007
154,025-510-086
155,081-085-001
156,098-053-001
157,027-323-005
158,033-533-002
159,080-103-002
160,036-130-008
161,022-322-058
162,1318-16-810-002
163,080-163-023
164,015-323-002
165,126-251-03
166,029-604-016
167,098-072-007
168,131-180-05
169,126-083-22
170,094-420-025
171,033-791-003
172,025-253-013
173,1318-24-404-005
174,032-050-022
175,019-020-005
176,1319-30-201-001
177,127-280-02
178,025-743-014
179,031-351-018
180,034-131-007
181,1418-10-702-009
182,095-100-015
183,1318-03-110-006
184,085-280-069
185,097-093-008
186,031-236-014
187,023-732-018
188,023-644-017
189,124-810-05
190,124-082-44
191,026-242-001
192,122-181-44
193,095-010-004
194,093-032-022
195,116-110-036
196,127-480-03
197,081-101-004
198,084-103-003
199,098-172-004
200,116-090-049
201,022-321-037
202,127-131-28
203,117-110-059
204,030-331-004
205,025-591-005
206,090-222-049
207,033-541-001
208,026-148-001
209,028-062-012
210,124-062-09
211,1318-23-510-023
212,1418-10-810-015
213,032-371-018
214,016-423-001
215,116-170-098
216,094-173-022
217,031-166-009
218,032-331-003
219,095-400-001
220,026-096-005
221,037-010-049
222,094-190-011
223,092-222-007
224,022-133-006
225,1318-24-702-003
226,127-460-04
227,015-152-020
228,1318-15-611-004
229,131-234-04
230,032-152-001
231,025-421-004
232,116-030-059
233,112-130-014
234,111-270-014
235,090-092-049
236,128-032-18
237,081-041-011
238,022-391-002
239,085-020-088
240,097-100-034
241,034-622-005
242,016-091-041
243,090-212-015
244,033-652-004
245,093-330-035
246,029-101-024
247,027-344-027
248,080-104-001
249,023-623-014
250,126-102-09
251,033-643-013
252,034-753-001
253,1319-19-720-015
254,093-600-013
255,1319-18-413-006
256,126-271-10
257,016-462-008
258,093-230-006
259,029-351-004
260,1418-15-511-004
261,1318-10-312-010
262,027-224-015
263,094-272-004
264,093-390-010
265,023-696-018
266,083-095-003
267,1319-18-211-001
268,025-471-009
269,031-132-002
270,034-691-015
271,034-161-044
272,081-092-012
273,093-112-014
274,132-330-02
275,026-262-003
276,027-251-001
277,030-531-001
278,1318-26-101-003
279,112-140-033
280,080-113-041
281,033-332-011
282,132-350-01
283,125-161-18
284,083-380-038
285,1418-27-210-023
286,083-073-013
287,084-220-001
288,026-102-028
289,034-254-008
290,090-135-040
291,023-602-001
292,128-052-20
293,097-140-015
294,097-200-020
295,1319-30-644-060
296,117-050-006
297,1319-30-643-050
298,034-097-002
299,098-053-003
300,1319-30-544-013
301,124-064-02
302,033-811-005
303,117-090-077
304,032-273-004
305,093-032-017
306,126-291-17
307,092-090-035
308,025-353-007
309,027-133-005
310,027-084-013
311,1319-30-710-009
312,031-063-010
313,093-580-008
314,034-154-019
315,025-702-030
316,122-191-11
317,022-061-059
318,027-132-024
319,131-031-20
320,083-041-010
321,1319-19-720-028
322,098-114-010
323,021-301-015
324,130-180-06
325,1318-15-822-001
326,1319-30-544-018
327,122-124-05
328,033-202-011
329,020-110-016
330,092-060-001
331,126-090-25
332,1318-24-711-011
333,132-066-47
334,1318-15-804-002
335,085-020-014
336,095-190-003
337,083-062-024
338,131-100-01
339,1319-30-642-008
340,035-193-003
341,093-390-019
342,1418-11-412-006
343,025-482-007
344,090-075-025
345,036-475-006
346,015-161-006
347,083-201-002
348,025-376-011
349,093-520-023
350,034-722-021
351,127-330-10
352,023-624-005
353,098-032-014
354,033-382-021
355,130-180-28
356,083-010-055
357,023-462-004
358,117-050-030
359,091-163-014
360,023-772-005
361,027-081-005
362,029-181-034
363,117-120-019
364,131-022-03
365,083-077-019
366,098-253-003
367,1318-00-002-007
368,093-220-049
369,030-411-014
370,026-097-009
371,033-502-002
372,125-183-01
373,1318-10-412-010
374,023-103-029
375,1318-15-714-027
376,025-371-009
377,033-671-001
378,015-203-027
379,015-211-019
380,034-562-013
381,032-352-008
382,124-064-14
383,1318-24-711-003
384,016-382-016
385,034-154-001
386,090-161-001
387,090-111-019
388,029-421-011
389,128-060-15
390,090-055-026
391,127-075-26
392,028-171-019
393,027-221-029
394,090-123-025
395,125-161-37
396,097-243-006
397,111-110-019
398,090-172-049
399,022-122-012
400,029-603-012
401,131-012-43
402,025-354-010
403,097-060-027
404,027-142-015
405,098-060-008
406,123-135-08
407,130-201-13
408,034-591-009
409,097-092-011
410,093-413-014
411,023-492-003
412,081-141-028
413,028-221-001
414,016-600-006
415,033-324-003
416,1418-23-301-004
417,085-221-005
418,127-361-02
419,032-282-037
420,130-170-19
421,080-081-026
422,131-021-20
423,034-792-008
424,034-372-015
425,034-086-003
426,090-241-007
427,080-132-010
428,126-580-24
429,131-450-03
430,085-242-018
431,027-073-019
432,030-380-011
433,1318-23-216-013
434,098-312-015
435,093-173-005
436,1319-30-629-007
437,098-031-005
438,132-063-13
439,127-090-01
440,1318-24-404-020
441,116-150-039
442,091-172-005
443,117-190-059
444,112-174-002
445,124-071-47
446,085-030-014
447,098-113-005
448,081-102-002
449,026-074-019
450,025-891-001
451,1319-19-310-032
452,1319-18-410-020
453,097-100-013
454,035-272-017
455,023-142-013
456,034-433-009
457,026-085-008
458,028-152-051
459,026-101-010
460,016-590-004
461,026-104-015
462,090-056-039
463,035-293-007
464,1319-30-644-083
465,033-504-001
466,129-180-02
467,111-150-025
468,022-342-001
469,031-172-006
470,117-210-077
471,1319-06-001-001
472,124-085-04
473,1319-30-544-047
474,097-100-044
475,025-930-016
476,090-113-005
477,091-183-006
478,084-154-003
479,033-841-052
480,032-411-055
481,081-093-001
482,026-077-005
483,094-531-022
484,027-225-027
485,035-283-008
486,1418-10-511-007
487,085-217-007
488,025-803-011
489,023-591-007
490,022-251-042
491,127-361-08
492,1319-30-529-004
493,090-261-013
494,122-460-23
495,032-241-024
496,033-653-002
497,025-433-009
498,131-226-02
499,1318-23-602-011
500,026-085-016
501,028-171-027
502,125-132-01
503,122-124-20
504,1418-10-710-044
505,1319-30-618-002
506,022-181-005
507,025-471-002
