,APN
0,032-279-004
1,125-181-34
2,123-155-06
3,090-232-007
4,125-163-06
5,130-060-01
6,126-292-09
7,128-031-02
8,034-801-011
9,097-193-011
10,122-193-13
11,027-082-017
12,126-560-09
13,092-190-040
14,028-021-003
15,094-123-016
16,1318-10-310-051
17,034-762-010
18,035-231-022
19,131-231-05
20,023-754-010
21,034-733-004
22,025-744-020
23,033-685-003
24,090-052-026
25,122-460-21
26,117-210-003
27,034-601-005
28,094-032-017
29,033-715-004
30,036-401-010
31,025-404-007
32,029-161-027
33,031-254-009
34,033-561-011
35,1318-23-315-013
36,026-114-028
37,016-151-017
38,018-090-021
39,129-260-15
40,015-301-009
41,116-090-014
42,034-731-003
43,080-152-007
44,093-510-008
45,1418-34-112-028
46,025-225-002
47,026-081-015
48,022-182-027
49,022-343-001
50,127-363-37
51,026-124-016
52,025-644-014
53,029-351-016
54,023-902-007
55,031-278-011
56,093-620-073
57,1318-09-811-011
58,028-190-018
59,111-070-046
60,1318-15-111-034
61,023-772-029
62,124-082-11
63,022-182-008
64,122-580-02
65,029-661-004
66,035-213-010
67,112-300-023
68,026-154-011
69,033-531-004
70,035-241-002
71,023-632-009
72,025-552-004
73,032-283-001
74,022-241-011
75,093-101-004
76,016-221-006
77,112-150-003
78,093-241-003
79,033-604-002
80,131-290-04
81,026-261-012
82,034-754-012
83,112-250-019
84,110-040-017
85,127-310-04
86,117-050-031
87,014-248-021
88,1318-23-602-006
89,022-061-007
90,033-283-010
91,032-354-014
92,132-065-07
93,023-830-007
94,025-670-031
95,125-221-21
96,033-705-007
97,1318-03-212-005
98,122-113-02
99,112-140-031
100,125-221-07
101,1318-15-715-020
102,028-141-002
103,025-282-018
104,110-060-021
105,026-048-020
106,015-032-020
107,1319-30-310-021
108,018-191-020
109,111-190-017
110,085-350-015
111,033-432-010
112,097-140-023
113,1318-10-312-004
114,1318-15-311-024
115,093-104-001
116,127-420-24
117,1319-30-637-001
118,1318-10-314-004
119,016-472-005
120,016-283-005
121,091-152-012
122,111-190-010
123,130-302-13
124,025-354-005
125,014-303-002
126,022-232-010
127,025-544-004
128,111-260-020
129,090-164-013
130,124-083-16
131,090-124-029
132,112-120-085
133,029-074-006
134,023-757-004
135,125-433-01
136,034-253-011
137,033-841-005
138,025-734-010
139,034-161-011
140,034-171-022
141,081-094-002
142,090-241-007
143,081-043-015
144,026-123-011
145,025-292-005
146,031-321-031
147,035-283-037
148,1318-15-815-000
149,028-062-003
150,090-111-021
151,030-363-022
152,033-351-006
153,025-930-022
154,026-038-007
155,1319-30-723-003
156,027-131-007
157,083-084-012
158,1318-15-803-001
159,025-603-002
160,081-061-006
161,026-097-008
162,036-621-017
163,085-050-018
164,093-041-003
165,130-081-23
166,090-064-035
167,127-320-17
168,026-076-008
169,094-223-010
170,080-145-012
171,020-160-014
172,126-151-21
173,034-084-010
174,029-490-001
175,1318-09-810-018
176,034-242-006
177,131-133-04
178,090-311-032
179,023-482-012
180,131-132-06
181,022-032-019
182,033-416-005
183,117-210-058
184,023-743-029
185,1318-26-515-010
186,1418-10-702-008
187,034-722-007
188,090-055-024
189,014-282-012
190,033-822-014
191,022-171-013
192,131-090-18
193,085-040-028
194,023-231-017
195,035-244-010
196,033-246-003
197,1318-23-511-018
198,033-883-002
199,084-131-005
200,033-875-004
201,023-783-008
202,034-266-001
203,035-283-024
204,1318-23-314-016
205,083-360-012
206,023-732-017
207,025-272-010
208,031-155-002
209,1318-10-000-007
210,117-120-025
211,095-490-016
212,084-220-015
213,035-171-001
214,034-454-006
215,016-371-012
216,125-564-17
217,081-043-006
218,022-251-063
219,094-280-029
220,095-510-031
221,094-420-001
222,023-741-026
223,021-331-010
224,025-920-038
225,080-175-002
226,085-142-005
227,033-291-010
228,034-203-004
229,083-500-008
230,083-340-008
231,1318-26-101-046
232,085-216-009
233,025-621-002
234,027-122-006
235,098-200-002
236,016-053-005
237,090-233-007
238,033-781-016
239,095-510-011
240,022-121-002
241,023-341-016
242,025-643-007
243,025-031-022
244,125-051-05
245,127-290-21
246,033-233-002
247,034-382-015
248,023-654-009
249,028-262-004
250,132-191-10
251,031-192-015
252,032-262-008
253,1418-27-810-034
254,112-300-006
255,032-460-005
256,023-745-017
257,028-052-016
258,031-113-013
259,117-040-006
260,094-223-009
261,034-283-010
262,033-442-019
263,1418-11-302-001
264,090-063-033
265,029-364-003
266,023-571-012
267,028-153-013
268,117-080-008
269,112-080-003
270,025-231-018
271,1319-30-644-053
272,132-480-03
273,016-101-058
274,031-342-012
275,083-032-039
276,127-290-07
277,090-115-047
278,093-104-003
279,084-093-008
280,035-281-009
281,090-350-012
282,126-430-21
283,093-620-071
284,090-181-065
285,033-552-006
286,023-442-014
287,027-501-015
288,027-641-016
289,093-102-001
290,016-292-025
291,1318-24-311-004
292,131-060-06
293,033-714-001
294,026-262-013
295,1318-23-813-002
296,026-068-004
297,034-265-004
298,035-284-014
299,030-363-011
300,125-463-04
301,033-243-001
302,128-250-01
303,030-402-007
304,094-223-014
305,033-857-017
306,1319-19-713-002
307,1319-18-412-004
308,034-294-006
309,127-420-33
310,027-170-015
311,016-390-008
312,027-076-004
313,093-420-056
314,026-135-017
315,015-322-001
316,033-050-023
317,035-284-006
318,083-340-024
319,127-300-25
320,022-271-005
321,090-291-007
322,033-471-002
323,015-112-014
324,098-251-005
325,1318-23-315-036
326,035-282-012
327,031-144-021
328,023-501-011
329,026-106-012
330,085-303-007
331,023-452-009
332,116-210-062
333,122-181-52
334,027-084-003
335,094-533-004
336,098-114-013
337,127-300-86
338,131-250-06
339,117-180-005
340,090-202-037
341,115-020-003
342,023-731-001
343,1319-30-724-028
344,094-150-006
345,094-330-011
346,034-202-003
347,022-182-019
348,112-080-027
349,093-032-018
350,1318-09-810-067
351,028-190-028
352,026-134-009
353,023-671-006
354,097-242-027
355,023-700-008
356,023-671-003
357,1319-19-111-005
358,126-084-03
359,1319-30-611-001
360,033-363-001
361,122-124-18
362,036-220-003
363,080-115-003
364,029-630-018
365,122-195-09
366,026-092-014
367,025-765-005
368,033-484-013
369,131-201-21
370,093-081-005
371,027-431-030
372,093-330-030
373,028-161-008
374,1318-15-610-034
375,081-141-025
376,034-285-006
377,122-213-06
378,125-373-14
379,018-210-002
380,111-080-028
381,034-121-009
382,083-350-022
383,020-150-003
384,029-363-008
385,090-274-003
386,1318-10-313-020
387,115-040-042
388,128-041-01
389,122-195-02
390,035-162-016
391,131-430-07
392,116-200-004
393,032-277-032
394,126-420-04
395,090-102-015
396,023-663-021
397,083-440-042
398,1319-30-514-024
399,026-262-006
400,093-510-003
401,092-120-015
402,1319-18-414-002
403,092-090-061
404,098-090-002
405,033-285-007
406,016-191-020
407,125-221-18
408,132-223-11
409,025-431-009
410,080-172-009
411,027-151-007
412,033-273-022
413,094-190-022
414,126-521-18
415,112-173-011
416,094-222-001
417,084-081-031
418,034-382-016
419,031-030-013
420,029-101-018
421,025-792-015
422,028-162-034
423,1318-23-401-036
424,093-180-004
425,130-061-10
426,034-692-012
427,125-411-01
428,023-251-030
429,033-552-014
430,023-392-016
431,124-063-14
432,033-753-001
433,034-212-003
434,033-422-018
435,084-213-020
436,098-032-004
437,080-133-006
438,125-451-06
439,023-593-011
440,023-482-001
441,125-135-04
442,093-151-005
443,032-440-005
444,015-251-028
445,125-492-20
446,023-551-013
447,117-190-036
448,015-313-034
449,125-563-05
450,084-220-002
451,025-291-003
452,1318-23-310-042
453,130-203-10
454,124-921-10
455,1418-34-202-002
456,090-055-023
457,033-781-014
458,027-010-013
459,1318-15-111-042
460,034-561-006
461,031-290-027
462,036-473-003
463,115-040-014
464,126-083-03
465,098-350-007
466,026-087-010
467,093-480-031
468,029-405-004
469,036-552-012
470,117-120-033
471,116-060-003
472,093-320-034
473,090-274-004
474,034-232-004
475,018-282-006
476,116-220-027
477,032-278-025
478,022-194-008
479,097-121-007
480,1318-10-415-026
481,1318-23-213-027
482,033-857-012
483,127-077-06
484,034-784-003
485,029-402-034
486,083-290-014
487,085-326-006
488,085-231-011
489,016-161-022
490,1319-30-644-062
491,022-101-011
492,035-132-003
493,023-602-009
494,080-104-004
495,028-171-016
496,125-151-07
497,023-744-023
498,127-530-06
499,127-320-29
500,097-241-026
501,127-077-21
502,092-120-058
503,093-350-010
504,131-201-55
505,022-322-007
506,125-185-05
507,022-171-060
508,015-420-002
509,027-125-016
510,112-010-005
511,084-154-001
512,028-061-030
513,094-172-011
514,027-491-001
515,034-522-001
516,015-254-020
517,090-242-003
518,025-262-003
519,1318-15-611-015
520,029-404-005
521,027-631-008
522,033-424-004
523,116-080-050
524,022-342-015
525,1418-10-710-047
526,1418-03-811-019
527,127-362-24
528,132-400-03
529,127-320-07
530,026-104-011
531,028-123-010
532,117-090-043
533,126-083-02
534,032-278-022
535,025-262-010
536,027-312-004
537,033-884-014
538,023-522-009
539,084-121-002
540,117-210-009
541,031-121-018
542,022-132-004
543,125-544-14
544,117-100-063
545,131-201-43
546,032-313-043
547,126-153-13
548,131-140-11
549,016-202-004
550,031-135-002
551,034-232-015
552,025-611-001
553,123-282-04
554,035-286-013
555,031-094-011
556,1319-30-544-038
557,031-257-002
558,023-686-016
559,094-211-011
560,027-223-018
561,034-722-015
562,1418-22-611-028
563,029-170-002
564,116-030-040
565,090-092-052
566,097-111-029
567,030-352-022
568,031-281-018
569,125-790-03
570,036-503-003
571,123-052-02
572,090-380-010
573,130-163-28
574,034-722-012
575,090-315-019
576,016-051-048
577,090-055-004
578,080-172-006
579,129-500-02
580,034-121-011
581,016-435-007
582,083-172-013
583,023-661-035
584,032-390-068
585,022-061-046
586,022-134-015
587,098-101-006
588,033-223-004
589,025-272-008
590,034-621-002
591,033-872-007
592,1318-15-816-007
593,015-251-007
594,032-313-020
595,023-811-009
596,016-071-013
597,1418-27-210-006
598,027-121-003
599,129-260-17
600,036-130-009
601,022-031-054
602,015-162-014
603,090-222-009
604,034-683-017
605,083-181-010
606,033-854-018
607,031-226-009
608,130-202-17
609,033-442-011
610,014-284-008
611,1318-23-215-016
612,026-038-012
613,124-500-17
614,098-231-007
615,018-020-004
616,092-021-006
617,027-221-035
618,093-460-002
619,116-010-003
620,112-240-045
621,132-052-02
622,1319-30-631-001
623,125-564-21
624,025-483-019
625,083-380-016
626,025-761-009
627,127-320-38
628,1318-15-711-031
629,033-854-007
630,015-351-007
631,033-201-018
632,111-070-004
633,025-554-001
634,034-343-013
635,033-632-006
636,128-241-02
637,028-152-051
638,081-052-001
639,034-270-046
640,126-570-21
641,126-301-24
642,083-181-018
643,097-040-009
644,125-770-01
645,034-683-002
646,1318-23-810-014
647,090-191-004
648,1318-15-816-004
649,1318-22-002-087
650,084-072-015
651,028-100-044
652,023-241-038
653,1318-23-602-019
654,032-364-004
655,117-200-015
656,031-262-004
657,112-100-044
658,034-513-030
659,117-180-008
660,035-293-018
661,031-134-014
662,031-282-006
663,084-140-012
664,027-471-016
665,1318-24-404-011
666,083-104-005
667,124-400-11
668,083-071-005
669,027-154-035
670,023-141-031
671,132-240-04
672,123-271-14
673,1319-30-643-028
674,090-141-029
675,132-251-00
676,1319-19-718-019
677,093-441-013
678,015-201-026
679,1418-34-110-014
680,025-757-011
681,116-080-035
682,124-071-10
683,034-623-002
684,1418-03-811-008
685,124-043-34
686,027-143-025
687,1318-26-514-013
688,080-144-016
689,126-020-03
690,027-471-006
691,083-102-008
692,128-052-11
693,084-093-003
694,023-734-022
695,125-372-05
696,034-733-021
697,022-142-004
698,018-090-073
699,032-275-002
700,130-161-10
701,1319-30-644-044
702,131-233-26
703,025-755-011
704,1318-23-812-011
705,031-323-007
706,031-131-009
707,029-630-007
708,035-133-021
709,029-170-004
710,027-223-016
711,016-101-031
712,132-030-68
713,132-570-31
714,085-083-003
715,111-270-053
716,016-101-084
717,127-076-24
718,097-246-006
719,081-131-007
720,117-200-030
721,080-114-002
722,030-390-003
723,115-030-030
724,033-291-005
725,029-091-023
726,128-033-06
727,025-223-004
728,125-502-04
729,131-070-23
730,014-303-006
731,027-431-021
732,131-233-20
733,033-362-032
734,1318-16-710-011
735,093-620-080
736,1318-10-415-023
737,031-156-003
738,032-274-002
739,117-170-007
740,097-073-039
741,112-240-027
742,127-362-20
743,028-082-007
744,098-180-017
745,032-314-031
746,016-514-002
747,022-311-009
748,125-850-03
749,098-291-008
750,112-220-058
751,131-013-13
752,023-830-006
753,1319-18-214-018
754,112-220-063
755,015-262-019
756,132-030-65
757,025-262-001
758,025-402-024
759,095-120-017
760,025-815-009
761,034-231-015
762,032-211-001
763,084-042-032
764,1418-15-511-024
765,025-433-014
766,1418-27-210-023
767,126-172-20
768,132-211-10
769,034-252-005
770,093-010-011
771,1319-30-724-027
772,023-181-043
773,031-207-026
774,022-210-048
775,031-321-015
776,035-181-007
777,081-072-002
778,027-113-020
779,127-120-16
780,093-580-030
781,025-010-045
782,033-873-015
783,014-248-014
784,026-038-006
785,033-491-006
786,094-211-004
787,1318-24-401-008
788,122-191-23
789,023-645-002
790,084-102-008
791,115-040-064
792,083-181-011
793,130-201-12
794,027-344-051
795,1319-18-210-001
796,033-492-013
797,097-170-013
798,1318-23-810-026
799,026-141-019
800,124-340-23
801,080-147-002
802,128-361-02
803,117-220-031
804,095-510-027
805,125-531-34
806,015-312-008
807,026-094-029
808,081-102-010
809,1318-15-820-005
810,129-650-46
811,023-601-020
812,033-853-010
813,025-271-059
814,112-280-027
815,032-390-016
816,122-530-33
817,023-221-046
818,095-140-006
819,023-681-011
820,023-693-027
821,122-132-12
822,1319-30-721-013
823,1318-23-610-016
824,126-142-15
825,130-213-02
826,034-571-015
827,027-155-030
828,090-292-004
829,033-463-008
830,130-082-23
831,125-156-07
832,098-192-003
833,083-282-007
834,1319-18-410-002
835,093-120-007
836,025-552-003
837,1319-30-613-001
838,1318-26-514-019
839,022-092-014
840,034-704-005
841,1319-19-310-045
842,033-751-019
843,1318-15-714-001
844,093-250-007
845,022-361-017
846,127-480-08
847,022-031-004
848,093-500-027
849,030-363-009
850,016-332-035
851,022-061-018
852,018-210-008
853,122-201-17
854,092-141-014
855,031-193-006
856,034-232-008
857,033-720-027
858,092-082-009
859,031-166-002
860,116-090-048
861,025-071-008
862,016-063-005
863,016-161-031
864,026-041-020
865,034-321-023
866,1318-26-101-032
867,126-294-31
868,080-151-018
869,125-223-10
870,129-640-03
871,115-010-003
872,090-091-037
873,1318-22-001-011
874,033-854-004
875,016-543-007
876,029-402-025
877,131-261-37
878,033-733-001
879,034-512-003
880,033-661-010
881,125-181-09
882,092-120-017
883,022-122-014
884,016-361-010
885,031-195-011
886,081-051-006
887,016-381-015
888,090-141-020
889,1318-16-810-016
890,094-043-017
891,016-361-016
892,033-642-011
893,117-090-047
894,029-096-015
895,126-294-14
896,025-920-046
897,1319-30-644-113
898,034-192-003
899,094-533-013
900,083-340-003
901,031-184-013
902,1318-10-416-014
903,029-041-007
904,097-073-021
905,035-143-003
906,1319-30-621-001
907,095-120-004
908,093-220-005
909,126-550-10
910,125-544-13
911,028-180-005
912,1318-22-311-017
913,125-173-15
914,092-031-021
915,084-233-011
916,034-372-019
917,035-272-017
918,030-280-001
919,131-032-12
920,031-121-003
921,1318-15-210-003
922,125-431-07
923,125-382-06
924,025-595-002
925,023-611-008
926,1319-30-617-006
927,112-090-016
928,127-075-07
929,083-410-027
930,094-110-026
931,092-214-005
932,027-364-007
933,090-065-004
934,131-410-01
935,1319-19-718-013
936,035-296-005
937,130-203-19
938,1319-30-724-019
939,131-261-16
940,036-110-002
941,022-132-016
942,007-011-16
943,020-041-008
944,036-600-013
945,126-081-04
946,034-803-010
947,033-413-002
948,033-435-001
949,111-110-012
950,1418-10-710-078
951,123-155-10
952,125-421-10
953,026-088-010
954,083-230-018
955,130-241-11
956,033-861-015
957,126-082-35
958,093-330-011
959,036-582-012
960,132-062-32
961,027-342-016
962,094-536-009
963,023-102-021
964,022-182-040
965,015-161-019
966,124-031-21
967,125-421-04
968,1318-23-315-003
969,085-141-010
970,033-492-002
971,098-010-022
972,083-071-012
973,098-104-010
974,131-012-29
975,027-075-003
976,093-510-010
977,124-340-05
978,033-882-012
979,083-010-051
980,032-343-003
981,034-481-007
982,122-113-07
983,115-020-008
984,025-802-008
985,021-180-002
986,023-830-043
987,093-530-034
988,030-351-001
989,027-342-015
990,125-161-06
991,111-190-018
992,093-330-048
993,126-280-05
994,083-162-012
995,025-375-018
996,130-242-18
997,036-621-014
998,1318-15-816-012
999,025-670-003
1000,023-602-001
1001,023-665-002
1002,1319-18-214-002
1003,090-181-043
1004,095-110-013
1005,132-064-14
1006,080-132-010
1007,098-103-008
1008,090-192-031
1009,125-181-13
1010,025-412-003
1011,094-200-049
1012,1318-24-710-002
1013,125-151-25
1014,032-391-012
1015,093-320-011
1016,090-174-048
1017,117-040-034
1018,015-323-016
1019,015-213-008
1020,1318-15-111-074
1021,125-411-07
1022,033-504-003
1023,1319-30-644-038
1024,1318-22-002-101
1025,091-190-009
1026,033-674-004
1027,124-043-53
1028,081-072-014
1029,032-440-006
1030,092-010-035
1031,098-023-003
1032,033-441-020
1033,1318-23-810-057
1034,097-073-041
1035,035-211-016
1036,023-754-001
1037,081-064-019
1038,031-400-003
1039,1318-03-212-051
1040,023-645-023
1041,115-010-016
1042,034-722-040
1043,1318-03-211-014
1044,117-100-066
1045,033-511-017
1046,127-300-17
1047,026-076-016
1048,1318-10-415-064
1049,016-535-005
1050,029-093-006
1051,131-226-16
1052,015-062-011
1053,026-109-010
1054,027-431-020
1055,1319-30-516-031
1056,094-430-039
1057,1319-30-722-002
1058,094-252-017
1059,112-060-011
1060,031-211-007
1061,022-361-012
1062,015-311-004
1063,034-551-002
1064,092-180-008
1065,016-372-003
1066,027-371-009
1067,092-022-008
1068,115-030-026
1069,025-441-002
1070,034-192-002
1071,034-212-005
1072,1318-03-212-010
1073,027-221-012
1074,015-034-015
1075,1319-30-514-022
1076,025-911-036
1077,032-390-070
1078,1418-34-210-015
1079,032-342-007
1080,117-020-004
1081,080-071-018
1082,080-081-035
1083,033-213-005
1084,033-714-002
1085,1319-19-713-005
1086,130-212-07
1087,025-051-029
1088,023-672-004
1089,081-112-006
1090,129-251-01
1091,085-210-001
1092,016-232-007
1093,1318-15-310-003
1094,032-390-007
1095,036-100-025
1096,025-670-020
1097,083-202-014
1098,126-120-09
1099,1318-26-511-009
1100,1418-03-401-014
1101,090-191-006
1102,115-050-021
1103,027-631-012
1104,1318-15-110-030
1105,1418-10-710-065
1106,027-341-002
1107,1318-03-211-012
1108,023-621-001
1109,081-073-016
1110,094-236-005
1111,093-510-014
1112,122-194-28
1113,095-510-046
1114,016-051-058
1115,084-232-003
1116,1318-23-410-019
1117,036-475-001
1118,128-241-10
1119,111-110-016
1120,132-066-31
1121,129-440-01
1122,023-830-025
1123,021-420-053
1124,025-541-029
1125,022-421-013
1126,093-550-032
1127,025-394-008
1128,130-192-14
1129,125-384-01
1130,111-280-029
1131,015-212-014
1132,116-060-046
1133,085-010-003
1134,127-300-95
1135,094-053-002
1136,025-352-015
