APN,Id,bonus_unit
111-190-031,0,Yes
112-171-010,0,Yes
112-171-011,0,Yes
112-171-013,0,Yes
112-174-002,0,Yes
112-174-004,0,Yes
112-174-015,0,Yes
112-180-061,0,Yes
112-180-008,0,Yes
112-180-012,0,Yes
112-180-015,0,Yes
112-180-016,0,Yes
112-180-020,0,Yes
112-180-027,0,Yes
090-113-004,0,Yes
117-072-015,0,Yes
112-250-001,,No
111-270-034,0,Yes
112-260-009,,No
112-270-023,,No
111-280-035,0,Yes
111-280-034,0,Yes
090-113-006,0,Yes
116-030-045,0,Yes
117-030-001,0,Yes
090-113-009,0,Yes
117-150-016,0,Yes
116-020-029,0,Yes
090-116-037,0,Yes
090-116-039,0,Yes
117-220-044,0,Yes
116-020-038,0,Yes
090-116-043,0,Yes
090-116-044,0,Yes
090-116-040,0,Yes
117-150-044,0,Yes
117-050-051,0,Yes
117-090-078,0,Yes
112-260-005,,No
112-260-006,,No
112-270-070,,No
112-260-007,,No
112-280-036,,No
111-270-047,0,Yes
111-270-059,0,Yes
111-270-031,0,Yes
112-270-066,,No
112-270-065,,No
112-280-040,,No
111-270-016,0,Yes
112-280-013,,No
111-280-039,0,Yes
112-270-001,,No
111-280-040,0,Yes
111-280-031,0,Yes
111-280-047,0,Yes
111-280-030,0,Yes
112-270-003,,No
111-280-018,0,Yes
111-280-020,0,Yes
090-340-013,,No
090-360-001,,No
112-240-021,,No
111-150-010,0,Yes
111-190-003,0,Yes
112-250-021,,No
111-140-004,0,Yes
112-240-012,,No
112-250-022,,No
112-260-017,,No
111-140-035,0,Yes
112-250-018,,No
111-190-037,0,Yes
112-260-013,,No
112-250-017,,No
110-060-014,,No
110-060-039,,No
110-040-011,,No
090-340-005,,No
112-240-025,,No
111-150-020,0,Yes
112-260-038,,No
090-340-015,,No
111-190-006,0,Yes
111-150-019,0,Yes
111-140-011,0,Yes
111-190-035,0,Yes
112-210-006,,No
111-150-018,0,Yes
111-110-011,0,Yes
112-250-028,,No
111-110-005,0,Yes
111-110-008,0,Yes
111-140-030,0,Yes
112-250-031,,No
090-340-017,,No
090-350-005,,No
090-340-021,,No
111-140-010,0,Yes
111-140-012,0,Yes
111-110-006,0,Yes
112-250-033,,No
111-140-031,0,Yes
111-150-016,0,Yes
111-140-009,0,Yes
112-250-035,,No
111-140-032,0,Yes
111-150-015,0,Yes
111-150-009,0,Yes
111-190-004,0,Yes
111-140-013,0,Yes
112-260-027,,No
111-160-023,0,Yes
110-060-070,,No
023-331-016,0,Yes
023-451-002,0,Yes
023-782-011,0,Yes
023-782-018,0,Yes
023-451-004,0,Yes
031-043-003,0,Yes
031-211-009,,No
031-043-006,0,Yes
023-573-016,0,Yes
023-451-007,0,Yes
031-043-002,0,Yes
023-451-009,0,Yes
031-215-010,,No
031-043-007,0,Yes
031-277-003,,No
031-271-002,0,Yes
025-351-016,,No
023-171-026,0,Yes
031-043-009,0,Yes
023-791-003,0,Yes
023-582-003,0,Yes
031-213-009,,No
023-171-011,0,Yes
031-044-005,0,Yes
023-251-028,0,Yes
023-162-016,0,Yes
025-271-003,,No
031-044-006,0,Yes
025-071-013,,No
031-272-001,0,Yes
023-491-013,0,Yes
031-045-013,0,Yes
023-311-040,0,Yes
025-354-010,,No
023-291-009,0,Yes
023-452-009,0,Yes
023-491-018,0,Yes
025-352-017,,No
031-045-009,0,Yes
023-341-017,0,Yes
031-272-004,,No
031-275-001,,No
023-492-021,0,Yes
023-211-015,0,Yes
025-472-009,,No
031-273-001,,No
023-201-038,0,Yes
023-341-016,0,Yes
031-275-004,,No
023-211-046,0,Yes
025-271-006,,No
023-461-009,0,Yes
023-492-007,0,Yes
023-501-031,0,Yes
023-492-009,0,Yes
023-582-015,0,Yes
025-353-015,,No
023-492-012,0,Yes
023-591-006,,No
031-052-013,0,Yes
025-091-015,,No
031-052-003,0,Yes
025-301-010,,No
023-181-038,0,Yes
023-362-004,0,Yes
023-502-005,0,Yes
031-052-001,0,Yes
025-301-021,,No
023-462-009,0,Yes
030-110-001,,No
023-592-009,0,Yes
023-301-008,0,Yes
025-271-009,,No
023-462-010,0,Yes
023-593-011,0,Yes
023-241-046,0,Yes
025-303-005,,No
023-181-024,0,Yes
025-301-002,,No
023-191-023,0,Yes
023-601-004,0,Yes
023-501-019,0,Yes
023-601-005,0,Yes
023-241-047,0,Yes
023-692-012,,No
021-231-001,,No
023-461-024,0,Yes
023-471-002,0,Yes
023-692-008,0,Yes
023-361-003,0,Yes
023-593-002,0,Yes
023-471-024,0,Yes
025-303-001,,No
023-181-019,0,Yes
023-462-028,0,Yes
023-201-036,0,Yes
023-602-015,0,Yes
025-303-011,,No
031-300-004,0,Yes
023-502-019,0,Yes
023-602-014,0,Yes
023-621-011,0,Yes
025-272-004,,No
023-621-010,0,Yes
023-182-028,0,Yes
023-191-007,0,Yes
025-271-010,,No
025-312-003,,No
023-241-024,0,Yes
023-182-017,0,Yes
023-472-006,0,Yes
023-241-025,0,Yes
023-371-007,0,Yes
023-693-008,0,Yes
025-272-007,,No
023-693-002,0,Yes
023-693-013,,No
023-471-025,0,Yes
023-621-016,0,Yes
023-502-036,0,Yes
025-312-011,,No
023-374-002,0,Yes
023-375-006,0,Yes
023-511-007,0,Yes
023-623-004,0,Yes
023-471-020,0,Yes
023-694-020,0,Yes
023-694-017,,No
023-511-009,0,Yes
023-623-009,0,Yes
023-512-017,0,Yes
023-623-014,0,Yes
023-623-018,0,Yes
023-694-003,0,Yes
023-694-005,0,Yes
023-481-003,0,Yes
025-271-037,,No
025-271-033,,No
023-512-008,0,Yes
023-481-005,0,Yes
023-611-003,0,Yes
023-231-025,0,Yes
023-624-009,0,Yes
023-392-031,0,Yes
023-695-015,,No
023-612-011,0,Yes
023-392-012,0,Yes
023-612-012,0,Yes
023-393-026,0,Yes
023-381-003,0,Yes
023-624-027,0,Yes
023-631-004,0,Yes
023-695-012,,No
023-691-016,,No
025-691-001,,No
023-695-011,,No
025-641-002,,No
023-481-010,0,Yes
025-451-002,,No
023-613-001,0,Yes
023-625-003,0,Yes
023-392-027,0,Yes
023-696-017,0,Yes
023-696-014,,No
023-481-012,0,Yes
023-802-006,0,Yes
023-411-015,0,Yes
023-696-023,0,Yes
023-801-012,0,Yes
025-271-027,,No
023-482-009,0,Yes
025-693-003,,No
023-696-004,0,Yes
025-643-003,,No
023-632-011,0,Yes
025-452-006,,No
023-613-006,0,Yes
023-482-010,0,Yes
025-646-001,,No
023-696-001,0,Yes
023-430-032,0,Yes
025-421-016,,No
023-801-014,0,Yes
023-802-016,0,Yes
025-421-014,,No
023-393-020,0,Yes
023-691-028,0,Yes
023-626-001,0,Yes
023-691-025,,No
023-691-023,,No
023-634-014,0,Yes
025-642-005,,No
080-121-018,,No
025-641-006,,No
025-644-013,,No
025-432-010,,No
025-644-016,,No
025-432-019,,No
080-121-020,,No
025-642-011,,No
025-644-010,,No
032-291-032,0,Yes
025-520-019,,No
080-121-010,,No
025-645-001,,No
025-433-011,,No
080-122-016,,No
025-433-010,,No
025-442-021,,No
025-432-024,,No
025-652-006,,No
021-031-022,,No
025-432-025,,No
025-652-005,,No
025-433-009,,No
025-433-008,,No
080-121-005,,No
080-010-012,,No
080-010-018,,No
080-131-004,,No
032-191-020,0,Yes
080-113-024,,No
025-442-005,,No
080-132-010,,No
080-132-009,,No
080-113-026,,No
080-131-007,,No
025-592-011,,No
025-651-007,,No
025-591-009,,No
032-430-022,0,Yes
025-597-001,,No
080-133-001,,No
025-593-004,,No
025-592-007,,No
032-272-001,0,Yes
080-113-046,,No
032-276-010,0,Yes
032-142-002,0,Yes
032-275-002,0,Yes
080-132-028,,No
025-593-007,,No
025-721-002,,No
080-114-023,,No
025-594-007,,No
080-113-042,,No
032-141-012,0,Yes
032-275-005,0,Yes
032-050-062,,No
032-191-015,0,Yes
025-603-001,,No
032-279-002,0,Yes
025-721-006,,No
025-595-008,,No
032-279-003,0,Yes
080-114-003,,No
032-192-005,0,Yes
032-278-042,0,Yes
025-721-008,,No
032-241-013,0,Yes
025-601-006,,No
080-114-014,,No
032-242-009,0,Yes
032-242-010,0,Yes
025-603-004,,No
080-115-005,,No
032-050-075,,No
025-602-003,,No
032-201-003,0,Yes
032-201-017,0,Yes
032-050-078,,No
032-278-009,0,Yes
032-278-035,0,Yes
032-277-037,0,Yes
032-277-008,0,Yes
032-277-036,0,Yes
025-602-005,,No
032-142-013,0,Yes
032-312-001,0,Yes
021-031-008,,No
025-792-038,,No
032-278-013,0,Yes
032-242-018,0,Yes
032-278-014,0,Yes
032-277-012,0,Yes
032-277-013,0,Yes
025-726-002,,No
032-278-016,0,Yes
032-277-014,0,Yes
032-278-017,0,Yes
032-277-015,0,Yes
032-242-022,0,Yes
080-181-004,,No
080-181-006,,No
025-792-034,,No
032-251-028,0,Yes
080-192-003,,No
080-192-026,,No
080-151-014,,No
080-151-021,,No
080-142-004,,No
025-612-001,,No
032-278-025,0,Yes
080-151-009,,No
025-726-005,,No
032-252-001,0,Yes
032-313-035,0,Yes
025-612-002,,No
032-252-002,0,Yes
025-792-019,,No
025-791-004,,No
032-278-021,0,Yes
080-183-009,,No
080-172-021,,No
021-050-004,,No
080-144-048,,No
080-144-047,,No
032-371-015,0,Yes
025-792-020,,No
080-193-005,,No
080-192-009,,No
032-371-018,0,Yes
025-734-024,,No
080-183-013,,No
080-183-002,,No
080-172-002,,No
080-182-005,,No
025-792-022,,No
080-152-011,,No
080-144-003,,No
080-152-009,,No
025-791-006,,No
025-792-023,,No
032-283-005,0,Yes
032-151-013,0,Yes
032-371-005,0,Yes
025-793-014,,No
025-733-003,,No
080-192-013,,No
025-734-005,,No
032-311-008,0,Yes
080-145-002,,No
080-145-005,,No
080-145-007,,No
080-163-039,,No
032-050-019,,No
032-283-008,0,Yes
025-733-011,,No
032-281-004,0,Yes
080-145-025,,No
032-283-009,0,Yes
025-732-014,,No
032-252-011,0,Yes
080-154-002,,No
025-735-007,,No
025-733-010,,No
080-154-020,,No
080-145-023,,No
032-283-011,0,Yes
032-281-044,0,Yes
032-151-006,0,Yes
080-175-007,,No
032-282-010,0,Yes
032-282-046,0,Yes
025-731-005,,No
032-314-027,0,Yes
080-163-030,,No
080-175-006,,No
080-154-005,,No
032-311-006,0,Yes
025-733-007,,No
032-090-002,0,Yes
032-050-074,,No
032-281-041,0,Yes
025-801-003,,No
025-622-005,,No
025-804-006,,No
032-211-018,0,Yes
080-155-025,,No
080-143-010,,No
032-152-009,0,Yes
032-282-014,0,Yes
032-281-012,0,Yes
032-252-018,0,Yes
025-804-005,,No
032-321-001,,No
080-146-010,,No
025-744-002,,No
080-174-002,,No
032-221-010,0,Yes
032-381-001,0,Yes
080-144-054,,No
080-144-018,,No
025-744-003,,No
032-282-017,0,Yes
080-146-008,,No
032-152-016,0,Yes
025-803-003,,No
080-163-025,,No
080-155-034,,No
032-313-045,0,Yes
080-154-011,,No
080-146-007,,No
032-161-012,0,Yes
032-152-018,0,Yes
032-322-009,,No
080-155-030,,No
032-251-003,0,Yes
032-283-022,0,Yes
080-155-005,,No
025-744-005,,No
032-251-032,0,Yes
025-804-012,,No
032-283-029,0,Yes
025-741-005,,No
032-251-034,0,Yes
025-801-008,,No
080-148-005,,No
080-148-003,,No
025-744-006,,No
032-323-004,,No
021-060-007,,No
025-741-004,,No
025-811-001,,No
032-281-022,0,Yes
025-811-002,,No
032-162-002,0,Yes
032-100-006,,No
021-060-019,,No
032-282-026,0,Yes
025-743-017,,No
025-743-011,,No
025-743-016,,No
032-282-027,0,Yes
032-311-001,0,Yes
025-744-010,,No
025-745-010,,No
025-814-005,,No
032-162-013,0,Yes
032-323-010,,No
025-814-006,,No
032-323-009,,No
025-757-001,,No
025-814-007,,No
032-333-006,,No
032-332-003,,No
032-221-006,0,Yes
025-821-006,,No
025-755-009,,No
032-332-002,,No
025-755-008,,No
025-812-007,,No
032-264-001,0,Yes
025-821-008,,No
025-813-010,,No
025-812-006,,No
032-161-006,0,Yes
025-831-004,,No
025-755-005,,No
032-262-011,0,Yes
032-343-006,,No
025-812-005,,No
025-756-009,,No
032-264-013,0,Yes
025-755-003,,No
025-811-010,,No
025-812-020,,No
032-342-010,,No
032-100-005,0,Yes
025-753-002,,No
032-262-006,0,Yes
025-812-021,,No
025-831-008,,No
025-815-016,,No
032-171-002,0,Yes
032-344-003,,No
032-171-007,0,Yes
032-262-001,0,Yes
025-754-007,,No
025-833-003,,No
025-812-024,,No
032-172-002,0,Yes
032-352-006,,No
032-172-001,0,Yes
021-261-034,,No
021-270-001,,No
021-261-028,,No
021-261-029,,No
032-361-002,,No
032-362-009,,No
032-362-008,,No
032-181-003,0,Yes
021-261-012,,No
032-363-001,,No
032-364-001,,No
032-364-006,,No
032-060-015,,No
021-281-018,,No
033-713-001,,No
033-050-015,,No
080-071-003,,No
080-071-033,,No
080-061-009,,No
021-301-001,,No
033-712-021,,No
033-854-001,,No
033-855-001,,No
021-290-001,,No
033-856-007,,No
033-856-011,,No
080-081-032,,No
080-081-034,,No
033-851-006,,No
033-565-003,,No
033-565-006,,No
033-771-006,,No
080-081-001,,No
033-857-019,,No
033-711-004,,No
080-081-006,,No
033-712-007,,No
033-854-022,,No
080-061-002,,No
021-301-014,,No
080-071-022,,No
033-852-004,,No
033-561-008,,No
033-564-013,,No
033-564-012,,No
080-071-017,,No
080-071-020,,No
033-855-010,,No
033-711-001,,No
033-561-007,,No
033-785-001,,No
033-564-009,,No
033-715-003,,No
033-854-012,,No
033-852-008,,No
033-857-013,,No
033-712-010,,No
033-771-001,,No
033-715-001,,No
080-102-001,,No
080-103-002,,No
033-852-010,,No
021-130-003,,No
080-102-016,,No
033-861-001,,No
033-861-002,,No
033-863-028,,No
021-311-017,,No
080-102-014,,No
033-575-007,,No
033-861-003,,No
033-572-008,,No
033-862-026,,No
080-050-012,,No
033-705-008,,No
033-864-020,,No
080-103-009,,No
033-863-025,,No
033-863-004,,No
033-862-024,,No
033-862-005,,No
033-863-024,,No
080-092-008,,No
080-104-019,,No
033-571-009,,No
080-104-018,,No
033-862-022,,No
080-104-017,,No
033-572-004,,No
033-881-004,,No
033-571-003,,No
033-571-001,,No
033-884-004,,No
033-864-014,,No
033-703-011,,No
033-884-007,,No
033-783-012,,No
033-862-011,,No
033-863-011,,No
033-861-012,,No
033-703-010,,No
033-881-009,,No
033-691-007,,No
033-783-016,,No
033-783-004,,No
080-050-008,,No
033-781-014,,No
033-871-001,,No
033-882-005,,No
033-873-029,,No
033-693-008,,No
033-693-005,,No
033-692-009,,No
033-691-012,,No
033-882-007,,No
021-321-006,,No
033-873-012,,No
033-692-011,,No
033-792-034,,No
033-871-006,,No
033-874-001,,No
033-792-003,,No
033-691-016,,No
033-873-018,,No
033-874-007,,No
033-876-009,,No
033-682-001,,No
033-682-015,,No
033-720-020,,No
033-682-013,,No
033-876-001,,No
033-685-005,,No
033-684-005,,No
033-242-010,,No
033-682-018,,No
033-242-011,,No
021-331-011,,No
033-682-019,,No
033-685-002,,No
033-684-001,,No
033-241-002,,No
033-243-003,,No
033-241-001,,No
021-350-002,,No
033-275-007,,No
033-792-012,,No
033-273-023,,No
021-371-003,,No
033-246-007,,No
033-624-002,,No
021-350-004,,No
033-273-001,,No
033-672-011,,No
021-371-005,,No
033-245-002,,No
033-273-004,,No
033-275-010,,No
033-244-010,,No
033-678-007,,No
033-245-004,,No
033-276-006,,No
033-272-019,,No
033-792-017,,No
033-251-016,,No
021-150-001,,No
033-792-020,,No
033-275-013,,No
033-678-004,,No
033-623-004,,No
033-673-004,,No
033-673-006,,No
033-623-002,,No
033-673-010,,No
033-255-005,,No
033-254-014,,No
033-673-008,,No
033-273-011,,No
033-284-004,,No
033-275-017,,No
033-251-025,,No
033-801-011,,No
033-254-005,,No
033-622-001,,No
033-801-013,,No
033-282-002,,No
033-801-015,,No
033-661-002,,No
033-811-002,,No
033-801-017,,No
033-801-018,,No
033-651-013,,No
033-332-022,,No
033-662-009,,No
033-283-010,,No
033-333-012,,No
033-661-022,,No
033-253-003,,No
033-333-011,,No
033-662-012,,No
033-661-010,,No
033-523-008,,No
033-522-002,,No
033-523-006,,No
033-332-011,,No
021-391-005,,No
033-814-010,,No
033-333-008,,No
033-523-011,,No
033-642-011,,No
021-170-010,,No
021-170-012,,No
033-333-006,,No
033-642-009,,No
033-662-017,,No
033-643-013,,No
033-524-015,,No
033-523-024,,No
021-170-013,,No
033-544-006,,No
033-524-008,,No
021-391-007,,No
033-642-006,,No
033-542-007,,No
033-814-006,,No
033-332-016,,No
033-643-022,,No
021-180-029,,No
033-643-023,,No
033-643-020,,No
033-813-004,,No
033-643-026,,No
033-643-005,,No
033-521-002,,No
033-631-019,,No
033-643-003,,No
033-631-014,,No
033-552-002,,No
033-532-007,,No
033-552-016,,No
033-813-006,,No
033-644-008,,No
021-201-003,,No
014-200-009,,No
021-180-028,,No
014-130-008,,No
033-814-001,,No
014-130-006,,No
033-552-007,,No
021-201-008,,No
014-310-011,,No
081-151-020,,No
014-310-009,,No
021-420-041,,No
081-151-022,,No
021-410-015,,No
033-504-006,,No
081-153-009,,No
033-442-012,,No
033-502-010,,No
081-152-004,,No
081-151-025,,No
033-442-015,,No
033-442-007,,No
033-442-004,,No
033-442-030,,No
033-443-006,,No
033-503-006,,No
081-153-006,,No
081-151-028,,No
081-152-002,,No
033-090-015,,No
081-151-012,,No
033-504-002,,No
033-441-017,,No
033-501-006,,No
033-502-003,,No
033-442-020,,No
081-153-002,,No
033-442-021,,No
033-441-001,,No
033-511-009,,No
033-502-019,,No
033-503-001,,No
033-453-003,,No
033-511-007,,No
033-453-019,,No
081-151-005,,No
033-514-010,,No
033-451-013,,No
081-141-001,,No
033-512-005,,No
033-454-008,,No
033-513-003,,No
081-142-007,,No
033-511-018,,No
033-455-003,,No
033-180-003,,No
033-452-005,,No
033-180-031,,No
033-191-007,,No
033-201-013,,No
033-451-010,,No
033-452-009,,No
033-191-008,,No
081-042-009,,No
033-484-018,,No
033-191-005,,No
033-484-019,,No
033-201-011,,No
033-465-016,,No
033-201-031,,No
033-202-007,,No
033-461-007,,No
033-201-028,,No
033-292-012,,No
033-484-001,,No
033-202-008,,No
033-201-027,,No
014-210-001,,No
033-465-013,,No
033-202-003,,No
033-291-013,,No
033-202-009,,No
033-291-014,,No
033-484-005,,No
081-042-005,,No
033-292-004,,No
081-043-014,,No
081-043-006,,No
081-041-009,,No
081-053-013,,No
033-292-003,,No
033-471-001,,No
033-494-018,,No
033-213-001,,No
033-472-001,,No
033-481-028,,No
033-212-001,,No
033-474-007,,No
033-481-016,,No
033-473-010,,No
033-212-006,,No
033-494-005,,No
033-494-002,,No
033-493-012,,No
033-474-010,,No
033-214-006,,No
033-494-011,,No
033-213-004,,No
033-494-008,,No
033-213-007,,No
033-475-003,,No
033-492-016,,No
033-306-003,,No
033-475-004,,No
081-053-006,,No
033-305-018,,No
033-211-005,,No
033-471-014,,No
033-216-002,,No
033-217-001,,No
033-305-017,,No
033-491-001,,No
033-233-012,,No
033-234-003,,No
033-493-001,,No
081-053-002,,No
033-222-019,,No
033-306-008,,No
033-233-011,,No
033-341-002,,No
033-342-002,,No
033-351-017,,No
033-233-015,,No
081-062-014,,No
033-305-007,,No
033-233-009,,No
033-306-010,,No
033-233-017,,No
033-343-011,,No
033-343-002,,No
033-313-001,,No
081-062-004,,No
033-222-016,,No
033-222-003,,No
033-232-008,,No
033-352-013,,No
033-343-017,,No
033-233-020,,No
033-233-005,,No
033-232-009,,No
033-232-010,,No
081-062-008,,No
033-353-019,,No
033-362-011,,No
033-362-013,,No
033-362-006,,No
033-362-009,,No
033-312-004,,No
033-312-016,,No
081-064-004,,No
033-353-026,,No
033-392-001,,No
033-362-018,,No
033-362-020,,No
033-354-013,,No
033-312-014,,No
033-401-002,,No
033-313-009,,No
033-312-013,,No
033-354-007,,No
033-312-012,,No
033-363-023,,No
033-363-015,,No
033-354-001,,No
033-401-007,,No
033-734-001,,No
033-311-002,,No
033-401-010,,No
081-073-012,,No
033-363-009,,No
033-363-008,,No
081-073-007,,No
033-733-006,,No
081-072-020,,No
033-591-002,,No
033-734-007,,No
033-732-004,,No
033-734-004,,No
081-121-004,,No
033-362-046,,No
033-323-001,,No
033-591-003,,No
081-122-004,,No
033-402-002,,No
033-322-001,,No
033-735-002,,No
033-371-017,,No
033-371-015,,No
033-324-001,,No
033-324-002,,No
033-413-011,,No
033-822-014,,No
033-735-011,,No
081-073-020,,No
081-085-010,,No
033-737-004,,No
033-371-012,,No
033-825-001,,No
081-085-013,,No
033-413-023,,No
081-083-005,,No
033-735-008,,No
033-411-005,,No
081-083-009,,No
033-736-004,,No
033-825-003,,No
033-742-019,,No
081-132-004,,No
033-592-002,,No
033-754-010,,No
033-741-005,,No
081-086-002,,No
081-085-017,,No
033-742-004,,No
033-372-018,,No
033-372-009,,No
081-082-004,,No
033-752-003,,No
081-102-013,,No
033-754-008,,No
033-372-016,,No
081-087-004,,No
033-742-015,,No
033-741-007,,No
033-372-012,,No
033-826-003,,No
081-102-020,,No
033-742-013,,No
081-132-008,,No
033-414-009,,No
033-821-013,,No
033-414-001,,No
081-087-001,,No
033-752-006,,No
081-101-007,,No
033-421-003,,No
033-383-004,,No
033-827-002,,No
033-581-017,0,Yes
033-581-002,0,Yes
033-422-014,,No
033-742-009,,No
033-423-010,,No
033-581-025,0,Yes
081-091-007,,No
081-092-011,,No
033-821-008,,No
033-421-005,,No
081-091-001,,No
081-132-018,,No
081-102-003,,No
033-382-003,,No
033-754-002,,No
033-382-004,,No
081-092-008,,No
081-102-029,,No
033-582-007,0,Yes
034-711-013,,No
034-711-011,,No
034-711-010,,No
030-321-004,,No
033-382-006,,No
033-381-005,,No
033-583-002,0,Yes
033-421-008,,No
034-753-021,0,Yes
033-603-003,0,Yes
081-093-017,,No
034-202-005,0,Yes
034-202-006,0,Yes
034-771-007,,No
033-423-005,,No
034-201-001,0,Yes
034-713-001,,No
033-834-003,,No
033-422-007,,No
033-422-024,,No
034-223-006,0,Yes
034-751-003,0,Yes
014-190-008,,No
034-221-025,0,Yes
081-111-010,,No
034-223-004,0,Yes
033-425-003,,No
034-754-003,0,Yes
034-712-003,,No
034-203-003,0,Yes
034-754-006,0,Yes
081-093-004,,No
034-713-023,,No
033-832-001,,No
034-754-007,0,Yes
034-201-004,0,Yes
034-772-018,0,Yes
034-221-028,0,Yes
034-753-013,0,Yes
081-103-022,,No
081-093-001,,No
034-791-006,0,Yes
034-762-014,0,Yes
034-713-006,,No
081-094-009,,No
033-841-007,,No
033-422-033,,No
034-772-023,0,Yes
033-425-005,,No
081-111-006,,No
034-201-007,0,Yes
034-712-007,,No
033-433-011,,No
081-094-002,,No
081-113-003,,No
033-841-018,,No
034-772-009,0,Yes
034-712-009,,No
081-111-004,,No
033-831-002,,No
033-431-002,,No
034-204-003,0,Yes
034-222-004,0,Yes
081-114-003,,No
081-111-003,,No
034-802-002,0,Yes
034-714-011,,No
034-704-016,,No
034-704-015,,No
034-704-014,,No
034-704-013,,No
034-714-012,,No
081-114-001,,No
033-842-022,,No
034-704-012,,No
033-432-004,,No
033-432-009,,No
033-431-004,,No
034-704-017,,No
034-221-004,0,Yes
034-704-006,,No
034-221-033,0,Yes
034-724-004,,No
033-433-018,,No
034-212-009,0,Yes
034-782-005,0,Yes
034-802-005,0,Yes
034-803-009,0,Yes
033-841-036,,No
033-841-026,,No
033-841-034,,No
034-781-011,0,Yes
081-112-010,0,Yes
081-112-017,,No
033-433-005,,No
034-722-012,,No
034-722-010,,No
034-725-004,,No
034-722-018,,No
034-784-002,0,Yes
034-722-008,,No
034-803-001,0,Yes
033-841-049,,No
034-212-005,0,Yes
034-801-016,0,Yes
034-211-005,0,Yes
034-503-001,,No
034-722-033,,No
034-434-009,,No
034-722-028,,No
034-722-027,,No
034-224-015,0,Yes
034-722-038,,No
034-215-003,0,Yes
034-503-003,,No
034-502-007,,No
034-801-003,0,Yes
034-433-001,,No
034-473-012,,No
034-215-002,0,Yes
034-502-006,,No
034-391-003,0,Yes
034-682-030,,No
034-231-012,0,Yes
034-682-007,,No
034-721-001,,No
034-473-014,,No
034-030-004,0,Yes
034-232-010,0,Yes
034-433-004,,No
034-683-002,0,Yes
034-433-005,,No
034-392-005,0,Yes
034-682-009,,No
034-472-016,,No
034-471-005,,No
034-232-013,0,Yes
034-474-005,,No
034-502-014,,No
034-683-005,0,Yes
034-475-004,,No
034-254-012,0,Yes
034-436-002,,No
034-474-015,,No
034-474-003,,No
034-683-007,0,Yes
034-683-017,,No
034-233-003,0,Yes
034-572-012,,No
034-683-008,0,Yes
034-432-005,,No
034-683-010,0,Yes
034-513-015,,No
034-391-006,0,Yes
034-401-021,0,Yes
034-233-006,0,Yes
034-472-001,,No
034-432-011,,No
034-692-015,,No
034-431-002,,No
034-733-002,,No
034-692-013,,No
034-515-001,,No
034-572-008,,No
034-513-013,,No
034-521-012,,No
034-611-011,,No
034-611-014,,No
034-611-015,,No
034-734-013,,No
034-734-012,,No
034-734-006,,No
034-611-009,,No
034-254-006,0,Yes
034-431-004,,No
034-266-031,0,Yes
034-521-010,,No
034-692-026,,No
034-571-011,,No
034-372-015,0,Yes
034-692-031,,No
034-734-003,,No
034-734-017,,No
034-732-001,,No
034-691-002,0,Yes
034-612-004,,No
034-612-001,,No
034-243-008,0,Yes
034-431-005,,No
034-261-007,0,Yes
034-242-002,0,Yes
034-571-013,,No
034-253-008,0,Yes
034-572-004,,No
034-652-002,,No
034-693-005,0,Yes
034-242-001,0,Yes
034-372-017,0,Yes
034-266-004,0,Yes
034-532-002,,No
034-543-008,,No
034-266-025,0,Yes
034-270-022,0,Yes
034-372-007,0,Yes
034-515-008,,No
034-092-002,0,Yes
034-091-002,0,Yes
034-532-003,,No
034-382-024,0,Yes
034-081-005,0,Yes
034-372-010,0,Yes
034-513-006,,No
034-265-025,0,Yes
034-532-004,,No
034-653-004,,No
034-264-005,0,Yes
034-613-001,,No
034-266-022,0,Yes
034-512-011,,No
034-372-009,0,Yes
034-265-005,0,Yes
034-094-004,0,Yes
034-093-005,0,Yes
034-571-017,,No
034-252-023,0,Yes
034-543-006,,No
034-122-004,,No
034-265-022,0,Yes
034-266-010,0,Yes
034-613-009,,No
034-611-002,,No
034-651-005,,No
034-265-021,0,Yes
034-382-016,0,Yes
034-264-001,0,Yes
034-653-014,,No
034-096-002,0,Yes
034-122-006,,No
034-586-002,,No
034-382-001,0,Yes
034-584-008,,No
034-513-029,,No
034-542-020,,No
034-265-019,0,Yes
034-382-009,0,Yes
034-081-001,0,Yes
034-584-014,,No
034-651-007,,No
034-112-016,0,Yes
034-654-011,,No
034-383-001,0,Yes
034-083-007,0,Yes
034-265-011,0,Yes
034-263-004,0,Yes
034-551-001,,No
034-651-008,,No
034-584-006,,No
034-097-006,0,Yes
034-531-013,,No
034-513-031,,No
034-112-006,0,Yes
034-442-002,,No
034-265-013,0,Yes
034-083-011,0,Yes
034-121-020,,No
034-263-001,0,Yes
034-443-009,,No
034-561-014,,No
034-112-009,0,Yes
034-283-023,0,Yes
034-663-002,,No
034-662-002,,No
034-284-016,0,Yes
034-283-002,0,Yes
034-584-003,,No
034-295-012,0,Yes
034-384-004,0,Yes
034-123-011,,No
034-453-007,,No
034-123-003,,No
034-283-019,0,Yes
034-097-002,0,Yes
034-132-027,0,Yes
034-532-019,,No
034-532-018,,No
034-661-004,,No
034-664-004,,No
034-664-005,,No
034-454-003,,No
034-132-004,0,Yes
034-824-005,0,Yes
034-283-008,0,Yes
034-824-004,0,Yes
034-664-011,,No
034-101-005,0,Yes
034-131-004,0,Yes
034-551-008,,No
034-121-026,,No
034-132-024,0,Yes
034-295-007,0,Yes
034-531-004,,No
034-452-004,,No
