APN,Id,bonus_unit
080-114-010,,No
080-115-006,,No
032-277-005,0,Yes
025-601-003,,No
032-141-027,0,Yes
025-724-003,,No
032-279-010,0,Yes
025-721-015,,No
032-278-049,0,Yes
032-277-006,0,Yes
032-277-038,0,Yes
080-112-006,,No
025-602-010,,No
032-050-033,,No
032-279-011,0,Yes
032-141-017,0,Yes
025-603-006,,No
032-277-007,0,Yes
025-602-011,,No
025-601-002,,No
032-279-012,0,Yes
021-031-026,,No
032-278-034,0,Yes
080-112-002,,No
032-241-006,0,Yes
021-031-011,,No
025-603-007,,No
025-792-039,,No
032-277-009,0,Yes
032-277-035,0,Yes
032-151-001,0,Yes
032-242-016,0,Yes
025-792-004,,No
032-050-076,,No
025-603-011,,No
021-050-011,,No
025-726-009,,No
032-201-009,0,Yes
021-050-001,,No
032-242-017,0,Yes
025-603-008,,No
025-726-008,,No
025-725-003,,No
025-726-013,,No
032-277-033,0,Yes
032-241-003,0,Yes
025-793-008,,No
025-602-007,,No
032-278-030,0,Yes
025-792-037,,No
032-242-019,0,Yes
080-192-029,,No
032-050-077,,No
025-726-001,,No
032-278-029,0,Yes
021-050-002,,No
080-192-028,,No
025-603-009,,No
032-151-021,0,Yes
032-151-002,0,Yes
032-241-001,0,Yes
032-152-001,0,Yes
032-242-020,0,Yes
025-726-004,,No
025-792-016,,No
032-277-030,0,Yes
025-602-008,,No
025-611-008,,No
080-192-027,,No
025-792-035,,No
032-242-021,0,Yes
032-278-027,0,Yes
025-613-003,,No
032-151-015,0,Yes
032-151-016,0,Yes
032-279-020,0,Yes
025-735-001,,No
080-182-001,,No
080-181-003,,No
080-181-001,,No
080-171-010,,No
080-171-008,,No
080-171-006,,No
025-793-007,,No
032-050-013,,No
080-171-012,,No
032-090-013,0,Yes
080-161-007,,No
080-151-007,,No
080-161-006,,No
080-161-004,,No
032-050-020,,No
032-277-028,0,Yes
080-151-012,,No
080-161-008,,No
032-050-053,,No
025-792-010,,No
032-050-070,,No
080-151-016,,No
032-201-007,0,Yes
021-050-009,,No
080-142-001,,No
021-050-003,,No
080-142-002,,No
080-142-006,,No
080-142-010,,No
080-141-001,,No
025-734-001,,No
032-278-019,0,Yes
080-192-006,,No
032-277-017,0,Yes
032-277-027,0,Yes
025-732-001,,No
032-251-026,0,Yes
025-792-018,,No
032-151-003,0,Yes
080-191-001,,No
032-090-006,0,Yes
032-279-022,0,Yes
032-278-020,0,Yes
032-278-024,0,Yes
032-201-013,0,Yes
032-090-008,0,Yes
032-313-032,0,Yes
032-251-031,0,Yes
032-278-023,0,Yes
032-251-038,0,Yes
032-152-014,0,Yes
080-193-002,,No
032-277-019,0,Yes
032-277-025,0,Yes
080-192-008,,No
025-792-011,,No
080-183-007,,No
080-183-008,,No
021-031-005,,No
080-172-014,,No
080-183-012,,No
032-050-054,,No
080-172-018,,No
032-283-002,0,Yes
080-172-020,,No
080-172-022,,No
025-792-031,,No
032-252-003,0,Yes
080-162-013,,No
032-152-015,0,Yes
025-733-001,,No
080-152-014,,No
080-152-013,,No
025-793-011,,No
080-144-053,,No
080-144-041,,No
080-144-040,,No
025-612-003,,No
080-144-039,,No
025-735-003,,No
032-277-024,0,Yes
025-733-015,,No
032-371-013,0,Yes
080-151-004,,No
025-793-004,,No
032-152-005,0,Yes
021-241-003,,No
025-793-012,,No
032-277-022,0,Yes
025-734-003,,No
032-371-019,0,Yes
025-792-021,,No
032-283-003,0,Yes
025-612-004,,No
032-371-011,0,Yes
032-282-002,0,Yes
080-183-001,,No
080-183-003,,No
080-172-011,,No
080-172-009,,No
080-172-007,,No
080-172-006,,No
080-172-003,,No
080-172-001,,No
080-162-007,,No
032-312-009,0,Yes
080-151-022,,No
080-152-002,,No
080-152-004,,No
080-151-001,,No
080-152-006,,No
080-144-059,,No
032-371-010,0,Yes
080-144-006,,No
025-793-003,,No
080-152-007,,No
032-283-004,0,Yes
080-192-010,,No
080-152-008,,No
032-050-055,,No
021-050-005,,No
025-793-016,,No
080-193-010,,No
025-733-013,,No
080-143-003,,No
032-281-050,0,Yes
025-793-015,,No
080-192-011,,No
032-371-007,0,Yes
032-251-019,0,Yes
025-793-002,,No
025-613-008,,No
080-144-036,,No
025-792-028,,No
032-312-008,0,Yes
025-612-007,,No
080-192-012,,No
025-612-005,,No
032-203-001,0,Yes
032-282-052,0,Yes
032-251-018,0,Yes
032-281-049,0,Yes
025-792-024,,No
025-792-026,,No
080-184-001,,No
080-010-015,,No
080-173-012,,No
080-144-035,,No
032-282-005,0,Yes
080-145-003,,No
080-192-017,,No
080-155-019,,No
032-282-051,0,Yes
080-154-023,,No
080-154-022,,No
080-154-001,,No
032-281-048,0,Yes
032-152-020,0,Yes
080-163-038,,No
032-050-011,,No
080-163-035,,No
080-163-033,,No
025-732-020,,No
080-192-018,,No
032-312-014,0,Yes
032-314-012,0,Yes
080-153-004,,No
021-060-001,,No
032-251-016,0,Yes
025-733-004,,No
025-612-006,,No
080-144-034,,No
080-173-011,,No
025-622-001,,No
080-155-016,,No
032-282-007,0,Yes
032-282-049,0,Yes
080-145-020,,No
032-152-021,0,Yes
025-732-007,,No
032-251-015,0,Yes
032-050-008,,No
080-145-024,,No
080-154-021,,No
080-153-007,,No
080-144-011,,No
032-283-010,0,Yes
032-312-015,0,Yes
025-613-010,,No
080-153-003,,No
032-282-008,0,Yes
080-144-033,,No
025-803-010,,No
032-281-006,0,Yes
025-622-008,,No
032-251-014,0,Yes
080-155-021,,No
080-154-003,,No
025-733-005,,No
080-153-008,,No
025-801-001,,No
025-622-002,,No
032-281-007,0,Yes
080-144-057,,No
032-152-013,0,Yes
080-173-009,,No
032-252-013,0,Yes
025-735-008,,No
080-155-022,,No
080-145-022,,No
080-154-019,,No
025-732-018,,No
032-211-003,0,Yes
025-621-002,,No
032-281-008,0,Yes
025-613-011,,No
025-734-008,,No
025-733-009,,No
025-731-004,,No
080-143-008,,No
032-252-014,0,Yes
032-050-072,,No
080-155-013,,No
025-622-003,,No
032-282-011,0,Yes
025-731-003,,No
025-734-011,,No
032-282-045,0,Yes
025-733-006,,No
080-173-005,,No
032-151-011,0,Yes
032-251-011,0,Yes
025-735-009,,No
080-146-001,,No
025-732-009,,No
032-221-012,0,Yes
032-283-014,0,Yes
025-732-012,,No
025-803-006,,No
025-803-008,,No
032-282-044,0,Yes
025-732-019,,No
025-733-008,,No
080-155-024,,No
032-312-012,0,Yes
032-313-044,0,Yes
080-173-007,,No
080-144-030,,No
080-163-040,,No
025-731-006,,No
025-734-010,,No
025-622-004,,No
032-283-015,0,Yes
080-145-013,,No
032-282-013,0,Yes
080-163-028,,No
080-155-011,,No
032-381-009,0,Yes
080-145-015,,No
032-251-009,0,Yes
025-732-010,,No
032-381-008,0,Yes
080-154-007,,No
032-211-005,0,Yes
032-221-011,0,Yes
080-153-012,,No
080-144-015,,No
080-146-003,,No
080-144-029,,No
032-381-007,0,Yes
025-743-003,,No
025-744-021,,No
032-312-011,0,Yes
032-313-023,0,Yes
080-155-026,,No
025-804-009,,No
032-321-011,,No
080-163-011,,No
032-321-009,,No
025-731-001,,No
032-321-003,,No
032-282-015,0,Yes
032-050-048,,No
080-163-016,,No
032-282-041,0,Yes
025-805-001,,No
032-281-038,0,Yes
032-251-007,0,Yes
080-174-001,,No
080-175-003,,No
025-803-015,,No
032-283-018,0,Yes
032-321-008,,No
080-144-017,,No
032-381-002,0,Yes
025-744-020,,No
025-743-004,,No
080-154-009,,No
080-163-026,,No
025-742-010,,No
025-801-005,,No
021-060-011,,No
080-143-012,,No
025-621-006,,No
032-313-022,0,Yes
032-283-019,0,Yes
032-312-010,0,Yes
080-155-008,,No
025-805-002,,No
032-282-039,0,Yes
032-281-015,0,Yes
032-281-036,0,Yes
025-621-005,,No
080-154-010,,No
025-803-016,,No
032-252-021,0,Yes
032-283-020,0,Yes
080-163-023,,No
080-174-004,,No
080-174-005,,No
032-282-038,0,Yes
025-745-003,,No
080-163-024,,No
032-313-030,0,Yes
080-155-029,,No
032-152-017,0,Yes
021-060-010,,No
021-060-003,,No
080-163-014,,No
032-251-004,0,Yes
080-144-025,,No
080-163-021,,No
080-144-021,,No
032-252-022,0,Yes
025-802-007,,No
025-744-004,,No
032-312-007,0,Yes
025-804-003,,No
021-060-016,,No
032-324-009,,No
025-744-018,,No
032-152-019,0,Yes
032-322-001,,No
032-323-016,,No
025-742-008,,No
032-221-009,0,Yes
025-745-004,,No
032-322-011,,No
032-281-018,0,Yes
032-323-002,,No
025-801-007,,No
025-743-021,,No
025-744-017,,No
032-251-033,0,Yes
032-324-007,,No
032-321-014,,No
080-156-002,,No
025-804-002,,No
032-282-035,0,Yes
032-281-019,0,Yes
032-323-015,,No
032-323-003,,No
025-742-007,,No
025-803-018,,No
025-803-001,,No
080-176-006,,No
080-176-003,,No
080-176-001,,No
080-164-007,,No
080-164-006,,No
080-164-004,,No
021-060-008,,No
021-060-005,,No
080-164-012,,No
025-744-016,,No
080-155-003,,No
032-281-020,0,Yes
080-155-002,,No
025-802-009,,No
032-281-031,0,Yes
080-147-006,,No
080-147-004,,No
080-147-001,,No
080-147-002,,No
032-322-003,,No
025-743-008,,No
032-221-008,0,Yes
032-323-014,,No
032-281-021,0,Yes
025-821-026,,No
032-261-012,0,Yes
025-814-013,,No
025-745-007,,No
032-230-004,0,Yes
025-742-015,,No
080-040-003,,No
025-813-019,,No
032-283-026,0,Yes
032-261-011,0,Yes
025-744-007,,No
032-282-032,0,Yes
032-281-029,0,Yes
032-314-002,0,Yes
032-314-003,0,Yes
032-314-032,0,Yes
032-261-013,0,Yes
025-821-001,,No
025-743-018,,No
032-221-004,0,Yes
032-282-031,0,Yes
032-324-004,,No
032-283-027,0,Yes
025-821-025,,No
025-822-002,,No
032-161-003,0,Yes
025-744-013,,No
032-282-059,0,Yes
032-323-012,,No
032-230-002,0,Yes
025-821-002,,No
025-812-011,,No
025-744-009,,No
032-324-003,,No
032-282-028,0,Yes
025-744-012,,No
025-741-002,,No
025-742-003,,No
025-814-004,,No
025-812-012,,No
021-060-020,,No
025-813-016,,No
032-324-002,,No
025-814-009,,No
032-263-003,0,Yes
025-743-015,,No
025-742-002,,No
032-221-005,0,Yes
032-331-001,,No
025-812-013,,No
032-284-006,0,Yes
032-324-001,,No
025-742-019,,No
032-284-004,0,Yes
025-821-004,,No
025-822-004,,No
032-161-004,0,Yes
025-821-022,,No
025-812-014,,No
032-341-011,,No
032-332-004,,No
025-756-017,,No
025-755-011,,No
025-812-009,,No
025-756-002,,No
025-821-021,,No
025-756-003,,No
025-813-013,,No
032-162-005,0,Yes
032-080-001,,No
032-261-004,0,Yes
025-756-016,,No
025-755-010,,No
025-831-001,,No
025-821-020,,No
032-162-006,0,Yes
032-331-003,,No
032-333-005,,No
025-811-006,,No
025-812-017,,No
025-813-008,,No
032-263-011,0,Yes
025-756-005,,No
025-831-002,,No
032-343-001,,No
025-813-011,,No
032-333-004,,No
025-831-033,,No
032-263-010,0,Yes
025-757-003,,No
025-813-009,,No
032-162-012,0,Yes
025-815-009,,No
032-162-011,0,Yes
032-341-008,,No
025-755-007,,No
032-333-003,,No
025-821-018,,No
032-161-007,0,Yes
025-815-010,,No
025-815-008,,No
032-162-010,0,Yes
032-343-004,,No
025-752-003,,No
032-333-002,,No
032-262-012,0,Yes
032-264-003,0,Yes
025-832-001,,No
032-100-004,0,Yes
025-832-003,,No
032-342-007,,No
025-752-002,,No
025-756-011,,No
021-251-014,,No
025-821-016,,No
032-264-004,0,Yes
025-757-006,,No
025-815-012,,No
025-811-009,,No
025-832-012,,No
032-342-008,,No
032-333-001,,No
032-264-005,0,Yes
032-100-007,,No
032-341-005,,No
025-832-008,,No
032-262-009,0,Yes
025-755-019,,No
032-342-009,,No
025-757-007,,No
025-821-012,,No
032-262-008,0,Yes
032-171-001,0,Yes
025-812-004,,No
032-341-004,,No
025-755-020,,No
032-262-007,0,Yes
025-831-021,,No
032-264-008,0,Yes
025-821-013,,No
025-831-022,,No
025-831-036,,No
025-831-025,,No
025-831-023,,No
025-755-022,,No
032-342-011,,No
025-815-015,,No
021-251-020,,No
025-831-037,,No
032-060-011,,No
032-171-008,0,Yes
025-831-020,,No
032-264-010,0,Yes
032-060-017,,No
025-831-019,,No
025-831-017,,No
025-831-013,,No
032-341-002,,No
032-264-011,0,Yes
025-811-013,,No
032-342-002,,No
025-754-004,,No
032-173-005,0,Yes
032-341-001,,No
032-342-013,,No
032-173-003,0,Yes
025-754-005,,No
032-344-004,,No
025-833-002,,No
032-342-001,,No
025-833-013,,No
025-812-023,,No
025-812-026,,No
025-833-007,,No
025-833-006,,No
025-833-004,,No
032-173-008,0,Yes
032-171-004,0,Yes
025-812-001,,No
032-354-001,,No
032-173-009,0,Yes
032-354-014,,No
032-351-003,,No
032-100-013,,No
032-352-003,,No
021-251-018,,No
032-352-007,,No
032-353-009,,No
032-361-007,,No
021-261-006,,No
032-100-012,,No
032-354-006,,No
032-361-006,,No
021-261-002,,No
032-361-005,,No
032-362-001,,No
032-361-004,,No
032-353-012,,No
032-361-003,,No
032-352-010,,No
032-353-013,,No
032-181-001,0,Yes
021-261-030,,No
021-261-015,,No
021-261-023,,No
032-353-014,,No
021-100-003,,No
032-362-004,,No
032-353-015,,No
021-261-020,,No
032-362-007,,No
032-353-017,,No
032-060-014,,No
032-362-012,,No
021-270-005,,No
021-261-032,,No
021-261-016,,No
021-270-006,,No
032-363-002,,No
021-261-018,,No
021-270-007,,No
032-365-002,,No
032-060-013,,No
021-281-019,,No
032-060-010,,No
021-281-011,,No
030-190-001,,No
025-171-003,,No
014-071-001,,No
080-050-002,,No
033-851-001,,No
033-713-008,,No
033-853-004,,No
033-853-005,,No
032-181-008,0,Yes
033-853-007,,No
080-071-002,,No
033-853-010,,No
080-071-004,,No
080-071-032,,No
033-853-014,,No
080-061-008,,No
033-851-002,,No
033-110-011,,No
033-712-002,,No
033-713-006,,No
021-301-010,,No
080-061-006,,No
080-071-030,,No
033-856-002,,No
033-856-004,,No
033-854-028,,No
033-713-005,,No
080-071-008,,No
033-050-001,0,Yes
080-071-029,,No
080-071-009,,No
033-854-027,,No
033-711-007,,No
080-061-005,,No
021-100-005,,No
033-030-006,,No
021-301-019,,No
033-856-012,,No
033-712-019,,No
033-714-001,,No
080-061-011,,No
080-081-035,,No
080-081-033,,No
033-856-008,,No
033-855-003,,No
080-061-004,,No
033-854-025,,No
033-565-001,,No
033-565-002,,No
033-565-005,,No
033-565-008,,No
080-081-028,,No
033-711-005,,No
033-010-021,,No
080-071-012,,No
033-712-006,,No
021-301-012,,No
080-081-002,,No
033-712-017,,No
033-854-024,,No
033-854-005,,No
021-301-022,,No
033-855-005,,No
080-071-013,,No
033-857-001,,No
033-857-002,,No
033-854-023,,No
080-071-024,,No
021-301-021,,No
021-301-013,,No
080-071-014,,No
033-561-011,,No
080-081-024,,No
033-563-001,,No
080-082-020,,No
080-081-008,,No
033-852-003,,No
033-855-007,,No
080-082-019,,No
080-081-009,,No
033-565-013,,No
033-563-002,,No
033-855-021,,No
080-082-018,,No
033-857-004,,No
033-010-019,,No
080-082-001,,No
080-061-001,,No
033-561-009,,No
033-771-005,,No
033-854-020,,No
033-854-009,,No
080-081-011,,No
033-715-005,,No
021-311-012,,No
033-855-009,,No
033-857-005,,No
080-082-016,,No
033-712-013,,No
080-061-016,,No
033-771-004,,No
033-771-009,,No
033-715-004,,No
033-857-015,,No
033-857-006,,No
080-081-019,,No
080-083-005,,No
021-311-030,,No
021-311-014,,No
080-082-014,,No
080-071-018,,No
033-852-007,,No
033-855-018,,No
033-855-011,,No
033-857-014,,No
080-083-004,,No
080-082-013,,No
033-712-011,,No
033-854-017,,No
021-130-001,,No
033-712-009,,No
080-082-007,,No
080-081-015,,No
080-081-017,,No
033-702-008,,No
080-083-003,,No
033-855-012,,No
033-857-008,,No
080-092-001,,No
033-564-004,,No
080-082-011,,No
021-130-002,,No
080-083-002,,No
033-562-001,,No
021-311-031,,No
033-564-003,,No
033-857-009,,No
080-092-013,,No
033-703-017,,No
080-083-001,,No
033-784-005,,No
033-564-002,,No
080-092-002,,No
033-854-014,,No
080-102-002,,No
033-855-015,,No
080-082-009,,No
033-857-010,,No
080-103-021,,No
080-102-003,,No
080-101-007,,No
033-784-004,,No
080-103-004,,No
033-703-016,,No
033-785-006,,No
080-102-004,,No
033-862-028,,No
080-091-003,,No
033-702-006,,No
033-561-003,,No
080-103-019,,No
033-863-001,,No
080-092-011,,No
080-092-004,,No
080-101-006,,No
033-561-001,,No
033-862-027,,No
033-862-002,,No
033-573-001,,No
033-572-007,,No
033-864-002,,No
080-103-007,,No
021-311-019,,No
021-311-020,,No
080-103-017,,No
080-092-010,,No
033-862-003,,No
080-091-004,,No
033-575-009,,No
021-311-023,,No
033-572-006,,No
080-102-012,,No
033-863-003,,No
033-864-003,,No
080-103-016,,No
033-572-010,,No
080-104-022,,No
080-102-008,,No
080-092-009,,No
025-171-005,,No
033-575-003,,No
033-861-005,,No
033-864-004,,No
080-092-007,,No
080-103-010,,No
021-311-006,,No
021-311-010,,No
033-781-004,,No
021-311-034,,No
033-861-006,,No
080-104-020,,No
033-864-018,,No
033-705-006,,No
033-575-001,,No
033-572-005,,No
033-573-003,,No
033-862-023,,No
033-702-003,,No
033-703-013,,No
033-861-007,,No
080-104-007,,No
033-864-017,,No
033-571-006,,No
033-571-008,,No
033-705-005,,No
080-102-010,,No
033-862-007,,No
080-104-001,,No
033-863-007,,No
033-861-008,,No
033-703-005,,No
033-705-004,,No
033-884-002,,No
080-104-009,,No
033-863-021,,No
033-703-007,,No
033-864-015,,No
033-571-005,,No
033-571-004,,No
080-104-015,,No
080-104-010,,No
033-574-004,,No
080-104-014,,No
033-705-003,,No
033-573-005,,No
033-862-009,,No
033-863-020,,No
033-863-009,,No
033-861-010,,No
033-781-007,,No
033-884-005,,No
033-884-006,,No
033-863-019,,No
033-881-003,,No
033-705-002,,No
033-864-013,,No
033-884-012,,No
021-321-023,,No
033-572-002,,No
080-050-010,,No
033-572-001,,No
033-781-009,,No
033-783-013,,No
033-783-008,,No
033-881-008,,No
033-781-010,,No
021-321-013,,No
033-862-012,,No
033-863-017,,No
033-863-012,,No
033-701-003,,No
033-861-013,,No
033-704-003,,No
033-783-015,,No
033-703-009,,No
033-862-016,,No
033-863-016,,No
033-863-013,,No
033-861-014,,No
021-321-012,,No
033-694-007,,No
033-873-032,,No
033-882-004,,No
033-862-014,,No
033-863-015,,No
033-863-014,,No
033-873-031,,No
080-050-006,,No
033-692-006,,No
033-783-018,,No
033-873-030,,No
033-110-009,,No
033-694-006,,No
033-783-002,,No
033-873-006,,No
033-783-001,,No
033-691-010,,No
033-873-028,,No
033-882-006,,No
033-692-008,,No
033-882-010,,No
033-882-012,,No
033-873-008,,No
033-720-004,,No
033-691-011,,No
033-720-034,,No
033-871-003,,No
033-872-004,,No
033-782-002,,No
033-873-009,,No
033-692-003,,No
033-131-003,0,Yes
033-871-004,,No
033-693-004,,No
033-873-011,,No
033-873-024,,No
033-693-009,,No
033-871-005,,No
033-791-003,,No
033-874-012,,No
033-692-001,,No
033-720-033,,No
033-874-011,,No
033-873-014,,No
033-691-001,,No
033-791-004,,No
033-883-002,,No
033-691-015,,No
033-883-001,,No
033-874-002,,No
033-874-009,,No
033-871-007,,No
033-791-005,,No
033-873-020,,No
033-873-016,,No
033-874-003,,No
033-720-026,,No
033-720-021,,No
033-874-004,,No
033-873-017,,No
021-331-003,,No
033-792-004,,No
033-873-019,,No
033-681-002,,No
033-876-015,,No
033-871-009,,No
033-682-002,,No
033-876-011,,No
033-132-002,0,Yes
033-876-012,,No
033-683-001,,No
033-682-014,,No
033-681-007,,No
033-876-004,,No
033-876-014,,No
033-720-022,,No
033-682-006,,No
033-875-006,,No
033-875-001,,No
033-050-018,,No
025-161-002,,No
025-171-002,,No
033-792-030,,No
021-140-004,,No
033-792-007,,No
033-682-017,,No
033-682-007,,No
033-720-008,,No
033-720-028,,No
033-792-029,,No
033-685-004,,No
033-684-006,,No
033-242-008,,No
033-241-004,,No
021-140-006,,No
033-682-008,,No
021-150-004,,No
033-792-009,,No
033-050-020,0,Yes
033-682-012,,No
033-684-002,,No
033-242-007,,No
033-720-029,,No
033-131-006,0,Yes
033-792-027,,No
021-350-001,,No
033-131-007,0,Yes
033-684-009,,No
033-623-019,,No
033-682-024,,No
033-623-021,,No
033-242-006,,No
033-682-011,,No
033-682-023,,No
033-792-026,,No
033-243-002,,No
033-243-004,,No
033-792-011,,No
033-272-002,,No
033-275-001,,No
033-275-004,,No
033-275-006,,No
033-242-005,,No
033-243-005,,No
033-671-004,,No
033-792-025,,No
033-671-002,,No
033-677-002,,No
033-273-021,,No
033-792-013,,No
033-243-006,,No
033-243-008,,No
033-273-020,,No
021-371-004,,No
033-792-024,,No
033-276-001,,No
033-245-001,,No
033-276-009,,No
033-151-002,0,Yes
033-246-002,,No
033-678-014,,No
033-272-022,,No
033-244-012,,No
033-678-012,,No
033-275-009,,No
033-624-003,,No
033-792-023,,No
033-276-008,,No
033-792-015,,No
033-244-001,,No
033-151-006,0,Yes
033-244-011,,No
033-272-021,,No
033-245-003,,No
033-246-005,,No
033-624-004,,No
033-276-007,,No
033-678-008,,No
033-247-002,,No
033-273-005,,No
033-678-017,,No
033-678-009,,No
033-276-004,,No
033-246-006,,No
033-678-010,,No
033-678-011,,No
033-245-006,,No
033-274-001,,No
033-672-001,,No
021-381-005,,No
033-678-006,,No
021-360-003,,No
033-245-005,,No
033-275-012,,No
033-672-007,,No
033-244-004,,No
033-245-011,,No
033-672-005,,No
033-273-007,,No
033-251-020,,No
033-673-001,,No
033-651-002,,No
033-255-001,,No
033-273-014,,No
033-244-005,,No
033-678-005,,No
033-284-009,,No
033-673-003,,No
033-623-005,,No
033-255-007,,No
033-622-011,,No
033-272-017,,No
033-792-019,,No
033-255-002,,No
033-273-013,,No
033-251-022,,No
033-251-013,,No
033-651-005,,No
033-674-005,,No
033-272-011,,No
033-273-009,,No
033-284-010,,No
033-275-015,,No
033-251-012,,No
033-251-023,,No
033-651-006,,No
033-674-001,,No
033-673-009,,No
033-284-007,,No
033-273-010,,No
033-252-002,,No
033-251-011,,No
033-254-003,,No
033-251-024,,No
033-801-005,,No
033-252-003,,No
033-254-013,,No
033-801-004,,No
033-272-013,,No
033-651-008,,No
033-284-006,,No
033-254-004,,No
033-272-014,,No
033-801-010,,No
033-662-001,,No
033-662-002,,No
033-622-003,,No
033-661-017,,No
033-801-012,,No
033-662-003,,No
033-282-001,,No
033-281-004,,No
033-623-001,,No
033-252-012,,No
033-801-002,,No
033-283-013,,No
033-661-016,,No
033-253-001,,No
033-254-006,,No
033-283-003,,No
033-622-006,,No
033-285-010,,No
033-256-002,,No
033-801-003,,No
033-281-003,,No
033-285-013,,No
033-285-011,,No
033-285-014,,No
033-253-004,,No
033-651-012,,No
033-653-008,,No
033-331-001,,No
033-661-023,,No
021-391-008,,No
033-282-003,,No
033-283-011,,No
033-285-009,,No
033-811-004,,No
033-251-027,,No
033-283-005,,No
033-253-005,,No
033-621-001,,No
033-652-003,,No
033-332-023,,No
033-285-006,,No
033-811-013,,No
033-332-007,,No
033-332-006,,No
033-662-021,,No
021-391-003,,No
033-281-001,,No
033-544-011,,No
033-651-015,,No
033-251-028,,No
021-170-007,,No
033-252-008,,No
021-190-007,,No
033-283-009,,No
033-332-008,,No
033-543-001,,No
033-662-011,,No
033-332-032,,No
033-283-007,,No
033-662-020,,No
033-521-010,,No
033-332-009,,No
033-544-010,,No
033-286-002,,No
033-286-001,,No
033-283-008,,No
021-391-004,,No
033-653-003,,No
033-251-029,,No
033-251-001,,No
033-543-014,,No
033-523-005,,No
033-251-030,,No
033-662-019,,No
033-333-009,,No
033-544-009,,No
033-542-002,,No
033-651-019,,No
033-332-012,,No
033-653-001,,No
033-661-008,,No
033-541-007,,No
033-523-016,,No
033-543-013,,No
033-332-013,,No
033-812-001,,No
033-523-017,,No
033-542-015,,No
033-541-001,,No
033-814-009,,No
033-662-016,,No
033-641-002,,No
021-170-009,,No
021-170-011,,No
033-643-012,,No
033-642-010,,No
033-541-004,,No
033-543-004,,No
033-332-014,,No
033-641-003,,No
033-542-014,,No
033-812-005,,No
033-544-007,,No
021-190-003,,No
033-524-013,,No
021-170-016,,No
033-543-011,,No
033-524-010,,No
033-523-021,,No
033-643-014,,No
021-170-015,,No
033-524-009,,No
033-641-005,,No
033-643-010,,No
033-542-013,,No
033-642-007,,No
033-814-007,,No
033-543-010,,No
033-110-008,,No
033-523-022,,No
033-641-006,,No
033-631-005,,No
033-631-003,,No
021-401-009,,No
033-524-007,,No
033-542-008,,No
033-643-016,,No
033-643-009,,No
033-641-007,,No
033-543-008,,No
033-642-005,,No
033-643-018,,No
033-641-008,,No
033-543-007,,No
033-521-004,,No
033-552-009,,No
033-631-007,,No
033-333-002,,No
021-180-007,,No
021-180-006,,No
021-190-013,,No
033-642-003,,No
021-180-002,,No
021-180-001,,No
033-524-002,,No
033-644-003,,No
033-643-024,,No
033-643-007,,No
021-401-002,,No
033-524-001,,No
033-552-011,,No
033-643-025,,No
033-642-012,,No
021-190-006,,No
033-643-006,,No
033-552-012,,No
033-544-001,,No
021-180-013,,No
033-632-006,,No
033-632-009,,No
033-813-005,,No
033-631-009,,No
033-643-004,,No
033-643-002,,No
033-532-003,,No
021-401-004,,No
033-532-004,,No
021-180-003,,No
033-631-020,,No
033-644-005,,No
033-814-003,,No
033-532-006,,No
033-552-015,,No
021-401-005,,No
033-631-013,,No
033-551-007,,No
033-532-009,,No
021-201-004,,No
033-644-009,,No
033-551-006,,No
033-644-007,,No
014-080-001,,No
033-644-010,,No
021-180-020,,No
033-631-012,,No
033-532-010,,No
033-631-011,,No
021-180-027,,No
033-632-014,,No
033-531-009,,No
033-631-024,,No
021-180-026,,No
014-130-009,,No
014-130-003,,No
014-130-005,,No
033-813-007,,No
030-250-001,,No
081-031-008,,No
033-551-001,,No
030-260-001,,No
030-270-001,,No
021-180-025,,No
021-201-007,,No
081-152-009,,No
021-210-010,,No
033-090-001,,No
014-091-004,,No
033-531-001,,No
081-141-016,,No
081-141-017,,No
033-533-003,,No
014-310-012,,No
081-152-007,,No
014-310-006,,No
021-410-009,,No
081-153-010,,No
014-141-001,,No
033-160-014,,No
081-151-019,,No
081-152-006,,No
081-141-018,,No
033-443-009,,No
021-420-004,,No
033-533-001,,No
081-151-023,,No
033-080-007,,No
014-101-005,,No
033-160-015,,No
081-141-014,,No
033-442-032,,No
014-091-005,,No
021-420-016,,No
033-443-008,,No
033-442-013,,No
021-420-037,,No
081-151-017,,No
033-442-014,,No
081-141-030,,No
081-153-008,,No
021-420-013,,No
081-031-002,,No
033-503-008,,No
021-420-006,,No
033-442-008,,No
033-503-011,,No
033-502-012,,No
021-420-012,,No
081-151-026,,No
021-210-002,,No
021-420-007,,No
081-153-007,,No
021-420-011,,No
081-152-003,,No
033-503-012,,No
021-420-023,,No
033-442-006,,No
033-442-003,,No
021-420-008,,No
033-502-014,,No
033-441-021,,No
033-442-017,,No
033-442-002,,No
033-441-022,,No
081-141-010,,No
033-441-019,,No
033-502-006,,No
033-442-001,,No
033-160-004,,No
081-151-013,,No
081-141-024,,No
033-441-018,,No
033-501-011,,No
033-442-028,,No
081-153-005,,No
033-502-016,,No
033-441-005,,No
081-141-025,,No
033-502-004,,No
033-442-019,,No
021-420-029,,No
033-443-004,,No
033-441-026,,No
081-151-011,,No
081-141-026,,No
081-152-001,,No
033-441-009,,No
021-420-038,,No
033-511-010,,No
021-420-031,,No
033-501-014,,No
081-141-006,,No
033-442-026,,No
033-501-004,,No
033-503-002,,No
033-511-012,,No
033-453-023,,No
033-503-016,,No
021-420-030,,No
081-151-030,,No
