BLOCK_GROUP,SecondaryResidence_Rate,PrimaryResidence_Rate,PersonsPerUnit,HighIncome_Rate,MediumIncome_Rate,LowIncome_Rate
0601703020112020,0.9368160203603243,0.5392491467576792,2.0919472460733974,0.16139240506329114,0.2689873417721519,0.569620253164557
0601703020122020,0.8918248088762599,0.5510791366906475,2.7926480226707975,0.2454308093994778,0.381201044386423,0.3733681462140992
0601703020132020,0.8543813005428159,0.6046511627906976,3.4730386318305917,0.08547008547008547,0.3162393162393162,0.5982905982905983
0601703020212020,0.8471537622682661,0.6179039301310044,2.406754841356287,0.5265017667844523,0.07420494699646643,0.3992932862190813
0601703020222020,0.7447153095879814,0.44815465729349735,2.873888692421221,0.3333333333333333,0.2,0.4666666666666667
0601703020232020,0.741458637026239,0.6586666666666666,2.4879955111067105,0.05668016194331984,0.03643724696356275,0.9068825910931174
0601703030112020,0.9915809368355489,0.4846938775510204,3.320712376048548,0.24210526315789474,0.24736842105263157,0.5105263157894737
0601703030122020,0.8796374897818018,0.7248407643312101,2.41690992507509,0.1616871704745167,0.24253075571177504,0.5957820738137083
0601703030132020,0.49642499642499655,0.7683823529411765,2.0614819949169885,0.22009569377990432,0.11004784688995216,0.6698564593301436
0601703030212020,0.9717655707030206,0.6568047337278107,2.254428585574244,0.024024024024024024,0.4174174174174174,0.5585585585585585
0601703030222020,0.7070117230701172,0.45345744680851063,2.315359087887061,0.49560117302052786,0.11436950146627566,0.39002932551319647
0601703030232020,0.8990245487310067,0.5057251908396947,1.8177599856657192,0.20754716981132076,0.2188679245283019,0.5735849056603773
0601703030242020,0.8204443803203,0.7487001733102253,1.8685354042597335,0.2777777777777778,0.24074074074074073,0.48148148148148145
0601703040212020,0.9877315666789351,0.48,1.8076049019469163,0.25,0.1235632183908046,0.6264367816091954
0601703040222020,0.1337091848719755,0.7386018237082067,1.7669845670717046,0.037037037037037035,0.345679012345679,0.6172839506172839
0601703040232020,0.9601485984464705,0.8813559322033898,2.2645836692930468,0.11217948717948718,0.25961538461538464,0.6282051282051282
0601703040242020,0.468537449598827,0.8330097087378641,2.366134506481076,0.18414918414918416,0.039627039627039624,0.7762237762237763
0601703040252020,0.7666666666666666,0.7407407407407407,2.2950489204494553,0.34,0.47333333333333333,0.18666666666666668
0601703040312020,0.9872155177164269,0.5538793103448276,1.4724871392264205,0.22178988326848248,0.33852140077821014,0.4396887159533074
0601703040322020,0.895862981549447,0.27050359712230215,2.3052040041682584,0.5,0.2074468085106383,0.2925531914893617
0601703040332020,0.9655456005282668,0.2780979827089337,2.41690992507509,0.6217616580310881,0.11917098445595854,0.25906735751295334
0601703040412020,0.9159663865546217,0.5062240663900415,2.823113273827206,0.13934426229508196,0.3524590163934426,0.5081967213114754
0601703040422020,0.9586750588085703,0.6230769230769231,2.2341184181366383,0.5259259259259259,0.1654320987654321,0.30864197530864196
0601703040432020,0.6325831702544029,0.7955182072829131,2.2848938367306526,0.19014084507042253,0.1795774647887324,0.6302816901408451
0601703050212020,0.686242578456319,0.6699266503667481,2.2848938367306526,0.4635036496350365,0.3175182481751825,0.21897810218978103
0601703050222020,0.8781563861499657,0.5020325203252033,2.528615845981922,0.5465587044534413,0.07692307692307693,0.3765182186234818
0601703050232020,0.7853023498014711,0.7462406015037594,2.132567580948609,0.4282115869017632,0.21914357682619648,0.3526448362720403
0601703050242020,0.8519080406115066,0.5059101654846335,2.1934980832614266,0.3925233644859813,0.27102803738317754,0.3364485981308411
0601703050412020,0.7231373053661049,0.49385245901639346,3.0363700319220674,0.3775933609958506,0.24273858921161826,0.3796680497925311
0601703050422020,0.5269173253578295,0.5317829457364341,1.5435727252580407,0.30612244897959184,0.13994169096209913,0.5539358600583091
0601703050432020,0.6596578540832807,0.5258215962441315,2.41690992507509,0.5952380952380952,0.20238095238095238,0.20238095238095238
0601703050612020,0.9121792189393131,0.4284023668639053,2.924664111015235,0.47513812154696133,0.1685082872928177,0.356353591160221
0601703050712020,0.8272,0.6189024390243902,2.254428585574244,0.39408866995073893,0.3399014778325123,0.2660098522167488
0601703050722020,0.6673614729894044,0.5024630541871922,2.406754841356287,0.43790849673202614,0.27124183006535946,0.2908496732026144
0601703050732020,0.8768148339882815,0.30179028132992325,2.9855946133280526,0.9067796610169492,0.0423728813559322,0.05084745762711865
0601703160112020,0.5025863250205536,0.4678624813153961,2.2036531669802293,0.134185303514377,0.3194888178913738,0.5463258785942492
0601703160122020,0.0,0.8633540372670807,2.447375176231499,0.09712230215827339,0.21223021582733814,0.6906474820143885
0601703160132020,0.8859762401889197,0.24378698224852072,2.142722664667412,0.16019417475728157,0.0,0.8398058252427184
0601703160212020,0.9816295853368878,0.5158227848101266,2.741872604076783,0.2310838445807771,0.17586912065439672,0.5930470347648262
0601703160222020,0.7409121103144971,0.537984496124031,2.6504768506075567,0.47262247838616717,0.01729106628242075,0.5100864553314121
0601703200112020,0.8705353200883003,0.2845786963434022,2.2950489204494553,0.3463687150837989,0.14804469273743018,0.505586592178771
0601703200212020,0.9098322851153039,0.03019213174748399,1.909155739134945,0.0,0.0,1.0
0601703200222020,0.978942625769199,0.13063063063063063,2.0614819949169885,0.0,1.0,0.0
0606102010412020,0.7017623909199794,0.20404040404040405,2.132567580948609,0.3910891089108911,0.3613861386138614,0.24752475247524752
0606102010422020,0.6634708171206226,0.3409490333919156,2.965284445890447,0.5670103092783505,0.08762886597938144,0.34536082474226804
