ScoreSheetUrl,APN,Status,ParcelNickname,IPESScore,IPESType,BaseAllowableCoveragePercent,IPESTotalAllowableCoverageSqFt,ParcelHasDOAC,HistoricOrImportedIpesScore,CalculationDate,FieldEvaluationDate,RelativeErosionHazardScore,RunoffPotentialScore,AccessScore,UtilityInSEZScore,ConditionOfWatershedScore,AbilityToRevegetateScore,WaterQualityImprovementsScore,ProximityToLakeScore,LimitedIncentivePoints,TotalParcelArea,IPESBuildingSiteArea,SEZLandArea,SEZSetbackArea,InternalNotes,PublicNotes
https://parcels.laketahoeinfo.org/IpesScore/Detail/1,001-010-05,Inactive,,815,Official,0%,,Unknown,Yes,,,345,44,158,110,58,50,40,10,0,,2831400,20000,4000,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2,001-010-07,Inactive,,673,Information Only,15%,,Unknown,Yes,2/26/1993 0:00,,286,98,50,110,58,21,40,10,0,,653400,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/3,001-010-07,Inactive,,718,Information Only,16%,,Unknown,Yes,3/20/2002 0:00,,292,98,85,110,58,25,40,10,0,,653400,0,0,"Original M score, moved from appendix",
https://parcels.laketahoeinfo.org/IpesScore/Detail/4,001-020-03,Inactive,,699,Official,17%,,Unknown,Yes,3/22/2002 0:00,,227,167,104,110,44,17,20,10,0,,1715800,0,0,Used to be a n score;removed from appendx; earlier evaluation chosen as official,
https://parcels.laketahoeinfo.org/IpesScore/Detail/5,001-020-03,Inactive,,650,Information Only,4%,,Unknown,Yes,12/31/1990 0:00,,274,44,127,110,44,21,20,10,0,,1715800,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/6,001-020-16,Inactive,,725,Official,25%,8475,Unknown,Yes,7/26/1999 0:00,,271,200,53,110,44,17,20,10,0,,33900,0,0,"Used to be an x score; made official. DOAC = Similar and contiguous yielding 25% x 33,900 sq ft = 8.475 sq ft total allowable base coverage. T. Hagan, 5-7-2002.",
https://parcels.laketahoeinfo.org/IpesScore/Detail/7,001-030-08,Inactive,,851,Information Only,27%,,Unknown,Yes,,,333,167,146,110,44,21,20,10,0,,87100,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/8,001-030-19,Inactive,,791,Official,22%,,Unknown,Yes,5/22/2003 0:00,5/16/2003 17:26,335,81,170,110,44,21,20,10,0,,14520,0,0,"Parcel needs DOAC for remaining 101,705 sq. ft. of parcel. No SEZ influencing evaluated ""Building Site"" but some may be delineated on remainder of parcel left unevaluated and there is Ra (1a) land present also. Soils are Cagwin taxadjunct. TH, 5-22-03.",
https://parcels.laketahoeinfo.org/IpesScore/Detail/9,001-030-22,Inactive,,652,Official,12%,3836,Unknown,Yes,5/2/2003 0:00,5/2/2003 13:29,290,81,106,110,44,21,0,0,0,,223898,0,0,"APN: 01-030-22 recently split from APN: 01-090- 021. DOAC = disimilar and non-contiguous w/ IPES building site. Total Allowable Coverge assigned for entire .55 ac. parcel = 1,836 sq. ft.  TH, 5-2-03 Info only until TRPA approved court mandated BLA - jh 1/27/2003",
https://parcels.laketahoeinfo.org/IpesScore/Detail/10,001-040-02,Inactive,,880,Official,25%,,Unknown,Yes,12/31/1990 0:00,,427,44,170,110,44,35,50,0,0,,107600,15900,2600,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/11,001-050-09,Inactive,,839,Official,24%,,Unknown,Yes,,,344,98,149,110,53,25,50,10,0,,87120,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/12,001-050-25,Inactive,,755,Official,0%,,Unknown,Yes,,,345,44,127,110,53,16,50,10,0,,101900,0,0,"TURNED INTO APN: 1418-11-201-001? THROUGH THE YEARS: 01-050-30, 01-050-29, 01-050-19, AND 01-050-25? CHALLENGE DONE IN 2001? - jh 1/12/2004 NEEDS RESEARCH TIME??",
https://parcels.laketahoeinfo.org/IpesScore/Detail/13,001-060-14,Inactive,,990,Transferred,30%,,Unknown,Yes,1/9/1997 0:00,,394,200,158,110,53,25,50,10,0,,8692,0,0,Julie Roll 12/2/2021: Score transferred to APN 1418-10-501-007,
https://parcels.laketahoeinfo.org/IpesScore/Detail/14,001-080-02,Inactive,,571,Official,1%,,Unknown,Yes,12/31/1990 0:00,,194,22,127,110,53,25,40,0,0,,69200,6300,3000,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/15,001-080-18,Inactive,,784,Official,20%,8072,Unknown,Yes,12/31/1990 0:00,,373,34,149,110,53,25,40,0,0,,53143,1500,1500,"Parcel Area recalculated to 53,143 per Turner RLS. DOAC recalculated based upon 1998 JAP-LCC redsignating a portion of the parcel as GED/C and EBE. Backshore also delineated. TH, 5-20-03.",
https://parcels.laketahoeinfo.org/IpesScore/Detail/16,001-080-19,Inactive,,1004,Information Only,30%,9749,Unknown,Yes,3/20/2002 0:00,,406,200,170,110,53,25,40,0,0,,55757,1400,1400,"Originally M, remove from appendix 3/20/2002, Alternate Building location w/ JAP-1998 LC Challenge to support a GeC/D and EbE land capability designation for new building site. Corrected parcel area based on RLS. DOAC recomputed as a result on 5-20-03. TH",
https://parcels.laketahoeinfo.org/IpesScore/Detail/17,001-080-19,Inactive,,740,Information Only,6%,1599,Unknown,Yes,12/31/1990 0:00,,332,15,170,110,53,20,40,0,0,,58900,1400,1400,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/18,001-090-10,Inactive,,515,Information Only,1%,,Unknown,Yes,12/16/1992 0:00,,224,34,56,110,44,17,20,10,0,,630749,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/19,001-090-21,Inactive,,875,Official,27%,,Unknown,Yes,,,373,135,158,110,44,25,20,10,0,,661700,73000,8000,"Original IPES 1/3 acre is no longer embodied with in the original boundary configuration of the parcel. Second evaluation is contingent upon ""TRPA aproved"" Lot Line Adjustment and Legal Lot of Record determination... thus warranting  a new building envelope to be desiginated and evaluated. Final Base Allowable un-determined till  issue resolved. TH 10/14/02.",
https://parcels.laketahoeinfo.org/IpesScore/Detail/20,001-090-21,Inactive,,659,Information Only,12%,,Unknown,Yes,10/17/2002 0:00,10/4/2002 0:00,275,98,77,110,44,25,20,10,0,,337590,,,Original IPES 1/3 acre is no longer embodied with in the original configuration of the parcel. Second evaluation is contingent upon lot line adjustment requiring a new building envelope to be evaluated. TH,
https://parcels.laketahoeinfo.org/IpesScore/Detail/21,001-100-01,Inactive,,802,Transferred,0%,,Unknown,Yes,12/31/1990 0:00,,357,44,158,110,58,25,40,10,0,,49200,0,0,"Updated ROP_Score to 44 from -357 Old: 
; Julie Roll 7/14/2023: Score transferred to APN 1418-15-511-004",
https://parcels.laketahoeinfo.org/IpesScore/Detail/22,001-100-02,Inactive,,811,Transferred,0%,,Unknown,Yes,,,351,34,158,110,58,50,40,10,0,,49200,0,0,Julie Roll 7/14/2023: Score transferred to APN 1418-15-511-005,
https://parcels.laketahoeinfo.org/IpesScore/Detail/23,001-100-09,Inactive,,886,Information Only,0%,,Unknown,Yes,12/31/1990 0:00,,375,98,170,110,58,25,40,10,0,,49200,0,0,Updated ROP_Score to 98 from -375 Old: ,
https://parcels.laketahoeinfo.org/IpesScore/Detail/24,001-100-09,Inactive,,918,Information Only,30%,,Unknown,Yes,3/20/2002 0:00,,352,200,127,110,58,21,40,10,0,,49200,0,0,"Originally M, deleted from appendix",
https://parcels.laketahoeinfo.org/IpesScore/Detail/25,001-100-10,Inactive,,804,Information Only,0%,,Unknown,Yes,12/31/1990 0:00,,347,44,170,110,58,25,40,10,0,,49200,0,0,Updated ROP_Score to 44 from -347 Old: ,
https://parcels.laketahoeinfo.org/IpesScore/Detail/26,001-100-10,Inactive,,808,Information Only,20%,,Unknown,Yes,3/20/2002 0:00,,363,44,158,110,58,25,40,10,0,,49200,0,0,"Originally M score, deleted from apppendix",
https://parcels.laketahoeinfo.org/IpesScore/Detail/27,001-100-11,Inactive,,949,Transferred,0%,,Unknown,Yes,12/31/1990 0:00,,369,167,170,110,58,25,40,10,0,,49200,0,0,"Updated ROP_Score to 167 from -369 Old: 
; Julie Roll 7/14/2023: Score transferred to APN 1418-15-511-016",
https://parcels.laketahoeinfo.org/IpesScore/Detail/28,001-100-13,Inactive,,975,Transferred,0%,,Unknown,Yes,,,407,167,158,110,58,25,40,10,0,,49200,0,0,Julie Roll 7/14/2023: Score transferred to APN 1418-15-511-017,
https://parcels.laketahoeinfo.org/IpesScore/Detail/29,001-100-14,Inactive,,923,Official,0%,,Unknown,Yes,12/31/1990 0:00,,375,135,170,110,58,25,40,10,0,,49200,0,0,Updated ROP_Score to 135 from -375 Old: ,
https://parcels.laketahoeinfo.org/IpesScore/Detail/30,001-100-15,Inactive,,846,Transferred,0%,,Unknown,Yes,12/31/1990 0:00,,386,59,158,110,58,25,40,10,0,,49200,0,0,"Updated ROP_Score to 59 from -386 Old: 
; Julie Roll 7/14/2023: Score transferred to APN 1418-15-511-014",
https://parcels.laketahoeinfo.org/IpesScore/Detail/31,001-100-18,Inactive,,820,Official,0%,,Unknown,Yes,,,330,98,149,110,58,25,40,10,0,,49200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/32,001-100-23,Inactive,,540,Official,0%,,Unknown,Yes,,,207,22,76,110,58,17,40,10,0,,49200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/33,001-100-37,Inactive,,702,Official,0%,,Unknown,Yes,12/31/1990 0:00,,249,44,170,110,58,21,40,10,0,,49200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/34,001-100-39,Inactive,,730,Official,14%,,Unknown,Yes,7/18/1995 0:00,,285,98,104,110,58,25,40,10,0,,49500,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/35,001-100-39,Inactive,,610,Information Only,0%,,Unknown,Yes,,,254,34,87,110,58,17,40,10,0,,49200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/36,001-100-43,Inactive,,519,Official,0%,,Unknown,Yes,,,209,22,53,110,58,17,40,10,0,,49200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/37,001-100-47,Inactive,,694,Official,0%,,Unknown,Yes,12/31/1990 0:00,,247,34,170,110,58,25,40,10,0,,49200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/38,001-100-48,Inactive,,737,Official,0%,,Unknown,Yes,12/31/1990 0:00,,294,34,170,110,58,21,40,10,0,,49200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/39,001-100-49,Inactive,,758,Official,0%,,Unknown,Yes,12/31/1990 0:00,,224,200,91,110,58,25,40,10,0,,49200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/40,001-100-50,Inactive,,725,Official,0%,,Unknown,Yes,12/31/1990 0:00,,272,44,170,110,58,21,40,10,0,,49200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/41,001-100-51,Inactive,,693,Information Only,0%,,Unknown,Yes,12/31/1990 0:00,,244,44,170,110,58,17,40,10,0,,49200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/42,001-100-51,Inactive,,846,Information Only,24%,,Unknown,Yes,3/20/2002 0:00,,343,98,170,110,58,17,40,10,0,,49200,0,0,"Originally M score, deleted from appendix 3/20/2002",
https://parcels.laketahoeinfo.org/IpesScore/Detail/43,001-110-04,Inactive,,735,Transferred,24%,,Unknown,Yes,12/30/1993 0:00,,341,98,85,110,58,17,16,10,0,,114600,0,0,Julie Roll 4/4/2022: Score transferred to APN 1418-15-702-001,
https://parcels.laketahoeinfo.org/IpesScore/Detail/44,001-110-04,Inactive,,494,Information Only,1%,,Unknown,Yes,12/31/1990 0:00,,199,34,50,110,58,17,16,10,0,,114600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/45,001-120-11,Inactive,,662,Information Only,23%,,Unknown,Yes,2/27/2001 0:00,2/16/2001 0:00,389,44,170,110,58,25,16,10,0,,130245,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/46,001-120-11,Inactive,,822,Information Only,23%,,Unknown,Yes,3/29/2001 0:00,2/16/2001 0:00,389,44,170,110,58,25,16,10,0,,14520,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/47,001-130-08,Inactive,,476,Official,1%,,Unknown,Yes,,,171,44,50,110,58,17,16,10,0,,787712,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/48,001-130-09,Inactive,,527,Information Only,1%,,Unknown,Yes,3/20/2002 0:00,,222,44,50,110,58,17,16,10,0,,105415,0,0,"Originally M score, deleted from appendix",
https://parcels.laketahoeinfo.org/IpesScore/Detail/49,001-130-09,Inactive,,452,Official,1%,,Unknown,Yes,12/31/1990 0:00,,158,34,50,110,58,25,16,10,0,,8100,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/50,001-130-13,Inactive,,687,Official,13%,,Unknown,Yes,12/31/1990 0:00,,211,167,90,110,58,25,16,10,0,,341500,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/51,001-130-16,Inactive,,742,Official,25%,7700,Unknown,Yes,7/18/1995 0:00,,273,200,50,110,58,25,16,10,0,,191664,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/52,001-151-06,Inactive,,891,Official,28%,,Unknown,Yes,12/31/1990 0:00,,319,200,134,110,53,25,40,10,0,,50500,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/53,001-151-06,Inactive,,876,Information Only,27%,,Unknown,Yes,3/20/2002 0:00,,311,200,127,110,53,25,40,10,0,,50500,0,0,"Originally M score, deleted from appendix",
https://parcels.laketahoeinfo.org/IpesScore/Detail/54,001-152-05,Inactive,,729,Official,8%,,Unknown,Yes,12/31/1990 0:00,,309,44,133,110,53,20,50,10,0,,39000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/55,001-152-07,Inactive,,771,Official,13%,,Unknown,Yes,,,296,81,146,110,53,25,50,10,0,,39400,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/56,001-152-13,Inactive,,619,Official,0%,,Unknown,Yes,,,252,34,85,110,53,25,50,10,0,,32400,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/57,001-153-05,Inactive,,583,Official,2%,,Unknown,Yes,,,249,34,127,10,53,50,50,10,0,,29000,7400,1100,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/58,001-153-06,Inactive,,610,Official,3%,,Unknown,Yes,12/31/1990 0:00,,265,34,138,10,53,50,50,10,0,,28400,9800,1100,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/59,001-153-10,Inactive,,653,Official,5%,,Unknown,Yes,,,318,22,170,10,53,20,50,10,0,,34400,13300,1200,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/60,001-153-12,Inactive,,627,Official,3%,,Unknown,Yes,12/31/1990 0:00,,261,44,149,40,53,20,50,10,0,,36700,4800,1600,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/61,001-154-06,Inactive,,753,Official,12%,,Unknown,Yes,5/19/2004 0:00,7/30/1987 0:00,273,98,134,110,53,25,50,10,0,,43560,0,0,This parcel in Glenbrook. Need to check coverage figures through subdivison agreement. THIS IS A RESCORE! Evaluation purged from database. See old IPES books and file. - jh 5/19/2004,
https://parcels.laketahoeinfo.org/IpesScore/Detail/62,001-154-07,Inactive,,0,Information Only,0%,,Unknown,Yes,12/31/1990 0:00,,0,0,0,0,0,0,0,0,0,,129400,129400,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/63,001-154-07,Inactive,,718,Official,13%,,Unknown,Yes,7/25/1995 0:00,,277,98,80,110,53,50,40,10,0,,129373,119453,1980,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/64,001-170-03,Inactive,,720,Official,11%,,Unknown,Yes,2/22/1993 0:00,,335,34,107,110,53,21,50,10,0,,29100,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/65,001-170-04,Inactive,,701,Official,4%,,Unknown,Yes,12/31/1990 0:00,,245,81,106,110,53,46,50,10,0,,37900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/66,001-170-05,Inactive,,702,Official,12%,4920,Unknown,Yes,12/31/1990 0:00,,291,81,61,110,53,46,50,10,0,,41000,0,0,"APN: 1418-011-311-006 was old APN: 001-170-18 which was old APN: 001-170-17 which was old APN: 001-170-05. APN: 001-170-05 was scored under IPES. - DOAC done in 1994 resulted in similar and contiguous. 4,500 sq. ft. per APPROVED SUBDIVISION. See file 001-170-05 - jh 12/31/2003",
https://parcels.laketahoeinfo.org/IpesScore/Detail/67,001-170-06,Inactive,,714,Official,18%,,Unknown,Yes,12/31/1990 0:00,,317,81,72,110,53,21,50,10,0,,39600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/68,001-170-08,Inactive,,742,Transferred,16%,,Unknown,Yes,,,294,98,106,110,53,21,50,10,0,,38200,1900,5300,Jeanne McNamara 10/18/2021: Score transferred to APN 1418-11-311-003,
https://parcels.laketahoeinfo.org/IpesScore/Detail/69,001-201-01,Inactive,,740,Official,5%,,Unknown,Yes,12/31/1990 0:00,,300,34,158,110,53,25,50,10,0,,25900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/70,001-201-02,Inactive,,946,Official,29%,,Unknown,Yes,12/31/1990 0:00,,373,167,158,110,53,25,50,10,0,,27600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/71,001-201-04,Inactive,,810,Official,16%,,Unknown,Yes,,,358,34,170,110,53,25,50,10,0,,21200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/72,001-202-01,Inactive,,825,Official,20%,,Unknown,Yes,12/31/1990 0:00,,326,81,170,110,53,25,50,10,0,,30900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/73,001-202-03,Inactive,,656,Official,0%,,Unknown,Yes,,,262,34,116,110,53,21,50,10,0,,38700,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/74,001-202-04,Inactive,,641,Official,3%,,Unknown,Yes,12/31/1990 0:00,,257,34,106,110,53,21,50,10,0,,113900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/75,001-203-09,Inactive,,961,Official,29%,,Unknown,Yes,12/31/1990 0:00,,376,167,170,110,53,25,50,10,0,,17800,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/76,001-203-10,Inactive,,847,Official,23%,,Unknown,Yes,12/31/1990 0:00,,348,81,170,110,53,25,50,10,0,,13900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/77,001-203-13,Inactive,,795,Official,16%,,Unknown,Yes,12/31/1990 0:00,,345,44,158,110,53,25,50,10,0,,23600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/78,001-203-23,Inactive,,888,Official,25%,,Unknown,Yes,12/31/1990 0:00,,389,81,170,110,53,25,50,10,0,,17800,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/79,001-211-02,Inactive,,770,Official,10%,,Unknown,Yes,,,320,44,158,110,53,25,50,10,0,,30600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/80,001-211-03,Inactive,,803,Official,15%,,Unknown,Yes,12/31/1990 0:00,,341,44,170,110,53,25,50,10,0,,33600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/81,001-213-04,Inactive,,780,Official,11%,,Unknown,Yes,,,345,22,170,110,53,20,50,10,0,,31600,3900,3900,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/82,001-213-05,Inactive,,777,Official,9%,,Unknown,Yes,,,315,44,170,110,53,25,50,10,0,,22800,2100,3000,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/83,001-213-06,Inactive,,777,Official,9%,,Unknown,Yes,,,315,44,170,110,53,25,50,10,0,,30600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/84,001-213-07,Inactive,,738,Transferred,4%,,Unknown,Yes,,,303,22,170,110,53,20,50,10,0,,32800,0,0,Julie Roll 5/15/2020: Score transferred to APN 1418-10-511-001,
https://parcels.laketahoeinfo.org/IpesScore/Detail/85,001-221-20,Inactive,,810,Official,21%,,Unknown,Yes,12/31/1990 0:00,,389,22,170,110,44,25,50,0,0,,10600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/86,001-222-02,Inactive,,934,Official,0%,,Unknown,Yes,,,352,200,138,110,53,21,50,10,0,,58100,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/87,003-022-09,Inactive,,607,Official,2%,,Unknown,Yes,11/10/1994 0:00,,245,44,90,110,67,21,20,10,0,,45347,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/88,003-024-01,Inactive,,743,Information Only,6%,,Unknown,Yes,3/20/2002 0:00,,331,15,170,110,67,20,20,10,0,,42600,0,0,"Originally M score, deleted from appendix",
https://parcels.laketahoeinfo.org/IpesScore/Detail/89,003-024-01,Inactive,,964,Information Only,30%,,Unknown,Yes,12/31/1990 0:00,,395,167,170,110,67,25,20,10,0,,42600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/90,003-024-05,Inactive,,0,Official,0%,,Unknown,Yes,,,0,0,0,0,0,0,0,0,0,,35400,35400,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/91,003-024-08,Inactive,,964,Information Only,30%,,Unknown,Yes,12/31/1990 0:00,,395,167,170,110,67,25,20,10,0,,42600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/92,003-024-08,Inactive,,743,Information Only,6%,,Unknown,Yes,3/20/2002 0:00,,331,15,170,110,67,20,20,10,0,,42600,0,0,"Originally M score, deleted from appendix",
https://parcels.laketahoeinfo.org/IpesScore/Detail/93,003-030-06,Inactive,,788,Official,24%,,Unknown,Yes,11/18/1992 0:00,,355,98,130,110,58,21,16,0,0,,33630,9470,7270,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/94,003-030-09,Inactive,,711,Information Only,17%,,Unknown,Yes,3/20/2002 0:00,,295,98,113,110,58,21,16,0,0,,15655,5000,950,"Originally M score, deleted from appendix",
https://parcels.laketahoeinfo.org/IpesScore/Detail/95,003-030-09,Inactive,,0,Information Only,0%,,Unknown,Yes,12/31/1990 0:00,,0,0,0,0,58,0,16,0,0,,13600,13600,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/96,003-060-01,Inactive,,761,Official,24%,,Unknown,Yes,12/31/1991 0:00,,274,167,115,110,26,25,34,10,0,,1432690,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/97,003-060-06,Inactive,,0,Official,0%,,Unknown,Yes,,,0,0,0,0,26,0,34,10,0,,43600,43600,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/98,003-060-14,Inactive,,559,Official,3%,,Unknown,Yes,,,197,98,59,110,26,25,34,10,0,,345000,2000,7000,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/99,003-060-15,Inactive,,552,Official,3%,,Unknown,Yes,,,253,44,50,110,26,25,34,10,0,,23300,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/100,003-060-23,Inactive,,436,Official,4%,3300,Unknown,Yes,6/17/2005 0:00,3/20/2003 11:20,228,98,5,10,26,25,34,10,0,,286363,2750,6400,Now Douglas County (old) APN: 003-060-16 (new) 1418-27-601-006 which used to be APN 003-060-23 and as indicated by this evaluation the site of the original IPES building site location and assessment. TH,
https://parcels.laketahoeinfo.org/IpesScore/Detail/101,003-060-23,Inactive,,640,Information Only,4%,3300,Unknown,Yes,4/21/2003 0:00,3/20/2003 11:20,214,98,123,110,26,25,34,10,0,,286363,2750,6400,Now Douglas County (old) APN: 003-060-16 (new) 1418-27-601-006 which used to be APN 003-060-23 and as indicated by this evaluation the site of the original IPES building site location and assessment. TH,
https://parcels.laketahoeinfo.org/IpesScore/Detail/102,003-080-11,Inactive,,920,Official,28%,,Unknown,Yes,,,360,167,170,110,67,21,34,10,0,,,0,400,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/103,003-080-21,Inactive,,494,Official,1%,,Unknown,Yes,,,139,44,106,110,26,25,34,10,0,,10500,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/104,003-080-24,Inactive,,801,Official,26%,,Unknown,Yes,12/31/1990 0:00,,326,167,95,110,67,17,34,10,0,,7400,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/105,003-080-34,Inactive,,527,Official,1%,,Unknown,Yes,12/31/1990 0:00,,212,34,104,110,26,25,34,10,0,,7000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/106,003-080-35,Inactive,,494,Official,1%,,Unknown,Yes,,,172,44,104,110,26,25,34,10,0,,6700,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/107,003-080-36,Inactive,,801,Official,28%,4724,Unknown,Yes,3/4/1996 0:00,,319,200,77,110,26,25,34,10,0,,13800,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/108,003-112-10,Inactive,,626,Official,2%,,Unknown,Yes,12/31/1990 0:00,,234,44,127,110,26,25,50,10,0,,17900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/109,003-112-12,Inactive,,676,Official,5%,,Unknown,Yes,,,299,44,122,110,26,21,44,10,0,,16200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/110,003-112-14,Inactive,,661,Official,3%,,Unknown,Yes,,,262,34,170,110,26,21,28,10,0,,16500,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/111,003-121-02,Inactive,,550,Official,0%,,Unknown,Yes,,,167,22,170,110,26,17,28,10,0,,24200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/112,003-121-13,Inactive,,685,Official,19%,,Unknown,Yes,12/31/1990 0:00,,321,81,92,110,26,17,28,10,0,,20900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/113,003-123-01,Inactive,,503,Official,1%,,Unknown,Yes,,,196,22,90,110,26,21,28,10,0,,19700,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/114,003-130-01,Inactive,,507,Official,0%,,Unknown,Yes,,,200,22,86,110,26,25,28,10,0,,16600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/115,003-130-07,Inactive,,605,Official,4%,,Unknown,Yes,,,291,34,85,110,26,21,28,10,0,,17100,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/116,003-150-07,Inactive,,671,Official,3%,,Unknown,Yes,4/10/2002 0:00,3/18/2002 14:55,239,59,149,110,33,43,28,10,0,,12000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/117,003-150-08,Inactive,,756,Official,17%,,Unknown,Yes,4/10/2002 0:00,3/18/2002 15:21,296,98,138,110,33,43,28,10,0,,12000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/118,003-150-12,Inactive,,626,Official,6%,,Unknown,Yes,12/31/1990 0:00,,313,34,80,110,26,25,28,10,0,,203400,6000,15000,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/119,003-163-12,Inactive,,750,Official,29%,,Unknown,Yes,11/18/1992 0:00,,365,167,134,110,54,25,28,10,0,,4500,0,0,APN: 03-163-12 changed to 03-163-14 and then new DG APN 1418-34-110-036 - jh 6/24/2003,
https://parcels.laketahoeinfo.org/IpesScore/Detail/120,003-163-14,Inactive,,750,Official,29%,,Unknown,Yes,11/18/1992 0:00,,365,167,134,110,54,25,28,10,0,,4500,0,0,APN: 03-163-12 changed to 03-163-14 and then new DG APN 1418-34-110-036 - jh 6/24/2003,
https://parcels.laketahoeinfo.org/IpesScore/Detail/121,003-164-13,Inactive,,680,Information Only,4%,4488,Unknown,Yes,3/20/2002 0:00,,279,44,130,110,54,25,28,10,0,,31000,0,0,"Original score X, deleted from appendix",
