TAZ,Residential_Units,adjusted_occupancy,adjusted_high_income,adjusted_middle_income,adjusted_low_income,occupancy,high_income,middle_income,low_income
9,325,0.24378698224852072,0.16019417475728157,0.24271844660194175,0.5970873786407767,79.23076923076923,12.692307692307693,19.230769230769234,47.30769230769231
10,2,0.24378698224852072,0.16019417475728157,0.24271844660194175,0.5970873786407767,0.48757396449704143,0.07810650887573965,0.1183431952662722,0.2911242603550296
11,285,0.24378698224852072,0.16019417475728157,0.24271844660194175,0.5970873786407767,69.47928994082841,11.1301775147929,16.86390532544379,41.485207100591715
12,1107,0.5760223426259782,0.36063670383501095,0.12936315110244004,0.510000145062549,637.6567332869579,229.9624224708092,82.48928433968904,325.20502647645964
13,452,0.575026117640183,0.235929937845695,0.18041260568829265,0.5836574564660124,259.9118051733627,61.320976039913845,46.89136602047423,151.69946311297466
14,305,0.5369672372440485,0.4622864061944631,0.1650793770408717,0.37263421676466524,163.7750073594348,75.71095957666486,27.035876189759673,61.02817159301026
15,281,0.5158227848101266,0.2474437627811861,0.18200408997955012,0.5705521472392638,144.94620253164555,35.86603375527426,26.380801687763714,82.6993670886076
16,3,0.5158227848101266,0.2474437627811861,0.18200408997955012,0.5705521472392638,1.5474683544303796,0.3829113924050633,0.28164556962025317,0.8829113924050633
17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,311,0.5510791366906475,0.2819843342036554,0.4073107049608355,0.31070496083550914,171.38561151079136,48.32805755395683,69.80719424460432,53.250359712230214
19,101,0.5412403331820402,0.25538350179665487,0.32122048837729067,0.42339600982605446,54.665273651386066,13.960609011763383,17.55960589957647,23.14505874004621
20,34,0.5392491467576792,0.25,0.3037974683544304,0.4462025316455696,18.334470989761094,4.5836177474402735,5.5699658703071675,8.180887372013652
21,411,0.5396233313540991,0.25101166993831514,0.3070716096582826,0.44191672040340224,221.78518918653475,55.67067070529723,68.10393504187596,98.01058343936154
22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,543,0.6050372135884383,0.22087664693455325,0.20309789615417706,0.5760254569112697,328.535206978522,72.56575491736538,66.72480934991493,189.24464271124168
24,362,0.6022833384326843,0.19218668068256226,0.32843381120287773,0.4793795081145599,218.02656851263174,41.90180250305194,71.60729684008898,104.51746916949081
25,226,0.44815465729349735,0.4235294117647059,0.10980392156862745,0.4666666666666667,101.2829525483304,42.89630931458699,11.121265377855888,47.26537785588752
26,257,0.6274205223183186,0.46595170701954974,0.037229306572936924,0.49681898640751343,161.24707423580787,75.13334949208274,6.00311676071401,80.11060798301115
27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,117,0.5510791366906475,0.2819843342036554,0.4073107049608355,0.31070496083550914,64.47625899280575,18.181294964028776,26.26187050359712,20.033093525179854
34,374,0.5661375025987412,0.5174185342484063,0.08376645290151209,0.39881501285008153,211.7354259719292,109.55583375485756,17.73632558725921,84.44326662981243
35,128,0.44815465729349735,0.4235294117647059,0.10980392156862745,0.4666666666666667,57.36379613356766,24.29525483304042,6.298769771528998,26.76977152899824
36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,378,0.6377888845185758,0.3883792984748779,0.16449426276188522,0.44712643876323677,241.08419834802166,93.63211182778296,39.65696747079793,107.79511904944074
38,685,0.564027288796864,0.4117031362414785,0.14909570864620156,0.43920115511231994,386.35869282585185,159.0650855505612,57.6044230984905,169.68918417680013
39,547,0.48986331605143774,0.36172973491318117,0.1755860525427499,0.46268421254406894,267.95523388013646,96.92737572006122,47.049201775182475,123.97865638489274
40,151,0.6568047337278107,0.21021021021021022,0.26426426426426425,0.5255255255255256,99.17751479289942,20.84812623274162,26.209072978303748,52.120315581854044
41,379,0.6568047337278107,0.21021021021021022,0.26426426426426425,0.5255255255255256,248.92899408284023,52.32741617357002,65.78303747534517,130.81854043392508
42,961,0.6111395848463128,0.2431161135741519,0.32235498183672523,0.43452890458912286,587.3051410373066,142.78334337110914,189.3207380716963,255.20105959450115
43,555,0.7497229882297349,0.27504362784401637,0.16585954109078704,0.5590968310651966,416.0962584675029,114.44462446122353,69.01353447901354,232.63809952726587
44,275,0.2780979827089337,0.6528497409326425,0.15025906735751296,0.19689119170984457,76.47694524495677,49.92795389048992,11.49135446685879,15.05763688760807
45,718,0.27079975700590336,0.6337536377368387,0.09787059007415656,0.26837577218900477,194.43422553023862,123.22339773033364,19.02939238325609,52.18143541664889
46,256,0.6106817670863309,0.5868654267631993,0.24398137887444182,0.16915319436235882,156.33453237410072,91.74733205955181,38.142714774324155,26.444485540224736
47,628,0.6361627455359625,0.3317144373673036,0.23749115357395614,0.4307944090587403,399.5102041965845,132.5233026075666,94.8801392592136,172.10676232980427
48,516,0.5538793103448276,0.42412451361867703,0.1517509727626459,0.42412451361867703,285.80172413793105,121.21551724137932,43.37068965517241,121.21551724137932
49,278,0.6675211593339088,0.24394610379579043,0.20880107274143744,0.5472528234627722,185.57088229482665,45.26929371377019,38.74739929273482,101.55418928832162
50,63,0.7955182072829131,0.27816901408450706,0.09154929577464789,0.6302816901408451,50.11764705882353,13.941176470588236,4.588235294117647,31.588235294117645
