TAZ,persons_per_occ_unit
109,2.002399732150714
110,2.1971519830419433
111,2.002399732150714
112,2.2612171275070914
113,2.5257395182345377
114,2.4823273823204155
115,2.562312453462999
116,2.562312453462999
117,2.468993666577618
118,2.6097626840826837
119,2.121171309409526
120,1.9644395476549656
121,1.9819684920732081
122,2.6097626840826837
123,2.457649690678103
124,3.23581372684333
125,2.6856830530741806
126,2.2740583858113115
127,1.9549495015310285
128,1.9549495015310285
129,1.9549495015310285
130,2.6097626840826837
131,1.9549495015310285
132,1.9549495015310285
133,2.6097626840826837
134,2.394294590441734
135,2.6856830530741806
136,2.6610089331519444
137,1.9318175141039327
138,1.9557348846585265
139,1.8573711559893595
140,2.1018843682126644
141,2.1067902395140217
142,2.66878471141786
143,2.0102294271517662
144,2.255718191062934
145,2.1580763417953506
146,2.0908548703975773
147,2.3088819953681763
148,1.3760566879708698
149,2.3660054684353735
150,2.136133025805275
151,2.392179307733867
152,2.089518355568456
153,2.2583511101850475
154,1.718101608182912
155,2.0498499627703994
156,2.1162802856379583
157,2.118777666196889
158,2.1856790589518678
159,2.1657341430170347
160,1.6512680255650438
161,1.6512680255650438
162,1.6512680255650438
163,1.5473769943135225
164,1.96934819220183
165,1.4424870108384291
166,1.4424870108384291
167,2.837523791057173
168,2.837523791057173
169,2.8264916124380965
170,2.829973015228128
171,2.837523791057173
172,2.1067902395140217
173,2.1067902395140217
174,2.1067902395140217
175,2.4791684112047956
176,2.249976994169158
177,2.0971626564897377
178,2.2641234466696285
179,2.4828500250027097
180,1.9169893170352807
181,1.6512680255650438
182,2.14475042400977
183,2.14475042400977
184,2.790073560437488
185,2.298963673523746
186,2.1067902395140217
187,2.1067902395140217
188,2.1067902395140217
189,2.733133283693866
190,2.7331332836938653
191,2.7331332836938653
192,2.7331332836938653
193,2.7331332836938653
194,2.1352603778858326
195,2.247889496719371
196,1.992909686026777
197,1.992909686026777
198,1.992909686026777
199,2.192200654629455
200,2.1494036079157
201,2.0498499627703994
202,2.0498499627703994
203,1.9264793631592176
204,1.9264793631592176
205,1.9713413993814652
206,1.9264793631592176
207,1.8041077157716083
208,1.8806033108065363
209,1.9264793631592176
210,1.9264793631592176
211,1.8562283723716317
212,1.784128671300162
213,1.784128671300162
214,1.7841286713001618
215,1.784128671300162
216,1.784128671300162
217,1.784128671300162
218,1.784128671300162
219,1.784128671300162
220,1.784128671300162
221,1.7841286713001618
222,1.784128671300162
223,1.784128671300162
224,1.7841286713001618
225,1.784128671300162
226,1.784128671300162
227,1.8562530218420834
228,2.0696208921952683
229,2.14475042400977
230,2.14475042400977
231,2.14475042400977
232,1.9264793631592176
233,2.011889778274651
234,2.011889778274651
235,2.011889778274651
236,2.011889778274651
237,2.011889778274651
238,2.011889778274651
239,2.037372309533371
240,2.077416287225645
241,2.287101115868825
242,2.285254059911817
243,2.0175936401937014
244,2.011889778274651
245,2.2344313598809746
246,2.011889778274651
247,2.011889778274651
248,2.646451202397825
249,2.6459374763988204
250,2.647722868578432
251,1.89483810372388
252,2.0498499627703994
253,1.9314914221510808
254,1.6417779794411067
255,1.7465532184040333
256,1.6417779794411067
257,1.7100977232564185
258,2.0498499627703994
259,1.8458139711057528
260,2.124929884872691
261,2.0489671677821257
262,1.992375035540922
263,0.0
264,2.7710934681896138
265,2.7710934681896138
266,2.5095988359174326
267,1.992909686026777
268,2.048210321293489
269,2.095336735571339
270,2.011889778274651
271,2.011889778274651
272,2.011889778274651
273,2.0121066936146272
274,2.4958821305954397
275,2.079163660797671
276,2.2111807468773286
277,1.7746386251762254
278,1.7752976561570544
279,2.0310581650884765
280,2.201690700753392
281,2.171533177131297
282,2.14475042400977
283,2.14475042400977
284,2.183440612053513
285,2.201690700753392
286,2.201690700753392
287,2.14475042400977
288,2.157163010289521
289,2.2108435371165798
290,2.3576330050627488
291,2.343552934356068
292,2.341374255466504
300,2.201690700753392
301,2.201690700753392
302,1.8790291325395325
303,1.8790291325395325
304,1.8790291325395325
305,1.9388164231203353
306,2.207673555918482
307,1.8790291325395325
308,1.8715253751392102
309,1.5670783217767559
310,1.5563675643256734
311,1.5840029301217677
312,1.8790291325395325
313,1.8790291325395325
314,2.1507895442704563
315,1.6518490487971216
316,1.5563675643256734
317,2.228984387126367
318,2.4769020383475655
319,2.4769020383475655
320,1.766898516635425
321,2.4769020383475655
322,2.4769020383475655
323,2.4702388144733116
324,1.7461684868044138
325,1.786863091369771
326,1.7461684868044138
327,1.8220888557959107
328,1.8220888557959105
329,1.8220888557959105
330,1.8220888557959105
331,1.8220888557959107
332,1.8220888557959107
333,1.8220888557959105
334,1.8220888557959105
335,1.8220888557959105
336,1.8220888557959105
337,1.8220888557959105
338,1.8220888557959105
339,0.0
340,1.8220888557959105
341,1.8220888557959105
342,1.8220888557959105
343,1.8220888557959105
344,1.8220888557959105
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,2.5148622228433135
353,2.5148622228433135
354,2.5148622228433135
355,0.0
356,0.0
357,0.0
358,2.5478276462212004
359,2.5148622228433135
360,2.5718024995869357
361,2.5718024995869357
362,1.698718256184729
363,2.33455134648851
364,1.6987182561847287
365,1.6987182561847294
366,2.5148622228433135
367,2.513907602819012
368,2.2567329682722264
369,2.1920131613169755
370,2.1516151863461506
371,1.8220888557959105
372,1.8220888557959105
373,1.8220888557959105
374,2.315571254240637
375,2.0973001933900846
376,2.0973001933900846
377,2.2543173201679516
378,2.467411992223629
379,2.467411992223629
380,1.9739295937789039
381,1.9739295937789039
382,1.9739295937789039
383,1.9739295937789039
384,1.9739295937789039
385,2.0688300550182737
386,2.0688300550182737
387,2.069821552374506
388,1.5278974259538627
389,1.7797260725828719
390,1.9739295937789039
391,2.088600984443142
392,1.826833878857879
393,1.5278974259538625
394,1.5278974259538625
395,1.5278974259538625
396,1.5278974259538627
397,1.5278974259538625
