TAZ,persons_per_occ_unit
109,2.0820270967028227
110,2.2845238594565282
111,2.0820270967028227
112,2.351136616434554
113,2.6261779962032272
114,2.58103953466245
115,2.6642052896197264
116,2.6642052896197264
117,2.5671755908002423
118,2.7135424246126836
119,2.2055217407544268
120,2.0425573887084565
121,2.0607833885772138
122,2.7135424246126836
123,2.5553805107131278
124,3.3644889933813094
125,2.792481840601417
126,2.364488519811224
127,2.0326899617098646
128,2.0326899617098646
129,2.0326899617098646
130,2.7135424246126836
131,2.0326899617098646
132,2.0326899617098646
133,2.7135424246126836
134,2.4895060335602737
135,2.792481840601417
136,2.7668265304050785
137,2.0086381084007985
138,2.033506576358024
139,1.9312313187590002
140,2.185467835662635
141,2.190568793687331
142,2.7749115200241095
143,2.0901681471081783
144,2.3454190094573066
145,2.2438943374933675
146,2.1739997391855286
147,2.400696923926679
148,1.4307769147957787
149,2.460091967221025
150,2.221078424292171
151,2.4873066345870045
152,2.1726100765498937
153,2.348156629158134
154,1.7864235825098882
155,2.1313642316957813
156,2.200436220685922
157,2.2030329120013405
158,2.2725947034291774
159,2.2518566585967497
160,1.7169322977549346
161,1.7169322977549346
162,1.7169322977549346
163,1.608909939033511
164,2.0476612302594526
165,1.49984890378592
166,1.49984890378592
167,2.9503606725788822
168,2.9503606725788822
169,2.93888978869302
170,2.942509632836525
171,2.9503606725788822
172,2.190568793687331
173,2.190568793687331
174,2.190568793687331
175,2.5777549440011445
176,2.3394495083090474
177,2.1805583605003536
178,2.354158508193184
179,2.581582960737153
180,1.9932202537154988
181,1.7169322977549346
182,2.2300385016816975
183,2.2300385016816975
184,2.901023537585924
185,2.3903841904088097
186,2.190568793687331
187,2.190568793687331
188,2.190568793687331
189,2.8418189755943755
190,2.841818975594374
191,2.8418189755943746
192,2.8418189755943746
193,2.8418189755943746
194,2.220171074683105
195,2.337278999501555
196,2.0721596697042317
197,2.0721596697042317
198,2.0721596697042317
199,2.2793756366746547
200,2.2348767239519742
201,2.1313642316957813
202,2.1313642316957813
203,2.0030876807140903
204,2.0030876807140903
205,2.0497336992528865
206,2.0030876807140903
207,1.8758498062585671
208,1.9553873227114202
209,2.0030876807140903
210,2.0030876807140903
211,1.9300430912439965
212,1.8550762757352164
213,1.8550762757352164
214,1.8550762757352162
215,1.8550762757352164
216,1.8550762757352164
217,1.8550762757352164
218,1.8550762757352164
219,1.8550762757352164
220,1.8550762757352164
221,1.8550762757352162
222,1.8550762757352164
223,1.8550762757352164
224,1.8550762757352162
225,1.8550762757352164
226,1.8550762757352164
227,1.9300687209245122
228,2.15192137127618
229,2.2300385016816975
230,2.2300385016816975
231,2.2300385016816975
232,2.0030876807140903
233,2.0918945237014146
234,2.0918945237014146
235,2.0918945237014146
236,2.0918945237014146
237,2.0918945237014146
238,2.0918945237014146
239,2.118390392493929
240,2.160026757739309
241,2.37804990666057
242,2.37612940073467
243,2.0978252052135216
244,2.0918945237014146
245,2.3232856868183873
246,2.0918945237014146
247,2.0918945237014146
248,2.751689897389239
249,2.7511557425783715
250,2.7530121326070502
251,1.9701881759546587
252,2.1313642316957813
253,2.008299049085641
