TAZ,work_from_home
109,2
111,9
112,11
113,2
119,1
123,4
124,3
125,2
137,1
138,1
139,2
147,2
148,3
149,8
150,2
154,3
156,0
158,15
159,8
160,15
162,1
175,8
185,1
186,0
191,2
197,4
253,2
254,0
257,2
260,1
264,1
273,1
281,1
282,14
289,1
290,6
292,0
306,0
312,4
313,3
360,1
361,1
362,4
365,3
370,2
371,2
373,0
376,6
377,1
379,1
380,3
382,1
383,1
384,3
396,1
