TAZ,work_from_home
109,1
111,5
112,6
113,1
119,0
123,2
124,3
125,0
137,1
138,1
139,1
147,1
148,2
149,4
150,1
154,2
156,0
158,8
159,4
160,8
162,0
175,4
185,1
186,0
191,1
197,3
253,2
254,1
257,0
260,0
264,0
273,1
281,2
282,8
289,1
290,4
292,1
306,0
312,2
313,1
360,1
361,2
362,3
365,1
370,1
371,0
373,0
376,3
377,0
379,1
380,2
382,0
383,0
384,1
396,1
