taz,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other
109,283.0,0.48445229681978796,137,71,23,43,2.0389147348367267,279,15,497,60,0,79
110,181.0,0.8027624309392266,145,60,34,51,2.2372184139718874,324,117,823,23,0,156
111,305.0,0.39950819672131144,122,68,14,40,2.0389147348367267,249,73,251,4,0,88
112,1306.0,0.595865237366003,778,419,170,189,2.302451826133372,1791,0,149,7,0,25
113,561.0,0.6374331550802139,358,239,52,67,2.571797946934707,921,85,92,3,0,44
114,359.0,0.5649025069637883,203,99,13,91,2.5275941637615205,513,0,24,0,0,18
115,322.0,0.5293478260869565,170,95,31,44,2.609037812350314,444,0,0,0,0,101
116,5.0,0.6,3,3,0,0,2.609037812350314,8,0,0,0,0,0
117,0.0,0.0,0,0,0,0,2.514017299431383,0,7,124,441,0,0
118,432.0,0.6041666666666666,261,118,84,59,2.657353327393838,694,51,350,154,0,70
119,207.0,0.6620772946859904,137,64,36,37,2.1598521855687483,296,30,176,56,0,62
120,70.0,0.8292857142857143,58,25,15,18,2.000262322801907,116,0,121,16,0,231
121,429.0,0.5441724941724941,233,129,64,40,2.018110918407791,470,0,8,0,0,3
122,2.0,0.35,1,0,0,1,2.657353327393838,3,0,0,0,0,0
123,669.0,0.6276532137518684,420,233,90,97,2.5024664590862775,1051,0,2,0,0,19
124,414.0,0.6341787439613527,263,148,79,36,3.2948207997219376,867,12,90,6,0,61
125,337.0,0.4948071216617211,167,74,35,58,2.7346581514634773,457,0,6,0,0,5
126,331.0,0.6246223564954683,207,113,15,79,2.315527252757704,479,0,0,0,0,62
127,12.0,0.5833333333333334,7,4,1,2,1.990599219793202,14,0,0,0,0,207
128,0.0,0.0,0,0,0,0,1.990599219793202,0,71,0,0,0,119
129,0.0,0.0,0,0,0,0,1.990599219793202,0,0,0,0,0,0
130,0.0,0.0,0,0,0,0,2.657353327393838,0,0,0,0,0,8
131,62.0,0.6935483870967742,43,33,6,4,1.990599219793202,86,0,0,0,0,375
132,0.0,0.0,0,0,0,0,1.990599219793202,0,0,0,0,0,0
133,123.0,0.5666666666666667,70,26,26,18,2.657353327393838,186,0,0,0,0,5
134,411.0,0.5742092457420924,236,98,32,106,2.4379560392510498,575,0,0,0,0,0
135,162.0,0.5012345679012346,81,37,16,28,2.7346581514634773,222,0,0,0,0,0
136,0.0,0.0,0,0,0,0,2.7095340836408446,0,0,0,0,0,0
137,431.0,0.6517401392111368,281,125,54,102,1.9670454062094849,553,0,14,0,0,6
138,740.0,0.566081081081081,419,188,72,159,1.9913989248697845,834,7,141,12,0,52
139,598.0,0.518561872909699,310,153,60,97,1.8912414725205293,586,3,22,0,0,102
140,255.0,0.736078431372549,188,102,58,28,2.140213535021201,402,15,42,6,0,16
141,429.0,0.6662004662004662,286,150,112,24,2.145208867932481,614,25,58,0,0,54
142,1041.0,0.6256964457252642,651,340,161,150,2.717451658052508,1769,26,61,1,0,62
143,570.0,0.751140350877193,428,260,61,107,2.0468872091886765,876,13,91,4,0,63
144,293.0,0.32081911262798635,94,27,14,53,2.2968526131680957,216,1,1,43,0,66
145,809.0,0.31977750309023484,259,88,54,117,2.1974302041396285,569,0,0,0,0,4
146,273.0,0.621978021978022,170,54,29,87,2.128982907463697,362,0,12,9,0,9
147,692.0,0.653684971098266,452,215,107,130,2.3509858924616913,1063,0,3,0,0,99
148,575.0,0.5840869565217391,336,143,108,85,1.4011499362622057,471,24,10,0,0,15
149,398.0,0.7415829145728643,295,147,73,75,2.4091510475362283,711,5,76,0,0,173
150,98.0,0.8617346938775511,84,41,19,24,2.1750867381547976,183,146,30,4,0,342
151,150.0,0.567,85,36,22,27,2.4358021830493297,207,1,0,0,0,2
152,185.0,0.6245945945945945,116,37,19,60,2.1276220204566374,247,0,0,0,0,11
153,402.0,0.3308457711442786,133,42,20,71,2.2995335452055494,306,1,0,0,0,77
154,824.0,0.5379854368932039,443,251,70,122,1.749432258017877,775,0,10,0,0,30
155,0.0,0.0,0,0,0,0,2.0872302498802515,0,0,0,0,0,0
156,399.0,0.8645363408521303,345,209,91,45,2.154871970941185,743,9,27,0,0,37
157,36.0,0.9166666666666666,33,20,8,5,2.157414892785581,71,81,0,0,0,58
158,961.0,0.7465140478668054,717,412,125,180,2.225536273985885,1596,234,119,0,0,364
159,806.0,0.7651985111662531,617,226,190,201,2.205227650122391,1361,0,32,0,0,46
160,926.0,0.7819114470842332,724,366,211,147,1.6813799235146467,1217,0,32,2,0,61
161,158.0,0.8819620253164556,139,96,17,26,1.6813799235146467,234,171,178,0,0,99
162,358.0,0.7439944134078212,266,153,86,27,1.6813799235146467,447,0,2,0,0,360
163,0.0,0.0,0,0,0,0,1.5755943747877725,0,0,0,0,0,0
164,1.0,1.0,1,0,0,1,2.0052604795305484,2,0,0,0,0,0
165,458.0,0.5393013100436681,247,130,39,78,1.4687916573231399,363,0,0,0,0,59
166,279.0,0.5433691756272401,152,82,23,47,1.4687916573231399,223,0,0,0,0,8
167,286.0,0.5201048951048951,149,58,36,55,2.8892677996027554,431,2,0,0,0,24
168,173.0,0.5098265895953757,88,34,21,33,2.8892677996027554,254,0,0,0,0,9
169,72.0,0.48888888888888893,35,14,8,13,2.8780344423551365,101,0,0,1,0,2
170,224.0,0.5167410714285714,116,46,27,43,2.881579330687134,334,0,0,0,0,24
171,77.0,0.48246753246753243,37,14,9,14,2.8892677996027554,107,0,0,0,0,6
172,0.0,0.0,0,0,0,0,2.145208867932481,0,0,0,0,0,0
173,0.0,0.0,0,0,0,0,2.145208867932481,0,0,0,0,0,0
174,0.0,0.0,0,0,0,0,2.145208867932481,0,0,0,0,0,0
175,1158.0,0.46550086355785836,539,129,100,310,2.52437758684576,1361,7,0,6,0,28
176,373.0,0.5376675603217158,201,61,49,91,2.2910067219834493,460,0,0,0,0,7
177,68.0,0.6213235294117647,42,13,14,15,2.1354057199526353,90,0,0,0,0,0
178,457.0,0.5304157549234135,242,57,49,136,2.3054111438307783,558,0,12,0,0,7
179,406.0,0.5195812807881773,211,64,46,101,2.528126337157708,533,0,0,0,0,46
180,1.0,1.0,1,0,0,1,1.951946807758383,2,19,51,149,0,333
181,0.0,0.0,0,0,0,0,1.6813799235146467,0,0,9,0,0,22
182,16.0,0.65,10,2,4,4,2.1838612799673007,22,1,0,0,0,2
183,37.0,0.7135135135135134,26,6,11,9,2.1838612799673007,57,0,0,0,0,10
184,22.0,0.33409090909090905,7,2,1,4,2.840952284559231,20,0,5,4,0,0
185,167.0,0.5155688622754491,86,23,20,43,2.3408867038587537,201,0,40,18,0,18
186,102.0,0.6034313725490196,62,17,20,25,2.145208867932481,133,0,0,0,0,8
187,24.0,0.6270833333333333,15,5,5,5,2.145208867932481,32,0,0,0,0,0
188,75.0,0.6026666666666667,45,13,15,17,2.145208867932481,97,0,0,0,0,20
189,13.0,0.46153846153846156,6,2,1,3,2.7829736665070026,17,0,0,0,0,0
190,21.0,0.5095238095238095,11,4,2,5,2.7829736665070013,31,0,0,0,0,3
191,323.0,0.47399380804953556,153,57,28,68,2.7829736665070017,426,1,0,0,0,4
192,527.0,0.45493358633776093,240,90,42,108,2.7829736665070017,668,0,0,0,0,12
193,7.0,0.5285714285714286,4,1,0,3,2.7829736665070017,11,0,0,0,0,0
194,29.0,0.6482758620689656,19,5,6,8,2.174198176958595,41,0,0,0,0,3
195,988.0,0.6022267206477733,595,193,122,280,2.2888811577212462,1362,0,0,0,0,55
196,64.0,0.540625,35,12,7,16,2.0292516318280223,71,7,41,0,0,52
197,630.0,0.7676984126984127,484,173,107,204,2.0292516318280223,982,2,14,0,0,32
198,0.0,0.0,0,0,0,0,2.0292516318280223,0,0,0,15,0,7
199,4.0,0.5,2,1,0,1,2.232176795010824,4,0,0,0,0,0
200,648.0,0.5733796296296296,372,125,90,157,2.188599317571568,814,0,0,0,0,10
201,0.0,0.0,0,0,0,0,2.0872302498802515,0,0,0,0,0,0
202,130.0,0.5407692307692308,70,25,18,27,2.0872302498802515,146,0,0,0,0,15
203,38.0,0.24868421052631576,9,3,4,2,1.9616099107670877,18,14,224,20,0,35
204,0.0,0.0,0,0,0,0,1.9616099107670877,0,0,0,0,0,0
205,0.0,0.0,0,0,0,0,2.0072900340809654,0,0,0,0,0,0
206,0.0,0.0,0,0,0,0,1.9616099107670877,0,0,0,0,0,0
207,45.0,0.06666666666666667,3,3,0,0,1.8370067403916828,6,0,0,0,0,0
