,TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,NEW_OCCUPANCY_RATE,FORECASTED_POPULATION,Adjusted_Persons_Per_Occupied_Unit
20,116,4.0,0.5158227848101266,2.0632911392405062,1.2236286919831223,0.3628691983122362,0.4767932489451477,2.741872604076783,5.657281448917919,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2236286919831223,0.3628691983122362,0.4767932489451477,2.0632911392405062,0.5158227848101266,5.558355807800573,2.693927047952425
21,113,427.0,0.5621602851377204,246.3211730481956,152.39982178892473,45.67472547632151,48.246625782949394,2.7026062803640785,656.3121104377792,0,0,0,0,0,78.0,78.0,77.34,0.6000000000000001,0.060000000000000005,229.73982178892473,46.274725476321514,48.306625782949396,324.3211730481956,0.6422201446498923,861.1853680371327,2.655347351957057
22,112,1135.0,0.5687899194032192,650.6985179760445,382.0782679996262,130.02611795703646,138.59413201938182,2.419677305709361,1585.6245434491575,0,0,0,0,0,22.0,5.6,0.024499999999999997,0.048999999999999995,5.5264999999999995,382.10276799962617,130.07511795703647,144.12063201938182,656.2985179760445,0.5672415885704792,1560.2616474636961,2.377365794265967
23,118,314.0,0.5510791366906475,173.0388489208633,64.60719424460432,65.96258992805755,42.46906474820144,2.792648022670797,483.2365992840798,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,64.60719424460432,65.96258992805755,42.46906474820144,173.0388489208633,0.5510791366906475,474.78651759251255,2.7438145858774696
24,115,283.0,0.5158227848101266,145.9778481012658,86.57172995780591,25.672995780590718,33.7331223628692,2.741872604076783,400.2526625109428,0,0,0,0,0,3.0,0.35,0.0,0.0,0.35,86.57172995780591,25.672995780590718,34.083122362869204,146.3278481012658,0.5116358325219084,394.19654786867386,2.693927047952425
25,214,137.0,0.0301921317474839,4.136322049405306,4.136322049405306,0.0,0.0,1.9091557391349447,7.896882979532558,0,0,0,0,0,1.0,0.35,0.0034999999999999996,0.006999999999999999,0.33949999999999997,4.139822049405306,0.006999999999999999,0.33949999999999997,4.486322049405306,0.03250958006815439,8.415314708026079,1.875771425981688
26,124,369.0,0.6038269777737738,222.31269867826668,131.14834643912775,70.8410016173108,20.32335062182812,3.462571083997364,766.4763548135109,0,0,0,0,0,8.0,3.0999999999999996,0.013999999999999999,1.028,2.058,131.16234643912776,71.8690016173108,22.38135062182812,225.41269867826668,0.5979116675816092,766.8592048384324,3.4020230862546774
27,119,133.0,0.5422521442022019,71.9212463476318,39.12924104402485,20.397161588135635,12.39484371547131,2.2698174432096607,157.0198600748727,0,0,0,0,0,6.0,2.0999999999999996,0.020999999999999998,0.041999999999999996,2.0369999999999995,39.15024104402485,20.439161588135637,14.43184371547131,74.02124634763179,0.5325269521412359,165.0767389988199,2.2301264453662
28,212,0.0,0.0301921317474839,0.0,0.0,0.0,0.0,1.909155739134945,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.8757714259816882
29,117,0.0,0.5171527982206522,0.0,0.0,0.0,0.0,2.642014280841888,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.59581489003317
30,120,24.0,0.538732623758036,12.9419795221843,7.372013651877133,3.48122866894198,2.088737201365188,2.102102329792201,27.07393842017176,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.372013651877133,3.48122866894198,2.088737201365188,12.9419795221843,0.5392491467576791,26.729640661458337,2.06534407009686
31,114,308.0,0.5365767649153438,165.38896084780689,84.96177018938278,4.004925915023059,76.42226474340104,2.6562823884867277,439.0196282421921,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,84.96177018938278,4.004925915023059,76.42226474340104,165.38896084780689,0.5369771456097626,431.6376504598473,2.609833499450099
32,137,396.0,0.6225970186298876,254.26555874110403,116.49399636786018,53.01760988605775,84.75395248718611,2.0671942295088157,504.07821891706055,0,0,0,0,0,1.0,0.35,0.0,0.0,0.35,116.49399636786018,53.01760988605775,85.1039524871861,254.61555874110402,0.6413490144612192,517.136010852023,2.031046387773391
33,121,416.0,0.5397372774102531,224.48143492032312,126.46321604832175,61.18656665111597,36.83165222088541,2.120859656758242,474.6231601037695,0,0,0,0,0,89.0,32.75,0.294,3.588,28.868,126.75721604832175,64.77456665111596,65.69965222088541,257.2314349203231,0.5093691780600458,536.012021326284,2.083773398427422
34,122,0.0,0.5510791366906475,0.0,0.0,0.0,0.0,2.792648022670797,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.7438145858774696
35,123,584.0,0.6001650862572881,355.11019019195123,232.38878728283748,62.98402839998743,59.73737450912632,2.6298753488009687,924.618818174664,0,0,0,0,0,4.0,0.35,0.0034999999999999996,0.006999999999999999,0.33949999999999997,232.3922872828375,62.99102839998743,60.07687450912632,355.46019019195126,0.6045241329795089,918.4693997317311,2.5838882245456247
36,204,0.0,0.1306306306306306,0.0,0.0,0.0,0.0,2.0614819949169885,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.025434039756823
37,138,694.0,0.5547537910331757,387.6625495518902,178.2091529585888,72.23089611548086,137.22250047782055,2.092787666794953,790.8511389134175,0,0,0,0,0,13.0,3.4499999999999997,0.0,1.0,2.4499999999999997,178.2091529585888,73.23089611548086,139.67250047782053,391.1125495518902,0.5532002115302549,804.2026078460378,2.0561922872775056
38,125,284.0,0.4481546572934973,127.27592267135324,59.39543057996485,25.45518453427065,42.42530755711775,2.873888692421221,365.7768349826798,0,0,0,0,0,23.0,8.7,1.0735000000000001,0.147,7.4795,60.468930579964855,25.60218453427065,49.90480755711775,135.97592267135323,0.4429183148904014,383.9463263524621,2.823634646557542
39,126,292.0,0.6312824693016833,182.9144745269287,93.43078311499272,12.05570305676856,77.42798835516739,2.4334184457871952,443.4944389115059,0,0,0,0,0,3.0,1.0499999999999998,0.0,0.0,1.0499999999999998,93.43078311499272,12.05570305676856,78.47798835516738,183.9644745269287,0.623608388226877,439.8345270960355,2.3908666508959726
40,144,275.0,0.2790081521070719,76.47694524495677,19.81268011527377,9.113832853025936,47.550432276657055,2.4137930181911007,184.8378880019602,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19.81268011527377,9.113832853025936,47.550432276657055,76.47694524495677,0.2780979827089337,181.37153044896792,2.371584401913966
41,203,31.0,0.1306306306306306,4.04954954954955,0.0,4.04954954954955,0.0,2.0614819949169885,8.348073483920597,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.04954954954955,0.0,4.04954954954955,0.13063063063063063,8.202095503339567,2.025434039756823
42,153,361.0,0.2780776224258596,100.38577737233844,26.015736114278603,11.986950842783983,62.383090415275845,2.416610445394374,242.593164814158,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,26.015736114278603,11.986950842783983,62.383090415275845,100.38577737233844,0.2765448412461114,238.35122773063085,2.3743525623811044
43,139,558.0,0.4885424706406575,273.1523367711548,142.2764637810622,51.586578284879,79.28929470521358,1.9875308654597656,535.561110961649,0,0,0,0,0,7.0,3.35,1.0,2.0,0.35,143.2764637810622,53.586578284879,79.63929470521357,276.50233677115483,0.4893846668516015,539.9471413898862,1.9527760513531194
44,127,10.0,0.5392491467576792,5.392491467576792,3.071672354948806,1.4505119453924915,0.870307167235495,2.091947246073397,11.280807675071564,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.071672354948806,1.4505119453924915,0.870307167235495,5.392491467576792,0.5392491467576792,11.083546651087792,2.05536656251185
45,145,728.0,0.2707826559102623,197.13926150146165,57.41297451951983,40.208529430058256,99.51775755188356,2.309308683676646,455.3160403472461,0,0,0,0,0,8.0,0.35,0.0,0.0,0.35,57.41297451951983,40.208529430058256,99.86775755188356,197.48926150146164,0.2683278009530729,448.0887423416424,2.268927125125363
46,140,152.0,0.6527231051311847,99.83431952662724,55.76331360946745,41.67258382642998,2.3984220907297837,2.249178923651812,225.06934376218132,0,0,0,0,0,59.0,33.65,0.13649999999999998,20.273,13.240499999999999,55.89981360946745,61.94558382642998,15.638922090729782,133.48431952662725,0.6326271067612665,294.9801659652457,2.2098488197814388
47,135,134.0,0.4481546572934973,60.05272407732865,28.024604569420035,12.01054481546573,20.01757469244288,2.873888692421221,172.5848446749264,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28.024604569420035,12.01054481546573,20.01757469244288,60.05272407732865,0.44815465729349735,169.56695232490546,2.823634646557542
48,205,0.0,0.2670959160320862,0.0,0.0,0.0,0.0,2.1094878452240566,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0726004392495927
49,206,0.0,0.1306306306306306,0.0,0.0,0.0,0.0,2.0614819949169885,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.025434039756823
50,213,0.0,0.0301921317474839,0.0,0.0,0.0,0.0,1.909155739134945,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.8757714259816882
51,207,44.0,0.04428876316968,1.8306462913050288,1.1774931381518756,0.6531531531531531,0.0,1.9305348627534773,3.594481247643153,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1774931381518756,0.6531531531531531,0.0,1.8306462913050288,0.04160559752965975,3.4723272406397743,1.8967767051080229
52,141,364.0,0.6568047337278107,239.0769230769231,133.53846153846152,99.7948717948718,5.743589743589744,2.254428585574244,538.98184953575,0,0,0,0,0,3.0,0.7,0.0,0.0,0.7,133.53846153846152,99.7948717948718,6.443589743589744,239.77692307692308,0.6533431146510166,531.1074872536457,2.2150066838719944
53,163,0.0,0.5455386552029535,0.0,0.0,0.0,0.0,1.655813124255336,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.6268588683346223
54,130,0.0,0.5510791366906475,0.0,0.0,0.0,0.0,2.792648022670797,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.7438145858774696
55,128,0.0,0.5392491467576792,0.0,0.0,0.0,0.0,2.091947246073397,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.05536656251185
56,129,0.0,0.5392491467576792,0.0,0.0,0.0,0.0,2.091947246073397,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.05536656251185
57,134,381.0,0.5662615828499876,215.3817563914962,88.96300548497588,26.018456772942827,100.40029413357748,2.562080488954011,546.0811665947944,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,88.96300548497588,26.018456772942827,100.40029413357748,215.3817563914962,0.5608899906028547,542.175941028947,2.5172788545908316
58,131,0.0,0.5392491467576792,0.0,0.0,0.0,0.0,2.091947246073397,0.0,0,0,0,0,0,41.0,41.0,0.0,41.0,0.0,0.0,41.0,0.0,41.0,1.0,84.27002906298584,2.05536656251185
59,148,526.0,0.5538793103448276,291.3405172413793,128.09913793103448,98.625,64.61637931034483,1.4724871392264205,428.9951647735043,0,0,0,0,0,8.0,2.8,0.024499999999999997,0.048999999999999995,2.7264999999999997,128.12363793103447,98.674,67.34287931034483,294.1405172413793,0.5508249386542684,425.5444400659774,1.4467385998263023
60,142,962.0,0.6001565402383284,586.5891004809566,330.4293936045756,143.34684453399194,112.81286234238918,2.8558061592082336,1619.682143078919,0,0,0,0,0,12.0,7.1,1.014,4.0280000000000005,2.058,331.4433936045756,147.37484453399193,114.87086234238919,593.6891004809567,0.6095370641488261,1665.8134343665865,2.8058683122480867
61,152,169.0,0.6196271336732432,104.61004211926402,32.259476834404786,17.280128574595434,55.0704367102638,2.2359463332060225,233.81288971936905,0,0,0,0,0,1.0,0.35,0.0034999999999999996,0.006999999999999999,0.33949999999999997,32.26297683440479,17.287128574595435,55.4099367102638,104.96004211926402,0.6174120124662589,230.58121873186636,2.1968476200672775
62,136,0.0,0.4616882827968232,0.0,0.0,0.0,0.0,2.8474854747523333,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.7976931268365184
63,146,258.0,0.6069173123040029,157.22811289429995,48.48367459878251,26.124228002213613,82.62021029330381,2.2373765074964207,351.4585119332732,0,0,0,0,0,10.0,3.5,0.006999999999999999,0.013999999999999999,3.4789999999999996,48.490674598782505,26.138228002213612,86.09921029330381,160.72811289429995,0.59973176453097,353.321021913226,2.198252785718833
64,133,118.0,0.5510791366906475,65.0273381294964,24.27913669064748,24.78848920863309,15.959712230215828,2.792648022670797,181.59846724688347,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,24.27913669064748,24.78848920863309,15.959712230215828,65.0273381294964,0.5464482195756,178.42295884049835,2.7438145858774696
65,151,128.0,0.5562233285220608,71.34044047239068,29.29205234599425,18.618780721353332,23.42960740504309,2.559816972770128,180.8507547243441,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,29.29205234599425,18.618780721353332,23.42960740504309,71.34044047239068,0.5487726190183899,179.42512574928494,2.5150549192182785
66,147,628.0,0.637854000919365,398.64232177390585,201.7223014964045,91.69669326524098,105.22332701226036,2.4706824027609007,972.742987638197,0,0,0,0,0,7.0,1.35,0.0,1.0,0.35,201.7223014964045,92.69669326524098,105.57332701226035,399.99232177390587,0.6299091681478832,970.9729590245915,2.427478994392873
67,132,0.0,0.5392491467576792,0.0,0.0,0.0,0.0,2.091947246073397,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.05536656251185
68,143,558.0,0.736579981107597,418.61911346937626,269.2987826965959,55.7810045025157,93.5393262702647,2.1511010442021354,890.5062702917737,0,0,0,0,0,3.0,2.35,1.0,1.0,0.35,270.2987826965959,56.7810045025157,93.88932627026469,420.9691134693763,0.7503905765942536,889.7123159823705,2.113485972046482
69,149,286.0,0.6628007921310287,189.90996896683984,111.6624707974476,45.480735032602254,32.76676313678998,2.5318089393161847,469.3438697934748,0,0,0,0,0,7.0,4.4,1.574,1.428,1.398,113.2364707974476,46.90873503260225,34.164763136789986,194.30996896683985,0.6631739555182248,483.35316852833034,2.4875366462068524
70,154,671.0,0.4978254836278739,332.9816372160115,205.99172380632615,45.60482385565241,81.38508955403293,1.8385016722415175,615.8851154226792,0,0,0,0,0,12.0,1.0499999999999998,0.006999999999999999,0.013999999999999999,1.029,205.99872380632615,45.618823855652415,82.41408955403293,334.0316372160115,0.48906535463544876,603.3789986383069,1.8063528462967533
71,180,1.0,0.6455104741926738,0.7386018237082067,0.4559270516717325,0.2553191489361702,0.0273556231003039,2.0513269111981858,1.305098023703417,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4559270516717325,0.2553191489361702,0.0273556231003039,0.7386018237082067,0.7386018237082067,1.48861987026672,2.015456532171814
72,161,19.0,0.7386018237082068,14.033434650455929,8.662613981762918,4.8510638297872335,0.5197568389057751,1.7669845670717046,24.796862450364923,0,0,0,0,0,70.0,70.0,0.0,70.0,0.0,8.662613981762918,74.85106382978724,0.5197568389057751,84.03343465045593,0.9441958949489431,145.88929630175483,1.7360863197915628
73,169,61.0,0.4944199176131595,30.125,11.4375,7.312500000000001,11.375,3.0245647470989594,91.47064721165228,0,0,0,0,0,3.0,0.35,0.0034999999999999996,0.006999999999999999,0.33949999999999997,11.441,7.319500000000001,11.7145,30.475,0.476171875,90.56182352029471,2.9716759153501133
74,167,237.0,0.4938524590163934,117.04303278688523,44.4375,28.410860655737707,44.19467213114754,3.0363700319220674,355.38595719937035,0,0,0,0,0,4.0,0.35,0.0,0.0,0.35,44.4375,28.410860655737707,44.54467213114754,117.39303278688523,0.48710801986259433,350.21567264244834,2.983274767917686
75,150,25.0,0.7959491440812458,19.88795518207283,12.53501400560224,3.571428571428571,3.7815126050420167,2.2858276375323814,45.44186622069365,0,0,0,0,0,3.0,1.0499999999999998,0.010499999999999999,0.020999999999999998,1.0184999999999997,12.545514005602241,3.592428571428571,4.800012605042016,20.93795518207283,0.7477841136454583,47.023646481652506,2.2458566785888605
76,162,284.0,0.7386018237082067,209.7629179331307,129.48328267477203,72.51063829787233,7.768996960486322,1.7669845670717046,370.6478387317704,0,0,0,0,0,5.0,2.35,1.5635000000000001,0.40700000000000003,0.37949999999999995,131.04678267477203,72.91763829787233,8.148496960486321,212.1129179331307,0.7339547333326322,368.24633507477864,1.7360863197915628
77,156,366.0,0.8813559322033898,322.57627118644064,202.64406779661016,83.7457627118644,36.1864406779661,2.264583669293047,730.5009558302587,0,0,0,0,0,7.0,3.4,0.0,2.0,1.4,202.64406779661016,85.7457627118644,37.586440677966095,325.9762711864406,0.873931021947562,725.2920501799314,2.224984191457003
78,170,192.0,0.4942694477628422,94.81967213114754,36.0,23.016393442622952,35.80327868852459,3.028290117484933,287.90761089569247,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,36.0,23.016393442622952,35.80327868852459,94.81967213114754,0.4862547288776797,282.120397494493,2.9753361423174396
79,166,243.0,0.5317829457364341,129.2232558139535,71.58139534883722,18.083720930232563,39.55813953488372,1.543572725258041,199.46549314346117,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,71.58139534883722,18.083720930232563,39.55813953488372,129.2232558139535,0.5210615153788447,195.9775542865781,1.5165811529213653
80,157,31.0,0.8801472766167517,27.322033898305083,17.163841807909606,7.093220338983051,3.064971751412429,2.267122440222748,61.873031777972734,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,17.163841807909606,7.093220338983051,3.064971751412429,27.322033898305083,0.8813559322033898,60.859244952295725,2.2274785683532556
81,158,381.0,0.7979840474911589,317.09989212513483,244.83034879539736,13.529521754764472,58.74002157497304,2.338495434284145,750.1430287897491,0,0,0,0,0,306.0,295.6,280.156,9.112,6.332,524.9863487953974,22.641521754764472,65.07202157497304,612.6998921251349,0.8918484601530348,1407.7414188868863,2.29760350373846
82,208,170.0,0.0982618253033606,17.486597759699315,1.4190301921317474,16.06756756756757,0.0,2.012391068882965,35.83215087796678,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.4190301921317474,16.06756756756757,0.0,17.486597759699315,0.1022608056122767,34.57452799596846,1.9772015386349788
83,155,0.0,0.5059101654846335,0.0,0.0,0.0,0.0,2.1934980832614266,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.15514163836194
84,168,141.0,0.4938524590163934,69.63319672131148,26.4375,16.90266393442623,26.29303278688525,3.0363700319220674,211.43215175152412,0,0,0,0,0,2.0,0.35,0.0,0.0,0.35,26.4375,16.90266393442623,26.64303278688525,69.98319672131147,0.48939298406511517,208.77910495690824,2.983274767917686
85,160,566.0,0.7386018237082067,418.04863221884494,258.0547112462005,144.51063829787233,15.483282674772036,1.7669845670717046,738.685481416134,0,0,0,0,0,145.0,57.25,8.265500000000001,2.931,46.0535,266.3202112462005,147.44163829787234,61.536782674772034,475.29863221884494,0.6684931536130028,825.159453210778,1.7360863197915628
86,159,579.0,0.7698862576367224,446.6967997123337,178.16701426345438,141.70914539134603,126.82064005753328,2.3175031235658268,1036.6194997279406,0,0,0,0,0,29.0,10.649999999999999,2.0525,2.105,6.4925,180.21951426345439,143.81414539134602,133.31314005753327,457.3467997123337,0.752215131105812,1041.3687264165048,2.276978273536657
87,211,45.0,0.081063579233753,4.271362396248032,0.4830741079597438,3.788288288288288,0.0,1.986307998557019,8.731751803500043,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.4830741079597438,3.788288288288288,0.0,4.271362396248032,0.09285570426626155,8.33588222333017,1.9515745680236396
88,202,107.0,0.5059101654846335,54.13238770685579,18.212765957446805,14.67139479905437,21.248226950354606,2.1934980832614266,118.7392886773526,0,0,0,0,0,2.0,0.35,0.0034999999999999996,0.006999999999999999,0.33949999999999997,18.216265957446804,14.67839479905437,21.587726950354607,54.48238770685579,0.4998384193289522,117.41726230442362,2.15514163836194
