taz,hotelmotel,resort,casino,campground,percentHouseSeasonal
205,0,0,0,0.0,0.8944089109423701
206,0,0,0,196.0,0.9421939680662331
213,0,0,0,25.0,0.9269604800331058
207,0,0,0,0.0,0.929098513441264
141,14,0,0,0.0,0.8087047803617572
163,0,0,0,0.0,0.6397086203317014
130,0,0,0,0.0,0.9556328737597087
128,0,0,0,0.0,0.905048707927434
129,0,0,0,0.0,0.9050487079274339
134,0,0,0,0.0,0.8182261652236456
131,0,0,0,0.0,0.9050487079274339
148,143,0,0,0.0,0.9767513050203002
