taz,hotelmotel,resort,casino,campground,house,seasonal
229,0.0,0.0,0.0,0.0,0.39,0.39
230,0.0,0.0,0.0,0.0,0.39,0.39
231,0.5498317554593086,0.0,0.0,0.0,0.39,0.39
228,0.0,0.0,0.0,0.61,0.39,0.39
225,0.0,0.5412332624014168,0.0,0.73,0.39,0.39
227,0.0,0.0,0.0,0.0,0.39,0.39
226,0.0,0.0,0.0,0.0,0.39,0.39
224,0.0,0.0,0.0,0.0,0.39,0.39
223,0.0,0.0,0.0,0.0,0.39,0.39
222,0.0,0.0,0.0,0.0,0.39,0.39
221,0.0,0.0,0.0,0.0,0.39,0.39
220,0.0,0.0,0.0,0.0,0.39,0.39
219,0.0,0.0,0.0,0.0,0.39,0.39
218,0.0,0.0,0.0,0.24,0.39,0.39
217,0.0,0.0,0.0,0.0,0.39,0.39
216,0.0,0.0,0.0,0.62,0.39,0.39
109,0.4530604458448512,0.4995506599139903,0.0,0.0,0.39,0.39
110,0.0,0.4521552841420527,0.0,0.0,0.39,0.39
111,0.45343272098236614,0.455337342288759,0.0,0.0,0.39,0.39
215,0.0,0.0,0.0,0.0,0.39,0.39
116,0.0,0.0,0.0,0.0,0.39,0.39
113,0.46412014054774625,0.0,0.0,0.0,0.39,0.39
112,0.4771968072590869,0.0,0.0,0.0,0.39,0.39
118,0.45627476487840923,0.45685577392578125,0.0,0.0,0.39,0.39
115,0.45120863914489745,0.0,0.0,0.0,0.39,0.39
214,0.0,0.0,0.0,0.0,0.39,0.39
124,0.45623036614722673,0.0,0.0,0.0,0.39,0.39
119,0.0,0.45783197007396015,0.0,0.0,0.39,0.39
212,0.0,0.0,0.0,0.0,0.39,0.39
117,0.0,0.0,0.0,0.0,0.39,0.39
120,0.0,0.0,0.0,0.63,0.39,0.39
114,0.45169732719659805,0.0,0.0,0.0,0.39,0.39
137,0.0,0.4595959385236104,0.0,0.0,0.39,0.39
121,0.0,0.0,0.0,0.0,0.39,0.39
122,0.0,0.0,0.0,0.0,0.39,0.39
123,0.0,0.0,0.0,0.0,0.39,0.39
204,0.0,0.0,0.0,0.88,0.39,0.39
138,0.4599370062351227,0.0,0.0,0.0,0.39,0.39
