taz,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other
229,127.0,0.24592707525213345,31.232738557020948,12.61132660977502,7.290923196276183,11.330488750969744,2.1439545977046874,66.96157342823352,0,0,0,0,0
230,986.0,0.24592707525213345,242.48409619860357,97.91155934833203,56.60512024825446,87.96741660201707,2.1439545977046874,519.8748929152619,0,0,0,0,0
231,92.0,0.24592707525213345,22.625290923196278,9.13576415826222,5.281613653995345,8.207913110938712,2.1439545977046874,48.50759649919279,0,0,0,0,0
228,3.0,0.19775037188347414,0.7377812257564004,0.2979053529868115,0.1722265321955004,0.26764934057408846,2.0257218073900907,1.5817694510606346,0,0,0,0,0
225,69.0,0.014678899082568808,1.0128440366972478,1.0128440366972478,0.0,0.0,1.5764372041946229,1.5966850214962054,0,0,0,0,0
227,0.0,0.06092853431648173,0.0,0.0,0.0,0.0,1.6899406828966357,0.0,0,0,0,0,0
226,0.0,0.014678899082568808,0.0,0.0,0.0,0.0,1.5764372041946229,0.0,0,0,0,0,0
224,282.0,0.014678899082568808,4.139449541284404,4.139449541284404,0.0,0.0,1.5764372041946229,6.5255822617671,0,0,0,0,0
223,0.0,0.014678899082568808,0.0,0.0,0.0,0.0,1.5764372041946229,0.0,0,0,0,0,0
222,305.0,0.014678899082568806,4.477064220183486,4.477064220183486,0.0,0.0,1.5764372041946229,7.057810602265835,0,0,0,0,0
221,14.0,0.014678899082568808,0.20550458715596331,0.20550458715596331,0.0,0.0,1.576437204194623,0.32396507682531706,0,0,0,0,0
220,16.0,0.014678899082568808,0.23486238532110093,0.23486238532110093,0.0,0.0,1.5764372041946229,0.3702458020860766,0,0,0,0,0
219,0.0,0.014678899082568808,0.0,0.0,0.0,0.0,1.5764372041946229,0.0,0,0,0,0,0
218,1.0,0.014678899082568808,0.014678899082568808,0.014678899082568808,0.0,0.0,1.5764372041946229,0.023140362630379788,0,0,0,0,0
217,22.0,0.014678899082568808,0.3229357798165138,0.3229357798165138,0.0,0.0,1.5764372041946229,0.5090879778683554,0,0,0,0,0
216,0.0,0.014678899082568808,0.0,0.0,0.0,0.0,1.5764372041946229,0.0,0,0,0,0,0
109,172.0,0.20270270270270271,34.86486486486486,23.04954954954955,0.0,11.815315315315317,2.5012803639888017,87.20680187960957,0,0,0,0,0
110,22.0,0.2887996692344519,9.410035035035035,3.5087587587587588,3.726851851851851,2.174424424424424,2.4501032721424836,22.212247429486617,0,0,0,0,0
111,215.0,0.20270270270270271,43.58108108108108,28.811936936936934,0.0,14.769144144144144,2.5012803639888017,109.00850234951197,0,0,0,0,0
215,42.0,0.014678899082568808,0.6165137614678899,0.6165137614678899,0.0,0.0,1.5764372041946229,0.971895230475951,0,0,0,0,0
116,4.0,0.45023148148148145,1.8009259259259258,0.6481481481481481,0.7453703703703702,0.4074074074074074,2.3541462249306373,4.239642969898231,0,0,0,0,0
113,427.0,0.5072390564535194,224.42249271743654,103.3853516437786,74.44090719933416,46.59623387432376,2.3974415102728592,549.8067491218221,0,0,0,0,0
112,1135.0,0.6503888764321717,748.4319976770059,357.35664499593196,199.08833800212224,191.98701467895177,2.314523608945271,1754.3281807962735,0,0,0,0,0
118,314.0,0.5677321156773212,178.26788432267884,69.77777777777777,45.88127853881279,62.60882800608829,2.848096548911619,507.7241461211973,0,0,0,0,0
115,283.0,0.45023148148148145,127.41550925925925,45.85648148148148,52.734953703703695,28.824074074074073,2.3541462249306373,299.95474012029985,0,0,0,0,0
214,137.0,0.014678899082568808,2.0110091743119267,2.0110091743119267,0.0,0.0,1.576437204194623,3.170229680362031,0,0,0,0,0
124,369.0,0.4231452457913356,157.50965262123577,113.1181434599156,41.40064158141148,2.990867579908676,2.5687033705682025,406.3244481754284,0,0,0,0,0
119,133.0,0.5105587901345262,66.61998221822445,30.27846177230582,18.511378045961937,17.830142399956692,2.393274204768083,155.0146443715389,0,0,0,0,0
212,0.0,0.014678899082568808,0.0,0.0,0.0,0.0,1.5764372041946229,0.0,0,0,0,0,0
117,0.0,0.45814893244693966,0.0,0.0,0.0,0.0,2.3287480699741683,0.0,0,0,0,0,0
120,24.0,0.4938302028670617,11.786593707250342,5.482900136798905,3.316005471956225,2.987688098495212,2.2455472175305626,26.384771259786643,0,0,0,0,0
114,308.0,0.6308147206903935,195.36393438235925,39.23094626418326,79.08278473560264,77.05020338257333,2.2458841853540044,438.0588324512784,0,0,0,0,0
137,396.0,0.6201201930449265,256.0181182970426,53.2190445238869,57.09546636334092,145.70360740981477,2.130686251236049,527.4382681842606,0,0,0,0,0
121,416.0,0.49426974287623704,205.29707017138384,94.95592035263718,57.58080192892704,52.76034788981962,2.2636924008841297,464.06471050235336,0,0,0,0,0
122,0.0,0.5677321156773212,0.0,0.0,0.0,0.0,2.848096548911619,0.0,0,0,0,0,0
123,584.0,0.5712204211477935,330.8482225057056,183.80457018827542,68.52677729356989,78.51687502386032,2.8163309085265493,934.888035800811,0,0,0,0,0
204,0.0,0.14009661835748793,0.0,0.0,0.0,0.0,2.1754833417885795,0.0,0,0,0,0,0
138,694.0,0.5373689077556814,377.34170141509173,78.81584177652877,93.3570927098163,205.16876692874666,2.1378662885022806,787.6299647540413,0,0,0,0,0
125,284.0,0.4546952224052718,129.13344316309718,52.401976935749595,34.154859967051074,42.57660626029654,2.6273953403243717,339.28460684676367,0,0,0,0,0
126,292.0,0.6118055876731331,181.64806411725334,72.17078649136141,37.693253621626525,71.7840240042654,2.671589477330853,478.5030886398545,0,0,0,0,0
144,275.0,0.21673453995097375,59.112149532710276,7.710280373831775,6.853582554517134,44.548286604361365,2.7183743235279465,160.90218174339728,0,0,0,0,0
203,31.0,0.14009661835748793,4.342995169082126,0.0,4.342995169082126,0.0,2.1754833417885795,9.44811364380644,0,0,0,0,0
153,361.0,0.2151723169009263,77.67983495170905,10.164488584593757,9.101489079217973,58.41385728789732,2.720206495831379,211.24666137132428,0,0,0,0,0
139,558.0,0.48054182130052847,270.2603474108063,86.04354340294034,71.68697911789494,112.52982488997097,2.0489348018654976,544.3016549648748,0,0,0,0,0
127,10.0,0.491108071135431,4.911080711354309,2.284541723666211,1.3816689466484269,1.2448700410396716,2.2385408299563645,10.993654691577767,0,0,0,0,0
145,728.0,0.2936551308328539,213.67885871970427,50.50649519693853,91.36634299152196,71.80602053124376,2.084207213902665,444.13736630044514,0,0,0,0,0
140,152.0,0.6044939556221247,92.19672131147541,29.65245901639344,22.92459016393443,39.61967213114754,2.29946077615236,212.19981870705274,0,0,0,0,0
135,134.0,0.4546952224052718,60.92915980230642,24.72487644151565,16.115321252059307,20.08896210873147,2.6273953403243717,160.08499055445893,0,0,0,0,0
205,0.0,0.3121680485400438,0.0,0.0,0.0,0.0,2.209878335334644,0.0,0,0,0,0,0
206,0.0,0.14009661835748793,0.0,0.0,0.0,0.0,2.1754833417885795,0.0,0,0,0,0,0
213,0.0,0.014678899082568808,0.0,0.0,0.0,0.0,1.5764372041946229,0.0,0,0,0,0,0
207,44.0,0.03228138599834693,1.2729601560076231,0.5724770642201835,0.7004830917874396,0.0,1.6605138550850027,2.4263634399729472,0,0,0,0,0
141,364.0,0.6065573770491803,220.78688524590163,71.00983606557377,54.89836065573771,94.87868852459016,2.3015983181241495,508.1627237458368,0,0,0,0,0
163,0.0,0.5526209308051628,0.0,0.0,0.0,0.0,2.1223822991209715,0.0,0,0,0,0,0
130,0.0,0.5677321156773212,0.0,0.0,0.0,0.0,2.848096548911619,0.0,0,0,0,0,0
128,0.0,0.4911080711354309,0.0,0.0,0.0,0.0,2.2385408299563645,0.0,0,0,0,0,0
129,0.0,0.4911080711354309,0.0,0.0,0.0,0.0,2.2385408299563645,0.0,0,0,0,0,0
