TAZ,persons_per_occ_unit
109,2.0389147348367267
110,2.2372184139718874
111,2.0389147348367267
112,2.302451826133372
113,2.571797946934707
114,2.5275941637615205
115,2.609037812350314
116,2.609037812350314
117,2.514017299431383
118,2.657353327393838
119,2.1598521855687483
120,2.000262322801907
121,2.018110918407791
122,2.657353327393838
123,2.5024664590862775
124,3.2948207997219376
125,2.7346581514634773
126,2.315527252757704
127,1.990599219793202
128,1.990599219793202
129,1.990599219793202
130,2.657353327393838
131,1.990599219793202
132,1.990599219793202
133,2.657353327393838
134,2.4379560392510498
135,2.7346581514634773
136,2.7095340836408446
137,1.9670454062094849
138,1.9913989248697845
139,1.8912414725205293
140,2.140213535021201
141,2.145208867932481
142,2.717451658052508
143,2.0468872091886765
144,2.2968526131680957
145,2.1974302041396285
146,2.128982907463697
147,2.3509858924616913
148,1.4011499362622057
149,2.4091510475362283
150,2.1750867381547976
151,2.4358021830493297
152,2.1276220204566374
153,2.2995335452055494
154,1.749432258017877
155,2.0872302498802515
156,2.154871970941185
157,2.157414892785581
158,2.225536273985885
159,2.205227650122391
160,1.6813799235146467
161,1.6813799235146467
162,1.6813799235146467
163,1.5755943747877725
164,2.0052604795305484
165,1.4687916573231399
166,1.4687916573231399
167,2.8892677996027554
168,2.8892677996027554
169,2.8780344423551365
170,2.881579330687134
171,2.8892677996027554
172,2.145208867932481
173,2.145208867932481
174,2.145208867932481
175,2.52437758684576
176,2.2910067219834493
177,2.1354057199526353
178,2.3054111438307783
179,2.528126337157708
180,1.951946807758383
181,1.6813799235146467
182,2.1838612799673007
183,2.1838612799673007
184,2.840952284559231
185,2.3408867038587537
186,2.145208867932481
187,2.145208867932481
188,2.145208867932481
189,2.7829736665070026
190,2.7829736665070013
191,2.7829736665070017
192,2.7829736665070017
193,2.7829736665070017
194,2.174198176958595
195,2.2888811577212462
196,2.0292516318280223
197,2.0292516318280223
198,2.0292516318280223
199,2.232176795010824
200,2.188599317571568
201,2.0872302498802515
202,2.0872302498802515
203,1.9616099107670877
204,1.9616099107670877
205,2.0072900340809654
206,1.9616099107670877
207,1.8370067403916828
208,1.9148972801088937
209,1.9616099107670877
210,1.9616099107670877
211,1.890077849533818
212,1.8166633656365148
213,1.8166633656365148
214,1.8166633656365145
215,1.8166633656365148
216,1.8166633656365148
217,1.8166633656365148
218,1.8166633656365148
219,1.8166633656365148
220,1.8166633656365148
221,1.8166633656365145
222,1.8166633656365148
223,1.8166633656365148
224,1.8166633656365145
225,1.8166633656365148
226,1.8166633656365148
227,1.8901029485026715
228,2.1073617144817196
229,2.1838612799673007
230,2.1838612799673007
231,2.1838612799673007
232,1.9616099107670877
233,2.048577837845432
234,2.048577837845432
235,2.048577837845432
236,2.048577837845432
237,2.048577837845432
238,2.048577837845432
239,2.0745250588873247
240,2.1152992633817274
241,2.328807825097873
242,2.3269270869283933
243,2.0543857132289025
244,2.048577837845432
245,2.275177603399561
246,2.048577837845432
247,2.048577837845432
248,2.6947108836254916
249,2.6941877895138506
250,2.696005739428658
251,1.9293916533154605
252,2.0872302498802515
253,1.9667133677673565
254,1.6717168205059418
255,1.7784027010209675
256,1.6717168205059418
257,1.7412824172790167
258,2.0872302498802515
259,1.8794735351930965
260,2.1636793009897097
261,2.0863313565771158
262,2.028707231658518
263,0.0
264,2.8216260785418212
265,2.8216260785418212
266,2.555362929251541
267,2.0292516318280223
268,2.0855607085227263
269,2.1335465022323197
270,2.048577837845432
271,2.048577837845432
272,2.048577837845432
273,2.0487987087713453
274,2.54139609128938
275,2.1170785013960285
276,2.2515030010282335
277,1.8070002626278103
278,1.8076713114478593
279,2.0680957720971413
280,2.241839898019529
281,2.211132433225158
282,2.1838612799673007
283,2.1838612799673007
284,2.2232570076181735
285,2.241839898019529
286,2.241839898019529
287,2.1838612799673007
288,2.196500217466575
289,2.2511596420380773
290,2.400625907094369
291,2.3862890775540655
292,2.384070669101904
300,2.241839898019529
301,2.241839898019529
302,1.9132943957235635
303,1.9132943957235635
304,1.9132943957235635
305,1.9741719446784036
306,2.2479318542641473
