taz,hotelmotel,resort,casino,campground,percentHouseSeasonal,rec_attractiveness
109,1281,258,0,0,0.746563139520886,924
110,0,1291,0,0,0.8536162927202633,0
111,327,364,0,0,0.746563139520886,0
112,259,0,0,0,0.41882678041405275,0
113,464,0,0,0,0.710343056031507,0
114,0,0,0,0,0.5952773761441604,0
115,160,0,0,0,0.8643216080402011,0
116,0,0,0,0,0.8643216080402011,0
117,0,0,0,0,0.0,0
118,200,50,0,0,0.8108127561562172,1633
119,0,326,0,0,0.8465737333757208,414
120,0,0,0,241,0.8518145662440965,2809
121,0,0,0,0,0.8505393903322725,0
122,0,0,0,0,0.0,994
123,0,0,0,0,0.7077341318648888,0
124,193,0,0,0,0.7997977990085701,0
125,29,0,0,0,0.6251772623482754,0
126,0,0,0,0,0.746178132750118,0
127,0,0,0,0,0.8518145662440965,0
128,0,0,0,0,0.0,0
129,0,0,0,0,0.0,0
130,0,0,0,0,0.0,378
131,0,0,0,0,0.8518145662440965,0
132,0,0,0,0,0.0,0
133,0,0,0,0,0.8108127561562172,0
134,0,0,0,0,0.739591942850892,0
135,0,0,0,0,0.6251772623482754,0
136,0,0,0,0,0.0,0
137,0,22,0,0,0.6848103352600813,2652
138,15,0,0,0,0.681769351859231,0
139,26,0,0,0,0.7666084034671132,0
140,0,0,0,0,0.9193857965451055,0
141,14,0,0,0,0.9193857965451057,0
142,56,0,0,0,0.8901272692807741,0
143,38,0,0,0,0.5405473892145504,0
144,0,0,0,0,0.7554875211982052,444
145,0,0,0,0,0.7223892851487006,0
146,61,0,0,0,0.9147041146504225,0
147,0,0,0,0,0.7889462625985232,0
148,143,0,0,0,0.9259962049335864,0
149,38,0,0,0,0.7220051594911976,0
150,56,0,0,0,0.62861858392474,0
151,0,0,0,0,0.8730550509037154,0
152,0,0,0,0,0.920515995461429,0
153,0,0,0,0,0.7553921793876436,0
154,27,0,0,0,0.9065807274652488,0
155,0,0,0,0,0.0,0
156,0,0,0,0,0.9623529411764711,0
157,0,0,0,0,0.962352941176471,0
158,0,0,0,0,0.4931426517393332,0
159,24,0,0,0,0.6846477269086368,0
160,102,0,0,0,0.708751115544123,0
161,21,0,0,0,0.708751115544123,0
162,0,0,0,0,0.708751115544123,0
163,0,0,0,0,0.0,0
164,0,0,0,0,0.8605769230769229,72
165,0,0,0,0,0.595978654874406,0
166,0,0,0,0,0.595978654874406,0
167,0,0,0,0,0.7552714903294744,0
168,0,0,0,0,0.7552714903294744,0
