TAZ,total_residential_units,occupied_units,occupancy_rate,seasonal_rate,household_size,high_income_proportion,middle_income_proportion,low_income_proportion,people
109,172,41.93136094674556,0.24378698224852072,0.9872392064086835,2.1565560929127483,0.16019417475728157,0.0,0.8398058252427184,90.42733193382782
110,22,10.804029660699573,0.338408130965601,1.2647681170314171,2.3663015031445265,0.18485145121762783,0.061171868053703206,0.753976680728669,29.520505035188354
111,216,52.65798816568047,0.24378698224852072,0.9872392064086835,2.1565560929127483,0.16019417475728157,0.0,0.8398058252427184,113.55990521922563
112,1137,652.029734494627,0.5687899194032192,0.8345725035965784,2.4352987545031533,0.21118475917576404,0.21475207900239857,0.5740631618218375,1599.0255987217347
113,435,250.4477553266766,0.5620063399539078,1.5199438905370828,2.7201856151413186,0.21328164625220516,0.1807011598800368,0.6060171938677581,671.9368744794922
114,309,165.92694534393092,0.5365767649153438,1.294106261617989,2.6734313608789084,0.45727973395206795,0.027364082440350258,0.5153561836075817,443.2890623292523
115,284,146.49367088607593,0.5158227848101266,1.7851348244490426,2.7595741473291096,0.2310838445807771,0.17586912065439672,0.5930470347648262,404.2601469245542
116,4,2.0632911392405062,0.5158227848101266,1.7851348244490426,2.7595741473291096,0.2310838445807771,0.17586912065439672,0.5930470347648262,5.693804886261327
117,0,0.0,0.5171527982206522,1.742445949010406,2.659071138259716,0.23733706161401166,0.1728751681800386,0.5897877702059499,0.0
118,314,173.0388489208633,0.5510791366906475,1.8061373895146506,2.8106773722796485,0.2454308093994778,0.381201044386423,0.3733681462140992,486.35637718718715
119,133,71.9212463476318,0.5422521442022019,1.8379352625362526,2.2844713959812517,0.18272523077940006,0.29747235858962073,0.5198024106309792,158.0335810772478
120,24,12.941979522184301,0.538732623758036,1.8446903058105462,2.115673512952317,0.16449224242243915,0.2704657771381143,0.5650419804394465,27.24872790209112
121,418,225.5599332138385,0.5397372774102531,1.8469946805680801,2.134551937315113,0.1648600091257066,0.2736175188217699,0.5615224720525236,479.9580569256011
122,0,0.0,0.5510791366906475,1.8061373895146506,2.8106773722796485,0.24543080939947778,0.381201044386423,0.3733681462140992,0.0
123,587,357.1122522488559,0.6001650862572881,1.8197119386899816,2.646853837212798,0.20747090378240426,0.212678839331793,0.5798502568858027,935.331423893053
124,368,221.70804751547598,0.6038269777737738,2.018515641436919,3.484925460242453,0.08793101968438381,0.31723872744157944,0.5948302528740367,769.3111956874689
