TAZ,adjusted_occupancy,adjusted_seasonal_rate,adjusted_high_income,adjusted_middle_income,adjusted_low_income
75,0.4221650703931109,0.553670319939654,0.7253703112839244,0.13981313940762216,0.13481654930845344
76,0.5103882738136537,0.4513155837047462,0.6181545534880619,0.22415945544884622,0.1576859910630919
77,0.6189024390243902,0.38109756097560976,0.458128078817734,0.27586206896551724,0.2660098522167488
78,0.5250982564536469,0.4448571960183787,0.655785459137951,0.2458717785277979,0.09834276233425095
79,0.5149321088759333,0.45603903403916213,0.6022798807671409,0.24556415635496937,0.15215596287788977
80,0.7386018237082067,0.2006079027355623,0.15637860082304528,0.22633744855967078,0.6172839506172839
81,0.0,0.0,0.0,0.0,0.0
82,0.7407407407407407,0.21728395061728395,0.68,0.20333333333333334,0.11666666666666667
83,0.7407407407407407,0.21728395061728395,0.68,0.20333333333333334,0.11666666666666667
84,0.30179028132992325,0.6828644501278772,0.9067796610169492,0.0423728813559322,0.05084745762711865
85,0.5386208801143986,0.45749424177365217,0.5717107578555101,0.21675088222891342,0.21153835991557657
86,0.6189024390243902,0.38109756097560976,0.458128078817734,0.27586206896551724,0.2660098522167488
87,0.6189024390243902,0.38109756097560976,0.458128078817734,0.27586206896551724,0.2660098522167488
88,0.6189024390243902,0.38109756097560976,0.458128078817734,0.27586206896551724,0.2660098522167488
89,0.4284023668639053,0.5715976331360947,0.5,0.24585635359116023,0.2541436464088398
90,0.4284023668639053,0.5715976331360947,0.5,0.24585635359116023,0.2541436464088398
91,0.4284023668639053,0.5715976331360947,0.5,0.24585635359116023,0.2541436464088398
92,0.4284023668639053,0.5715976331360947,0.5,0.24585635359116023,0.2541436464088398
93,0.4284023668639053,0.5715976331360947,0.5,0.24585635359116023,0.2541436464088398
94,0.6699266503667481,0.27383863080684595,0.6167883211678832,0.16423357664233576,0.21897810218978103
95,0.5966598735165575,0.37164549488026466,0.6038085261844987,0.12789917786867872,0.2682922959468226
96,0.7462406015037594,0.25375939849624063,0.5591939546599496,0.12342569269521411,0.31738035264483627
97,0.7462406015037594,0.25375939849624063,0.5591939546599496,0.12342569269521411,0.31738035264483627
98,0.0,0.0,0.0,0.0,0.0
99,0.5039713429049184,0.4960286570950816,0.5131484354307768,0.26478489538007494,0.2220666691891483
100,0.5633630192550352,0.41619803578841247,0.5281854411970514,0.2824075195023278,0.1894070393006208
101,0.0,0.0,0.0,0.0,0.0
102,0.5059101654846335,0.4940898345153664,0.4392523364485981,0.4485981308411215,0.11214953271028037
103,0.13063063063063063,0.8693693693693694,0.0,1.0,0.0
104,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0
107,0.04160559752965974,0.9202799551610165,0.0,0.5971074380165289,0.40289256198347106
108,0.10184642668241177,0.8858301403851802,0.0,0.8697339246119733,0.1302660753880266
109,0.13063063063063063,0.8693693693693694,0.0,1.0,0.0
110,0.13063063063063063,0.8693693693693694,0.0,1.0,0.0
111,0.09457578487770621,0.8899879892560588,0.0,0.8368298368298368,0.16317016317016317
112,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0
114,0.03019213174748399,0.9268069533394327,0.0,0.5454545454545454,0.45454545454545453
115,0.03019213174748399,0.9268069533394327,0.0,0.5454545454545454,0.45454545454545453
116,0.0,0.0,0.0,0.0,0.0
117,0.03019213174748399,0.9268069533394327,0.0,0.5454545454545454,0.45454545454545453
118,0.03019213174748399,0.9268069533394327,0.0,0.5454545454545454,0.45454545454545453
119,0.0,0.0,0.0,0.0,0.0
120,0.03019213174748399,0.9268069533394327,0.0,0.5454545454545454,0.45454545454545453
121,0.03019213174748399,0.9268069533394327,0.0,0.5454545454545454,0.45454545454545453
122,0.03019213174748399,0.9268069533394327,0.0,0.5454545454545454,0.45454545454545453
123,0.0,0.0,0.0,0.0,0.0
124,0.03019213174748399,0.9268069533394327,0.0,0.5454545454545454,0.45454545454545453
125,0.03019213174748399,0.9268069533394327,0.0,0.5454545454545454,0.45454545454545453
126,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0
128,0.2845786963434022,0.6931637519872814,0.40502793296089384,0.11452513966480447,0.48044692737430167
129,0.2845786963434022,0.6931637519872814,0.40502793296089384,0.11452513966480447,0.48044692737430167
130,0.2845786963434022,0.6931637519872814,0.40502793296089384,0.11452513966480447,0.48044692737430167
131,0.2799616111689317,0.6985066268900992,0.40812484819042993,0.11685249715065114,0.4750226546589189
132,0.13063063063063063,0.8693693693693694,0.0,1.0,0.0
133,0.14298808432630614,0.8570119156736938,0.5,0.1858974358974359,0.3141025641025641
134,0.14298808432630614,0.8570119156736938,0.5,0.1858974358974359,0.3141025641025641
135,0.14298808432630614,0.8570119156736938,0.5,0.1858974358974359,0.3141025641025641
136,0.14298808432630614,0.8570119156736938,0.5,0.1858974358974359,0.3141025641025641
137,0.14298808432630614,0.8570119156736938,0.5,0.1858974358974359,0.3141025641025641
138,0.0,0.0,0.0,0.0,0.0
139,0.15608333941349745,0.8407732231167278,0.555922368947579,0.16123757195185767,0.28284005910056326
140,0.14298808432630614,0.8570119156736938,0.5,0.1858974358974359,0.3141025641025641
141,0.24170616113744076,0.7345971563981043,0.9215686274509803,0.0,0.0784313725490196
142,0.2408605913878191,0.735715101808237,0.9208569090067968,0.001008267795926598,0.07813482319727649
143,0.16877577023257026,0.8310199480220465,0.8601829116401551,0.08696309739866909,0.05285399096117576
144,0.168141592920354,0.831858407079646,0.8596491228070176,0.08771929824561403,0.05263157894736842
145,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0
147,0.168141592920354,0.831858407079646,0.8596491228070176,0.08771929824561403,0.05263157894736842
148,0.281,0.696,0.6868327402135231,0.18861209964412812,0.12455516014234876
149,0.2804440472557653,0.6966692532368455,0.6876840524430476,0.18811509077024383,0.12420085678670846
150,0.0,0.0,0.0,0.0,0.0
151,0.2816810323227262,0.6814670150696209,0.6383602502886774,0.11099122519965776,0.25064852451166486
152,0.332,0.628,0.5582329317269076,0.05220883534136546,0.3895582329317269
153,0.30389257503949446,0.6578406680207628,0.602904349086177,0.08490355543804914,0.31219209547577387
154,0.21794871794871795,0.7490842490842491,0.7394957983193278,0.18487394957983194,0.07563025210084033
155,0.2215128205128205,0.7453003663003663,0.7338313337383147,0.18072816475987985,0.08544050150180553
156,0.21794871794871795,0.7490842490842491,0.7394957983193278,0.18487394957983194,0.07563025210084033
157,0.3177435897435898,0.6431355311355311,0.5808907900509601,0.06879197462117377,0.3503172353278661
158,0.332,0.628,0.5582329317269076,0.05220883534136546,0.3895582329317269
159,0.332,0.628,0.5582329317269076,0.05220883534136546,0.3895582329317269
160,0.32976317364028757,0.6357069118297979,0.5524722911382953,0.061792798613733754,0.3857349102479709
161,0.332,0.628,0.5582329317269076,0.05220883534136546,0.3895582329317269
162,0.3034871794871795,0.6582710622710622,0.6035486483750127,0.08537511390098208,0.3110762377240053
164,0.3409490333919156,0.6590509666080844,0.5876288659793815,0.06701030927835051,0.34536082474226804
165,0.0,0.0,0.0,0.0,0.0
166,0.3036669702943062,0.6937638597452195,0.5249130784884853,0.13122214168609173,0.34386477982542296
167,0.20404040404040405,0.7686868686868686,0.6534653465346535,0.18316831683168316,0.16336633663366337
168,0.2183142267390943,0.7544595945515933,0.649086446459772,0.18371897273760987,0.16719458080261806
169,0.25743522599443086,0.7404162747954586,0.3558095238095238,0.2575282392026578,0.38666223698781843
170,0.2509727626459144,0.7490272373540856,0.3333333333333333,0.26356589147286824,0.40310077519379844
171,0.2509727626459144,0.7490272373540856,0.3333333333333333,0.26356589147286824,0.40310077519379844
172,0.0,0.0,0.0,0.0,0.0
173,0.2509727626459144,0.7490272373540856,0.3333333333333333,0.26356589147286824,0.40310077519379844
174,0.33175355450236965,0.641390205371248,0.6142857142857143,0.1880952380952381,0.1976190476190476
175,0.2327511341696708,0.7548690578928077,0.7325765688584278,0.14229313914471334,0.1251302919968587
176,0.28356190016052685,0.6966285886092558,0.6718664477285167,0.16580003648969166,0.16233351578179162
177,0.22332233223322331,0.7656765676567657,0.7438423645320197,0.13793103448275862,0.11822660098522167
178,0.22332233223322331,0.7656765676567657,0.7438423645320197,0.13793103448275862,0.11822660098522167
179,0.2474805838268673,0.737985823727868,0.714977411368335,0.1491075150803577,0.13591507355130725
180,0.28761651131824234,0.7003994673768309,0.5185185185185185,0.2222222222222222,0.25925925925925924
181,0.2948045184716336,0.6863526493149446,0.42993898900622385,0.2630148549892868,0.30704615600448937
182,0.3050259965337955,0.6663778162911612,0.3039772727272727,0.3210227272727273,0.375
183,0.3050259965337955,0.6663778162911612,0.3039772727272727,0.3210227272727273,0.375
184,0.2944691810307473,0.687007966417578,0.4340714324091984,0.26111178272082525,0.3048167848699764
185,0.0,0.0,0.0,0.0,0.0
186,0.28761651131824234,0.7003994673768309,0.5185185185185185,0.2222222222222222,0.25925925925925924
187,0.0,0.0,0.0,0.0,0.0
188,0.31372654645222253,0.6576801741015444,0.30319668512172915,0.31869268609071766,0.3781106287875532
189,0.5374421388623594,0.4611830444465328,0.014614291958041958,0.015433784965034968,0.969951923076923
190,0.5772571286235314,0.3885565448310424,0.1804697176550094,0.1860220001502385,0.6335082821947522
191,0.5596620908130939,0.4118268215417107,0.2811320754716981,0.2528301886792453,0.4660377358490566
192,0.5596620908130939,0.4118268215417107,0.2811320754716981,0.2528301886792453,0.4660377358490566
200,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0
203,0.7381974248927039,0.17167381974248927,0.3875968992248062,0.11434108527131782,0.49806201550387597
204,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0
206,0.9040178571428571,0.0,0.05925925925925926,0.20246913580246914,0.7382716049382716
207,0.0,0.0,0.0,0.0,0.0
208,0.7381974248927039,0.17167381974248927,0.3875968992248062,0.11434108527131782,0.49806201550387597
209,0.4317434210526316,0.4342105263157895,0.5066666666666667,0.2704761904761905,0.22285714285714286
210,0.4317434210526316,0.4342105263157895,0.5066666666666667,0.2704761904761905,0.22285714285714286
211,0.45031639098233295,0.41829921076589255,0.4994503171247358,0.2610134568274103,0.23953622604785396
212,0.7381974248927039,0.17167381974248927,0.3875968992248062,0.11434108527131782,0.49806201550387597
213,0.7381974248927039,0.17167381974248927,0.3875968992248062,0.11434108527131782,0.49806201550387597
214,0.7381974248927039,0.17167381974248927,0.3875968992248062,0.11434108527131782,0.49806201550387597
215,0.5424073668837688,0.3394056044976533,0.46366925064599485,0.2140940691522087,0.3222366802017965
216,0.4317434210526316,0.4342105263157895,0.5066666666666667,0.2704761904761905,0.22285714285714286
217,0.9040178571428571,0.0,0.05925925925925926,0.20246913580246914,0.7382716049382716
218,0.4741721854304636,0.4649006622516556,0.6787709497206704,0.11731843575418995,0.20391061452513967
219,0.4741721854304636,0.4649006622516556,0.6787709497206704,0.11731843575418995,0.20391061452513967
220,0.5127811313431119,0.42931064234351224,0.6022891333109723,0.17828750596054807,0.21942336072847973
221,0.4741721854304636,0.4649006622516556,0.6787709497206704,0.11731843575418995,0.20391061452513967
222,0.4741721854304636,0.4649006622516556,0.6787709497206704,0.11731843575418995,0.20391061452513967
223,0.4751447617144202,0.46400413403805146,0.676844339215367,0.11885427337772285,0.2043013874069102
224,0.5133531157270029,0.4287833827893175,0.6011560693641619,0.1791907514450867,0.21965317919075145
225,0.5133531157270029,0.4287833827893175,0.6011560693641619,0.1791907514450867,0.21965317919075145
226,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0
229,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
230,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
231,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
232,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
233,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
234,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
235,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
236,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
237,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
238,0.0,0.0,0.0,0.0,0.0
240,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
241,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
242,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
243,0.526579739217653,0.41624874623871616,0.4723809523809524,0.26095238095238094,0.26666666666666666
244,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0
258,0.4951830443159923,0.441233140655106,0.8910505836575876,0.019455252918287938,0.08949416342412451
259,0.4961692253506537,0.4165620403174011,0.816477264745958,0.07898130329123883,0.10454143196280326
260,0.4951830443159923,0.441233140655106,0.8910505836575876,0.019455252918287938,0.08949416342412451
261,0.4951830443159923,0.441233140655106,0.8910505836575876,0.019455252918287938,0.08949416342412451
262,0.2996688741721854,0.5231788079470199,0.34806629834254144,0.3756906077348066,0.27624309392265195
263,0.0,0.0,0.0,0.0,0.0
264,0.3012241450630545,0.5236874207111629,0.3543123024142236,0.3725126555165167,0.2731750420692597
265,0.2996688741721854,0.5231788079470199,0.34806629834254144,0.3756906077348066,0.27624309392265195
266,0.496415770609319,0.4103942652329749,0.7978339350180506,0.09386281588447654,0.10830324909747292
267,0.496415770609319,0.4103942652329749,0.7978339350180506,0.09386281588447654,0.10830324909747292
268,0.49254442257779296,0.4048572487949573,0.7904169822642363,0.14460106827727992,0.06498194945848375
269,0.48673740053050396,0.39655172413793105,0.779291553133515,0.22070844686648503,0.0
270,0.5157660089213458,0.38630494890315353,0.7385785545047198,0.23221947658942746,0.02920196890585275
271,0.5201342281879194,0.4412751677852349,0.6806451612903226,0.26129032258064516,0.05806451612903226
272,0.5201342281879194,0.4412751677852349,0.6806451612903226,0.26129032258064516,0.05806451612903226
273,0.5201342281879194,0.4412751677852349,0.6806451612903226,0.26129032258064516,0.05806451612903226
274,0.6642260121932296,0.2630356591125098,0.5892826861309598,0.2566483423309524,0.1540689715380878
275,0.3844311377245509,0.5508982035928144,0.6884735202492211,0.20249221183800623,0.10903426791277258
276,0.3844311377245509,0.5508982035928144,0.6884735202492211,0.20249221183800623,0.10903426791277258
277,0.5223347312343953,0.40340448023813,0.5826015120713619,0.20950352346393394,0.20789496446470407
278,0.7545087925134325,0.15508450616885908,0.4043557282683005,0.22130774591857474,0.37433652581312477
279,0.7245339520177668,0.18714386531349886,0.42736815656923965,0.21978376135585492,0.3528480820749054
280,0.7822299651567944,0.1254355400696864,0.3830734966592428,0.22271714922049,0.39420935412026725
281,0.5098919272509927,0.4088428074558954,0.4480675458089389,0.22879135942139617,0.3231410947696649
282,0.4740024183796856,0.44619105199516323,0.45663265306122447,0.22959183673469388,0.3137755102040816
283,0.4740024183796856,0.44619105199516323,0.45663265306122447,0.22959183673469388,0.3137755102040816
284,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0
286,0.6038882138517618,0.3134872417982989,0.8672032193158954,0.060362173038229376,0.07243460764587525
287,0.605472616974563,0.3131975043131004,0.8658171608570632,0.06039635350896174,0.07378648563397507
288,0.27843803056027167,0.6162988115449916,0.7378048780487805,0.0,0.2621951219512195
289,0.41209711524914505,0.48606978033725756,0.6436924707413522,0.05908822326257898,0.29721930599606894
290,0.4740024183796856,0.44619105199516323,0.45663265306122447,0.22959183673469388,0.3137755102040816
291,0.6273416775789472,0.33118728011914655,0.8092592320254729,0.05604721129871573,0.13469355667581123
292,0.396036564895015,0.5218046483074827,0.7591600438476295,0.018539325842696627,0.2223006303096739
293,0.27843803056027167,0.6162988115449916,0.7378048780487805,0.0,0.2621951219512195
294,0.27843803056027167,0.6162988115449916,0.7378048780487805,0.0,0.2621951219512195
295,0.27843803056027167,0.6162988115449916,0.7378048780487805,0.0,0.2621951219512195
296,0.27843803056027167,0.6162988115449916,0.7378048780487805,0.0,0.2621951219512195
297,0.27843803056027167,0.6162988115449916,0.7378048780487805,0.0,0.2621951219512195
