TAZ,total_residential_units,occupied_units,occupancy_rate,seasonal_rate,household_size,high_income_proportion,middle_income_proportion,low_income_proportion,people,hotelmotel,casino,resort,campground,percentHouseSeasonal,tau_occupancy_rate,vhr_occupancy_rate,elementary_school_enrollment,middle_school_enrollment,high_school_enrollment,college_enrollment,emp_other,emp_rec,emp_retail,emp_srvc,emp_gaming
120,24.0,12.941979522184301,0.538732623758036,1.8446903058105462,2.115673512952317,0.16449224242243915,0.2704657771381143,0.5650419804394465,27.24872790209112,0.0,0.0,0.0,241.0,0.8518145662440965,0.0,0.0,0,0,0,0,231.0,16.0,0.0,121.0,0.0
121,418.0,225.5599332138385,0.5397372774102531,1.8469946805680801,2.134551937315113,0.1648600091257066,0.2736175188217699,0.5615224720525236,479.9580569256011,0.0,0.0,0.0,0.0,0.8505393903322725,0.0,0.5382725733333333,0,0,0,0,3.0,0.0,0.0,8.0,0.0
122,0.0,0.0,0.5510791366906475,1.8061373895146506,2.8106773722796485,0.24543080939947778,0.381201044386423,0.3733681462140992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
123,587.0,357.1122522488559,0.6001650862572881,1.8197119386899816,2.646853837212798,0.20747090378240426,0.212678839331793,0.5798502568858027,935.331423893053,0.0,0.0,0.0,0.0,0.7077341318648888,0.0,0.5382725733333333,0,0,0,0,19.0,0.0,0.0,2.0,0.0
124,368.0,221.70804751547598,0.6038269777737738,2.018515641436919,3.484925460242453,0.08793101968438381,0.31723872744157944,0.5948302528740367,769.3111956874689,193.0,0.0,0.0,0.0,0.7997977990085701,0.592337,0.5382725733333333,0,0,0,0,57.0,6.0,12.0,85.0,0.0
125,285.0,127.72407732864674,0.44815465729349735,1.1328849117075437,2.8924425322005107,0.3333333333333333,0.2,0.4666666666666666,369.43455365144484,29.0,0.0,0.0,0.0,0.6251772623482754,0.5923369999999999,0.5382725733333333,0,0,0,0,3.0,0.0,0.0,4.0,0.0
126,296.0,185.3860902474527,0.6312824693016833,1.9566517654149438,2.449128607450091,0.3723039067340293,0.061809394165154456,0.5658866991008162,452.3446183474297,0.0,0.0,0.0,0.0,0.746178132750118,0.0,0.5382725733333333,420,0,0,0,62.0,0.0,0.0,0.0,0.0
127,10.0,5.392491467576792,0.5392491467576792,1.848753095626076,2.1054528679622093,0.16139240506329114,0.2689873417721519,0.569620253164557,11.3536366258713,0.0,0.0,0.0,0.0,0.8518145662440965,0.0,0.0,0,798,0,0,207.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.5392491467576792,1.8487530956260758,2.1054528679622093,0.16139240506329114,0.2689873417721519,0.569620253164557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,107.0,0.0,64.0,0.0,0.0
129,0.0,0.0,0.5392491467576792,1.848753095626076,2.1054528679622093,0.16139240506329114,0.2689873417721519,0.569620253164557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.5510791366906475,1.8061373895146504,2.8106773722796485,0.2454308093994778,0.381201044386423,0.3733681462140992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.0,0.0,0.0,0.0,0.0
131,41.0,22.109215017064848,0.5392491467576792,1.848753095626076,2.1054528679622093,0.16139240506329114,0.2689873417721519,0.569620253164557,46.54991016607233,0.0,0.0,0.0,0.0,0.8518145662440965,0.0,0.0,0,0,0,2519,375.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.5392491467576792,1.8487530956260758,2.1054528679622093,0.16139240506329114,0.2689873417721519,0.569620253164557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
133,118.0,65.0273381294964,0.5510791366906475,1.8061373895146504,2.8106773722796485,0.2454308093994778,0.381201044386423,0.3733681462140992,182.77086786015315,0.0,0.0,0.0,0.0,0.8108127561562172,0.0,0.5382725733333333,0,0,0,0,5.0,0.0,0.0,0.0,0.0
134,382.0,215.8299110487897,0.5662615828499876,1.7791002325717022,2.57862129341142,0.4543257480197225,0.12931428458202568,0.4163599673982518,550.9029309306951,0.0,0.0,0.0,0.0,0.739591942850892,0.0,0.5382725733333333,0,0,0,0,0.0,0.0,0.0,0.0,0.0
135,135.0,60.50087873462214,0.44815465729349735,1.1328849117075437,2.892442532200511,0.3333333333333333,0.20000000000000004,0.4666666666666667,174.9953148875265,0.0,0.0,0.0,0.0,0.6251772623482754,0.0,0.5382725733333333,0,0,0,0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.4616882827968232,1.2633348942558436,2.8658688552262306,0.31288343558282206,0.19517382413087936,0.49194274028629864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
137,396.0,254.26555874110403,0.6225970186298876,2.1509267194601884,2.0805400457988217,0.36858698743095064,0.1895785380901295,0.4418344744789199,507.3325504208105,0.0,0.0,22.0,0.0,0.6848103352600813,0.592337,0.5382725733333333,0,0,0,0,6.0,0.0,0.0,14.0,0.0
138,703.0,393.21988020567534,0.5547537910331757,1.7664544484064577,2.1062987144441494,0.3795717898442099,0.17132021553852939,0.4491079946172607,807.2236809598235,15.0,0.0,0.0,0.0,0.681769351859231,0.592337,0.5382725733333333,0,0,0,0,52.0,12.0,7.0,141.0,0.0
139,561.0,274.6172445996427,0.48854247064065753,1.500784499209327,2.0003623746728336,0.3043854938481407,0.1841730767693297,0.5114414293825296,541.9258351371142,26.0,0.0,0.0,0.0,0.7666084034671132,0.592337,0.5382725733333333,0,0,0,0,102.0,0.0,3.0,22.0,0.0
140,154.0,101.14792899408285,0.6527231051311847,2.6599541174167247,2.263699634037862,0.030765579051579298,0.4142212949631745,0.5550131259852462,229.5029503687601,0.0,0.0,0.0,0.0,0.9193857965451055,0.0,0.5382725733333333,0,0,0,0,16.0,6.0,15.0,42.0,0.0
141,367.0,241.0473372781065,0.6568047337278107,2.6788999933814286,2.2689831878039346,0.024024024024024024,0.4174174174174174,0.5585585585585585,546.9323557489283,14.0,0.0,0.0,0.0,0.9193857965451057,0.592337,0.5382725733333333,0,0,0,0,54.0,0.0,25.0,58.0,0.0
142,969.0,590.4622513973742,0.6001565402383284,2.3998636898456613,2.8742432580626156,0.21654768997300772,0.24338539983021548,0.5400669101967769,1641.7647894237475,56.0,0.0,0.0,0.0,0.8901272692807741,0.592337,0.5382725733333333,0,0,0,0,62.0,1.0,26.0,61.0,0.0
143,559.0,419.3874958223175,0.736579981107597,2.128590099542215,2.164988563307674,0.25073129152379164,0.13925170554111474,0.6100170029350938,897.8496159678489,38.0,0.0,0.0,0.0,0.5405473892145504,0.592337,0.5382725728612457,0,0,0,0,63.0,4.0,13.0,91.0,0.0
144,275.0,76.47694524495677,0.27900815210707197,1.0499201316921583,2.42937647799523,0.6204416191704853,0.11989491322269864,0.2596634676068159,186.0312023318348,0.0,0.0,0.0,0.0,0.7554875211982052,0.0,0.5382725733333333,0,0,0,0,66.0,43.0,1.0,1.0,0.0
145,730.0,197.68026869570625,0.27078265591026235,0.9905818373151297,2.324217592094307,0.504474181659935,0.20420307744301225,0.29132274089705273,459.5107464227114,0.0,0.0,0.0,0.0,0.7223892851487006,0.0,0.5382725733333333,0,0,0,0,4.0,0.0,0.0,0.0,0.0
146,259.0,157.85118981737688,0.6069173123040029,2.3805290336615648,2.251821021424712,0.5247376543209876,0.16735777296208737,0.30790457271692495,355.12854441212806,61.0,0.0,0.0,0.0,0.9147041146504225,0.592337,0.5382725733333333,0,0,0,0,9.0,9.0,0.0,12.0,0.0
147,631.0,400.7395822548617,0.637854000919365,2.3767823863461945,2.486633140716488,0.268395106977619,0.2398809597464946,0.4917239332758864,984.1201947030446,0.0,0.0,0.0,0.0,0.7889462625985232,0.0,0.5382725733333333,414,0,0,0,99.0,0.0,0.0,3.0,0.0
148,527.0,291.8943965517242,0.5538793103448276,2.0756629907690054,1.4819935235656327,0.22178988326848248,0.33852140077821014,0.4396887159533074,432.5856052547538,143.0,0.0,0.0,0.0,0.9259962049335864,0.592337,0.5382725733333333,0,0,0,0,30.0,0.0,29.0,25.0,0.0
149,288.0,191.21171124051278,0.6628007921310287,2.4386666420755247,2.5481543104976523,0.16683725812709618,0.2588891044424397,0.5742736374304641,475.64172006903743,38.0,0.0,0.0,0.0,0.7220051594911976,0.592337,0.5382725733333333,0,0,0,0,173.0,0.0,5.0,76.0,0.0
150,46.0,36.593837535014,0.7959491440812458,3.0726943285027972,2.3005849521986357,0.19007197540466117,0.17796883921216122,0.6319591853831777,84.15284001098853,56.0,0.0,0.0,0.0,0.62861858392474,0.592337,0.0,0,0,0,0,333.0,4.0,142.0,30.0,0.0
151,129.0,71.9635173954676,0.5562233285220608,2.0195099590530363,2.5763431639557273,0.3137203411154985,0.2680972047467316,0.4181824541377699,183.41934266893222,0.0,0.0,0.0,0.0,0.8730550509037154,0.0,0.5382725733333333,0,0,0,0,2.0,0.0,1.0,0.0,0.0
152,170.0,105.23311904234095,0.6196271336732432,2.4333888243614554,2.250381613921938,0.5268842832469776,0.16496948762233735,0.30814622913068507,236.723401472509,0.0,0.0,0.0,0.0,0.920515995461429,0.0,0.5382725733333333,0,0,0,0,11.0,0.0,0.0,0.0,0.0
153,361.0,100.38577737233844,0.27807762242585965,1.0463679329248354,2.4322120945226264,0.6214352192696107,0.11940764886361183,0.25915713186677747,244.15934750014114,0.0,0.0,0.0,0.0,0.7553921793876436,0.0,0.5382725733333333,0,0,0,0,77.0,0.0,1.0,0.0,0.0
154,672.0,333.4616372160115,0.4978254836278739,2.0120495454208016,1.8503710482374223,0.24838296780395216,0.1337308192202341,0.6178862129758137,620.734524717709,27.0,0.0,0.0,0.0,0.9065807274652488,0.592337,0.5382725733333333,0,0,0,0,30.0,0.0,0.0,10.0,0.0
155,0.0,0.0,0.5059101654846335,1.7092114883846221,2.2076593178632877,0.3925233644859813,0.27102803738317754,0.3364485981308411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1190,0,0.0,0.0,0.0,0.0,0.0
156,370.0,326.10169491525426,0.8813559322033898,8.111260504201683,2.279203832794042,0.11217948717948718,0.25961538461538464,0.6282051282051282,743.2522329314809,0.0,0.0,0.0,0.0,0.9623529411764711,0.0,0.5382725733333333,0,0,0,0,37.0,0.0,9.0,27.0,0.0
157,29.0,25.559322033898304,0.8800836631648233,7.975251816334769,2.281893476212492,0.11407342657342658,0.25382621764200713,0.6321003557845662,58.254904743278225,0.0,0.0,0.0,0.0,0.962352941176471,0.0,0.0,0,0,0,0,58.0,0.0,81.0,0.0,0.0
158,510.0,424.5581445523193,0.7975889200754612,2.969248166522089,2.353945326726442,0.24397817032888125,0.2061209248886974,0.5499009047824214,1010.8881432278972,0.0,0.0,0.0,0.0,0.4931426517393332,0.0,0.5382725733333333,0,0,0,0,293.0,0.0,188.0,95.0,0.0
159,584.0,450.4927723840345,0.7698862576367224,2.9898313661643066,2.3324649353284173,0.2907705278900042,0.3363360916225073,0.37289338048748855,1052.1397050107316,24.0,0.0,0.0,0.0,0.6846477269086368,0.592337,0.5382725733333333,0,0,0,0,46.0,0.0,0.0,32.0,0.0
160,568.0,419.52583586626133,0.7386018237082067,2.711385081558331,1.7783922282787594,0.037037037037037035,0.345679012345679,0.6172839506172839,746.0814860667097,102.0,0.0,0.0,0.0,0.708751115544123,0.592337,0.5382725733333333,0,0,0,0,61.0,2.0,0.0,32.0,0.0
161,19.0,14.033434650455927,0.7386018237082068,2.711385081558331,1.7783922282787596,0.037037037037037035,0.345679012345679,0.617283950617284,24.95695111842867,21.0,0.0,0.0,0.0,0.708751115544123,0.592337,0.0,0,0,0,0,99.0,0.0,171.0,178.0,0.0
162,298.0,220.10334346504558,0.7386018237082067,2.7113850815583307,1.7783922282787594,0.037037037037037035,0.345679012345679,0.6172839506172839,391.43007543640755,0.0,0.0,0.0,0.0,0.708751115544123,0.0,0.5382725733333333,0,0,0,0,939.0,0.0,0.0,2.0,0.0
163,0.0,0.0,0.5455386552029535,1.428439718180421,1.6665030620712635,0.3200118522908256,0.17151428888900647,0.5084738588201679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
164,1.0,0.6189024390243902,0.600877716275158,2.0543016681603747,2.120960053464442,0.37588876216360506,0.29853048744553023,0.3255807503908647,1.4042792290371913,0.0,0.0,0.0,0.0,0.8605769230769229,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
165,375.0,199.4186046511628,0.5317829457364341,1.2728683191854038,1.5535380384963875,0.30612244897959184,0.13994169096209913,0.5539358600583091,309.8043879094541,0.0,0.0,0.0,0.0,0.595978654874406,0.0,0.5308724175379327,410,0,0,0,59.0,0.0,0.0,0.0,0.0
166,244.0,129.75503875968994,0.5317829457364341,1.2728683191854038,1.5535380384963877,0.30612244897959184,0.13994169096209913,0.5539358600583091,201.57938839975145,0.0,0.0,0.0,0.0,0.595978654874406,0.0,0.5382725596427917,0,0,0,0,8.0,0.0,0.0,0.0,0.0
167,239.0,118.03073770491804,0.49385245901639346,1.4921963047805002,3.055972852042236,0.3775933609958506,0.24273858921161828,0.3796680497925311,360.69873013274747,0.0,0.0,0.0,0.0,0.7552714903294744,0.0,0.5382725596427917,0,0,0,0,24.0,0.0,2.0,0.0,0.0
168,143.0,70.62090163934427,0.49385245901639346,1.4921963047805002,3.055972852042236,0.3775933609958506,0.24273858921161823,0.3796680497925311,215.81555819658112,0.0,0.0,0.0,0.0,0.7552714903294744,0.0,0.5382725596427917,0,0,0,0,9.0,0.0,0.0,0.0,0.0
169,62.0,30.618852459016395,0.49441991761315957,1.49665326466607,3.0440913522412356,0.3748908490466936,0.2430666986186249,0.3820424523346814,93.57038187544076,0.0,0.0,0.0,0.0,0.7552714903294744,0.0,0.5382725596427917,0,0,0,0,2.0,1.0,0.0,0.0,0.0
170,194.0,95.80737704918033,0.4942694477628422,1.4921259680978722,3.047840773637063,0.38043220535553207,0.2422121852529574,0.37735560939151047,292.78474328766947,0.0,0.0,0.0,0.0,0.7552714903294744,0.0,0.5336351372570801,0,0,0,0,24.0,0.0,0.0,0.0,0.0
171,67.0,33.08811475409836,0.49385245901639346,1.4921963047805002,3.055972852042236,0.3775933609958506,0.24273858921161826,0.3796680497925311,101.11638041378276,0.0,0.0,0.0,0.0,0.7552714903294744,0.0,0.5382725596427917,0,0,0,0,6.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.6189024390243902,2.2581538461538457,2.2689831878039346,0.39408866995073893,0.3399014778325123,0.2660098522167488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.6189024390243902,2.2581538461538457,2.2689831878039346,0.39408866995073893,0.3399014778325123,0.2660098522167488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.6189024390243902,2.2581538461538457,2.2689831878039346,0.39408866995073893,0.3399014778325123,0.2660098522167488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
175,950.0,401.9612163456087,0.426296339179185,1.3957411343327266,2.670029193820382,0.6487563635685287,0.17513177938744476,0.17611185704402654,1040.5868409392835,0.0,0.0,0.0,0.0,0.7628895160725813,0.0,0.4223370000000001,0,0,0,0,28.0,6.0,7.0,0.0,0.0
176,295.0,150.6792479012003,0.5097998250302554,1.39601058909469,2.423193290421295,0.4811690432655975,0.2519950506964478,0.2668359060379547,365.55356150703506,0.0,0.0,0.0,0.0,0.6849348500845013,0.0,0.422337,0,0,0,0,7.0,0.0,0.0,0.0,0.0
177,56.0,34.65853658536585,0.6176398376723908,2.2438743457629986,2.258614417524115,0.39281379718304116,0.3370035099068541,0.2701826929101047,78.63963682608271,0.0,0.0,0.0,0.0,0.8605769230769228,0.0,0.422337,0,0,0,0,0.0,0.0,0.0,0.0,0.0
178,418.0,219.4975812557388,0.5252413925068998,1.4853942244385514,2.438428818993916,0.5889539276952657,0.20272462841539826,0.20832144388933607,535.1401039465482,0.0,0.0,0.0,0.0,0.7051693217809085,0.0,0.422337,0,0,0,0,7.0,0.0,0.0,12.0,0.0
179,338.0,174.17912529823752,0.5134391839376132,1.4888924620119803,2.673994239630249,0.5109390784541272,0.21801243143508353,0.27104849011078924,457.8696343041653,0.0,0.0,0.0,0.0,0.7215161702293952,0.0,0.422337,0,0,0,0,46.0,0.0,0.0,0.0,0.0
180,1.0,0.7386018237082067,0.6455104741926738,2.1756307821548773,2.0645702880017778,0.28125,0.2829861111111111,0.4357638888888889,1.3135237430751932,0.0,0.0,0.0,402.0,0.708751115544123,0.0,0.0,0,0,0,0,522.0,146.0,19.0,49.0,0.0
181,0.0,0.0,0.7386018237082067,2.711385081558331,1.7783922282787594,0.03703703703703704,0.345679012345679,0.6172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,22.0,0.0,0.0,9.0,0.0
182,10.0,7.4074074074074066,0.7407407407407406,3.011486612993821,2.3098657677643653,0.34,0.47333333333333333,0.18666666666666668,17.110116798254555,0.0,0.0,0.0,0.0,0.7807557885539538,0.0,0.422337,0,0,0,0,2.0,0.0,1.0,0.0,0.0
183,33.0,24.444444444444443,0.7407407407407407,3.011486612993821,2.3098657677643653,0.34,0.47333333333333333,0.18666666666666668,56.46338543424003,0.0,0.0,0.0,0.0,0.7807557885539538,0.0,0.422337,0,0,0,0,10.0,0.0,0.0,0.0,0.0
184,1.0,0.30179028132992325,0.30179028132992325,1.1625599811592922,3.0048696270916966,0.9067796610169492,0.0423728813559322,0.05084745762711865,0.9068404501197447,0.0,0.0,0.0,0.0,0.8117106773823191,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
185,85.0,45.947352005489364,0.5297146446728214,1.9500180716241275,2.475951248853618,0.5382830111881105,0.25622156007347413,0.20549542873841528,108.91752011089488,0.0,0.0,0.0,0.0,0.8485040859053149,0.0,0.422337,0,0,0,0,18.0,18.0,0.0,40.0,0.0
186,84.0,51.98780487804878,0.6189024390243902,2.2581538461538457,2.2689831878039346,0.3940886699507389,0.3399014778325123,0.2660098522167488,117.95945523912407,0.0,0.0,0.0,0.0,0.8605769230769228,0.0,0.422337,0,0,0,0,8.0,0.0,0.0,0.0,0.0
187,22.0,13.615853658536585,0.6189024390243902,2.2581538461538457,2.2689831878039346,0.39408866995073893,0.3399014778325123,0.2660098522167488,30.894143038818207,0.0,0.0,0.0,14.0,0.8605769230769229,0.0,0.422337,0,0,0,0,0.0,0.0,0.0,0.0,0.0
188,66.0,40.84756097560975,0.6189024390243902,2.2581538461538457,2.2689831878039346,0.3940886699507389,0.3399014778325123,0.2660098522167488,92.68242911645463,0.0,0.0,0.0,0.0,0.8605769230769229,0.0,0.422337,0,0,0,0,20.0,0.0,0.0,0.0,0.0
189,13.0,5.569230769230769,0.4284023668639053,1.5535588125380189,2.9435457571510497,0.47513812154696133,0.1685082872928177,0.35635359116022103,16.393285601364305,0.0,0.0,0.0,0.0,0.8880105401844532,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
190,18.0,7.7112426035502954,0.42840236686390537,1.5535588125380186,2.9435457571510497,0.4751381215469614,0.16850828729281772,0.356353591160221,22.698395448042884,0.0,0.0,0.0,0.0,0.8880105401844532,0.0,0.422337,0,0,0,0,3.0,0.0,0.0,0.0,0.0
191,260.0,111.38461538461539,0.4284023668639053,1.5535588125380186,2.9435457571510497,0.47513812154696133,0.16850828729281767,0.3563535911602209,327.8657120272861,0.0,0.0,0.0,0.0,0.8880105401844532,0.0,0.422337,0,0,0,0,4.0,0.0,1.0,0.0,0.0
192,462.0,197.92189349112425,0.42840236686390526,1.5535588125380186,2.9435457571510497,0.47513812154696133,0.1685082872928177,0.356353591160221,582.5921498331007,0.0,0.0,0.0,0.0,0.8880105401844532,0.0,0.422337,0,0,0,0,12.0,0.0,0.0,0.0,0.0
193,6.0,2.570414201183432,0.4284023668639053,1.5535588125380186,2.9435457571510497,0.47513812154696133,0.1685082872928177,0.356353591160221,7.566131816014295,0.0,0.0,0.0,0.0,0.8880105401844532,0.0,0.422337,0,0,0,0,0.0,0.0,0.0,0.0,0.0
194,23.0,15.408312958435207,0.6699266503667481,2.1427756434962433,2.299645122774258,0.4635036496350365,0.3175182481751825,0.21897810218978103,35.43365174504492,0.0,0.0,0.0,0.0,0.7072731341613518,0.0,0.422337,0,0,0,0,3.0,0.0,0.0,0.0,0.0
195,809.0,482.20034985190927,0.5869020805659841,1.9570433506258202,2.4209450852942185,0.5045748305891927,0.19854261403952592,0.2968825553712814,1152.7297683599186,0.0,0.0,0.0,0.0,0.7832814953956643,0.0,0.422337,0,0,0,0,55.0,0.0,0.0,0.0,0.0
196,25.0,18.656015037593985,0.7462406015037594,3.5611597587079187,2.146335447922641,0.4282115869017632,0.21914357682619648,0.3526448362720403,40.04206639216581,0.0,0.0,0.0,0.0,0.903677758318739,0.0,0.422337,0,0,0,0,50.0,0.0,7.0,39.0,0.0
197,546.0,407.4473684210526,0.7462406015037594,3.5611597587079196,2.146335447922641,0.4282115869017632,0.21914357682619648,0.35264483627204035,874.5187300049013,0.0,0.0,0.0,0.0,0.903677758318739,0.0,0.422337,360,0,0,0,32.0,0.0,2.0,14.0,0.0
198,0.0,0.0,0.7462406015037594,3.5611597587079187,2.146335447922641,0.4282115869017632,0.2191435768261965,0.3526448362720403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.0,15.0,0.0,0.0,0.0
199,4.0,2.0158853716196736,0.5041475995030743,1.7355624816049704,2.360968992714905,0.462539428107554,0.18279850990131363,0.3546620619911323,4.789040471206846,0.0,0.0,0.0,0.0,0.8622520107238606,0.0,0.422337,0,0,0,0,0.0,0.0,0.0,0.0,0.0
200,526.0,295.13323127376094,0.5598222875834933,1.8701965515255632,2.3148771807917736,0.44896332935581956,0.2498343858114031,0.3012022848327773,678.5415819857375,0.0,0.0,0.0,0.0,0.802796819236465,0.0,0.422337,0,0,0,0,10.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.5059101654846335,1.7092114883846221,2.2076593178632877,0.3925233644859813,0.27102803738317754,0.3364485981308411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202,108.0,54.638297872340424,0.5059101654846335,1.7092114883846221,2.2076593178632877,0.3925233644859813,0.27102803738317754,0.33644859813084116,120.62274741006217,0.0,0.0,0.0,0.0,0.8445040214477212,0.0,0.422337,0,0,0,0,15.0,0.0,0.0,0.0,0.0
203,31.0,4.04954954954955,0.13063063063063063,1.0946013705498914,2.0747909329918857,0.0,1.0,0.0,8.40196868810678,0.0,0.0,71.0,0.0,0.9516129032258065,0.592337,0.422337,0,0,0,0,35.0,20.0,14.0,224.0,0.0
204,0.0,0.0,0.13063063063063063,1.0946013705498914,2.0747909329918857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.2670959160320862,1.3180959588534298,2.123106709308759,0.1427357689039932,0.7349192863211556,0.1223449447748513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.13063063063063063,1.0946013705498914,2.0747909329918857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
207,44.0,1.8306462913050288,0.04428876316968001,0.9071959406464546,1.942998405487864,0.0,0.14035087719298245,0.8596491228070176,3.6176872365648216,0.0,0.0,0.0,0.0,0.8616645759923393,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
208,167.0,17.094705867807424,0.09826182530336063,1.024344726164001,2.025383075693734,0.0,0.6777251184834123,0.3222748815165877,35.25038967932968,0.0,0.0,0.0,0.0,0.9230526175327602,0.0,0.422337,0,0,0,0,0.0,0.0,0.0,0.0,0.0
