TAZ,Residential_Units,OccupiedUnits,SeasonalUnits,People,People_raw,LowUnits,MediumUnits,HighUnits
162,298,220,42.29131302874159,391,382.9798176291793,136,76,8
163,0,0,0.0,0,0.0,0,0,0
164,1,1,0.24167448405253283,1,1.3739634146341464,0,0,1
165,375,199,52.46743066183882,310,303.1162790697675,110,28,61
166,244,130,34.13880821730312,202,197.2276589147287,72,18,40
167,239,118,68.93022119239471,361,352.91190573770496,45,29,45
168,143,71,41.24276832850395,216,211.15649590163935,27,17,27
169,62,31,17.881479974596118,94,91.55036885245902,12,7,12
170,194,96,55.95172766244592,293,286.4640573770492,36,23,36
171,67,33,19.323534811257094,101,98.9334631147541,13,8,12
172,0,0,0.0,0,0.0,0,0,0
173,0,0,0.0,0,0.0,0,0,0
174,0,0,0.0,0,0.0,0,0,0
175,950,402,342.1326085222567,1041,1018.1224785191438,83,83,236
176,295,151,63.0305974684199,366,357.6619302019011,39,37,75
177,56,35,13.533771106941838,79,76.94195121951219,9,12,14
178,418,219,89.15679813756444,535,523.587410055325,46,44,129
179,338,174,80.17415980606968,458,447.98506820980526,45,37,92
180,1,1,0.1419171578145691,1,1.2851671732522796,0,0,1
181,0,0,0.0,0,0.0,0,0,0
182,10,7,1.5994450107599965,17,16.740740740740737,1,4,3
183,33,24,5.278168535507988,56,55.24444444444443,5,12,8
184,1,0,0.5165531494882183,0,0.8872634271099743,0,0,0
185,85,46,26.314783118614685,109,106.56619050589482,11,14,21
186,84,52,20.30065666041276,118,115.4129268292683,14,18,20
187,22,14,5.316838649155723,31,30.22719512195122,4,5,5
188,66,41,15.950515947467167,93,90.68158536585366,11,14,16
189,13,6,5.9749062531671235,16,16.039384615384616,2,1,3
190,18,8,8.272947119769864,23,22.208378698224852,3,1,4
191,260,111,119.49812506334246,328,320.78769230769234,40,19,53
192,462,198,212.33897607409315,583,570.0150532544379,71,33,94
193,6,3,2.7576490399232876,8,7.4027928994082846,1,0,1
194,23,15,3.4840891127870646,35,34.668704156479215,3,5,7
195,809,482,203.17783007259894,1153,1127.8444457033813,134,110,238
196,25,19,3.9359289203744923,40,39.17763157894737,7,4,8
197,546,407,85.96068762097892,875,855.6394736842105,144,89,174
198,0,0,0.0,0,0.0,0,0,0
199,4,2,1.4331226712757688,5,4.68565386611313,1,0,1
200,526,295,148.36712683179695,679,663.8931130495903,86,77,132
201,0,0,0.0,0,0.0,0,0,0
202,108,55,36.56813644401347,121,118.01872340425531,18,15,21
203,31,4,25.45045045045045,8,8.220585585585585,0,4,0
204,0,0,0.0,0,0.0,0,0,0
205,0,0,0.0,0,0.0,0,0,0
206,0,0,0.0,0,0.0,0,0,0
207,44,2,36.13480465376652,4,3.5395880006264266,1,1,0
208,167,17,137.11800052339956,35,34.4893983828293,1,16,0
209,26,3,21.345539087474574,7,6.894684684684684,0,3,0
210,18,2,14.777680906713165,5,4.773243243243242,0,2,0
211,45,4,36.94895494763575,9,8.598404548189542,0,4,0
212,0,0,0.0,0,0.0,0,0,0
213,0,0,0.0,0,0.0,0,0,0
214,137,4,112.51526617534148,8,7.776285452881976,4,0,0
215,42,1,34.49373123623607,2,2.383970722781336,1,0,0
216,0,0,0.0,0,0.0,0,0,0
217,22,1,18.068144933266517,1,1.2487465690759378,1,0,0
218,1,0,0.821279315148478,0,0.0567612076852699,0,0,0
219,0,0,0.0,0,0.0,0,0,0
220,16,0,13.140469042375647,0,0.9081793229643184,0,0,0
221,14,0,11.497910412078692,0,0.7946569075937786,0,0,0
222,308,9,252.95402906573122,18,17.482451967063128,9,0,0
223,0,0,0.0,0,0.0,0,0,0
224,284,9,233.24332550216775,16,16.12018298261665,9,0,0
225,69,2,56.66827274524498,4,3.916523330283623,2,0,0
226,0,0,0.0,0,0.0,0,0,0
227,0,0,0.0,0,0.0,0,0,0
228,3,1,1.5954617719323603,2,1.9294435612082668,0,0,1
229,128,36,68.07303560244738,84,82.32292527821939,18,5,13
230,997,284,530.2251288721877,655,641.2184101748807,143,42,98
231,93,26,49.45931492990317,61,59.81275039745627,13,4,9
232,202,26,165.83841906422552,55,53.566396396396385,0,26,0
233,67,10,47.884217825792916,21,20.31002749770852,4,2,3
234,564,81,403.085057518615,175,170.9679926672777,34,20,27
235,47,7,33.59042145988458,15,14.247332722273143,3,2,2
236,188,27,134.36168583953832,58,56.98933088909257,11,7,9
237,114,16,81.4746392856775,35,34.55736021998167,7,4,5
238,0,0,0.0,0,0.0,0,0,0
239,96,15,67.08699547978483,33,32.73283734649284,5,4,6
240,5,1,3.5734490914770833,2,1.515673693858845,0,0,1
