TAZ,persons_per_occ_unit
209,2.0186273380620263
210,2.0186273380620263
211,1.9450160794928142
212,1.8694676825402017
213,1.8694676825402017
214,1.8694676825402015
215,1.8694676825402017
216,1.8694676825402017
217,1.8694676825402017
218,1.8694676825402017
219,1.8694676825402017
220,1.8694676825402017
221,1.8694676825402015
222,1.8694676825402017
223,1.8694676825402017
224,1.8694676825402015
225,1.8694676825402017
226,1.8694676825402017
227,1.9450419080045926
228,2.1686156583367504
229,2.2473388098621583
230,2.2473388098621583
231,2.2473388098621583
232,2.0186273380620263
233,2.1081231313751214
234,2.1081231313751214
235,2.1081231313751214
236,2.1081231313751214
237,2.1081231313751214
238,2.1081231313751214
239,2.1348245511907566
240,2.176783925186755
241,2.3964984653839823
242,2.3945630604577484
243,2.114099822235409
244,2.1081231313751214
245,2.341309392840907
246,2.1081231313751214
247,2.1081231313751214
248,2.7730370997832767
249,2.772498801078554
250,2.774369592705938
251,1.9854726038207302
252,2.1478990395142747
253,2.0238791354570234
254,1.7203080270183773
255,1.8300949086051619
256,1.7203080270183773
257,1.7918956625946139
258,2.1478990395142747
259,1.934103533266326
260,2.226570208379906
261,2.146974018394759
262,2.087674953247247
263,0.0
264,2.903641294158186
265,2.903641294158186
266,2.629638767292044
267,2.088235177305545
268,2.1461809701836567
269,2.1955615501292947
270,2.1081231313751214
271,2.1081231313751214
272,2.1081231313751214
273,2.108350422278774
274,2.615265960149325
275,2.1786148796883986
276,2.3169466491056756
277,1.859523705505414
278,1.860214259466163
279,2.1282083865763406
280,2.3070026720708876
281,2.275402644167147
282,2.2473388098621583
283,2.2473388098621583
284,2.287879639311679
285,2.3070026720708876
286,2.3070026720708876
287,2.2473388098621583
288,2.2603451189249606
289,2.316593309820176
290,2.470404058381632
291,2.455650505245333
292,2.453367615092739
300,2.3070026720708876
301,2.3070026720708876
302,1.968907452888085
303,1.968907452888085
304,1.968907452888085
305,2.031554508207251
306,2.31327170107108
307,1.968907452888085
308,1.9610447733722058
309,1.6420353115204793
310,1.6308122337052824
311,1.6597694631260316
312,1.968907452888085
313,1.968907452888085
314,2.253666795247932
315,1.7308608189736627
316,1.6308122337052824
317,2.335601878749452
318,2.595378006079748
319,2.595378006079748
320,1.8514133696259758
321,2.595378006079748
322,2.595378006079748
323,2.58839606475745
324,1.8296917744010484
325,1.8723328962620898
326,1.8296917744010484
327,1.9092435906793555
328,1.9092435906793552
329,1.9092435906793552
330,1.9092435906793552
331,1.9092435906793555
332,1.9092435906793555
333,1.9092435906793552
334,1.9092435906793552
335,1.9092435906793552
336,1.9092435906793552
337,1.9092435906793552
338,1.9092435906793552
339,0.0
340,1.9092435906793552
341,1.9092435906793552
342,1.9092435906793552
343,1.9092435906793552
344,1.9092435906793552
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,2.6351539142189013
353,2.6351539142189013
354,2.6351539142189013
355,0.0
356,0.0
357,0.0
358,2.6696961502344823
359,2.6351539142189013
360,2.6948177764276315
361,2.6948177764276315
362,1.7799718892271073
363,2.4462183505579236
364,1.779971889227107
365,1.7799718892271077
366,2.6351539142189013
367,2.6341536325053427
368,2.3646777388726594
369,2.2968622334837403
370,2.2545319296985373
371,1.9092435906793552
372,1.9092435906793552
373,1.9092435906793552
374,2.4263303964883476
375,2.197618924688216
376,2.197618924688216
377,2.36214654471835
378,2.58543402904496
379,2.58543402904496
380,2.068347223235969
381,2.068347223235969
382,2.068347223235969
383,2.068347223235969
384,2.068347223235969
385,2.167786993583851
386,2.167786993583851
387,2.168825916557635
388,1.6009803026009177
389,1.8648544973178773
390,2.068347223235969
391,2.188503612406327
392,1.9142155791967495
393,1.6009803026009177
394,1.6009803026009177
395,1.6009803026009177
396,1.6009803026009177
397,1.6009803026009177
