TAZ,persons_per_occ_unit
109,2.098179154340333
110,2.302246856967293
111,2.098179154340333
112,2.36937638584123
113,2.6465514958700713
114,2.601062856834664
115,2.684873799392843
116,2.684873799392843
117,2.5870913585507584
118,2.7345936845667844
119,2.2226318515372605
120,2.0584032462011796
121,2.0767706406756306
122,2.7345936845667844
123,2.575204773980485
124,3.390590200338665
125,2.814145500845091
126,2.382831871305401
127,2.048459269166391
128,2.048459269166391
129,2.048459269166391
130,2.7345936845667844
131,2.048459269166391
132,2.048459269166391
133,2.7345936845667844
134,2.5088192523971817
135,2.814145500845091
136,2.7882911605546417
137,2.0242208251440954
138,2.0492822189899598
139,1.946213525100771
140,2.20242237122197
141,2.2075629017230045
142,2.796438872324855
143,2.1063833618081422
144,2.363614422516464
145,2.2613021371944724
146,2.190865306952089
147,2.419321174853511
148,1.4418766700443046
149,2.479176996090753
150,2.238309221520223
151,2.5066027908126527
152,2.1894648635196896
153,2.366373280265186
154,1.8002823918958957
155,2.1478990395142747
156,2.217506878757793
157,2.2201237148195787
158,2.2902251563155103
159,2.2693262288048732
160,1.7302520040531657
161,1.7302520040531657
162,1.7302520040531657
163,1.6213916238828514
164,2.0635466825984845
165,1.5114845092878229
166,1.5114845092878229
167,2.9732491334017044
168,2.9732491334017044
169,2.961689260098763
170,2.965337186456634
171,2.9732491334017044
172,2.2075629017230045
173,2.2075629017230045
174,2.2075629017230045
175,2.5977527848058197
176,2.3575986108630405
177,2.1974748090790164
178,2.372421720988247
179,2.6016104987283133
180,2.0086833610272383
181,1.7302520040531657
182,2.2473388098621583
183,2.2473388098621583
184,2.9235292482277626
185,2.4089284366774675
186,2.2075629017230045
187,2.2075629017230045
188,2.2075629017230045
189,2.8638653860190337
190,2.8638653860190324
191,2.863865386019033
192,2.863865386019033
193,2.863865386019033
194,2.2373948328273694
195,2.3554112635699123
196,2.088235177305545
197,2.088235177305545
198,2.088235177305545
199,2.297058695036099
200,2.2522145663437314
201,2.1478990395142747
202,2.1478990395142747
203,2.0186273380620263
204,2.0186273380620263
205,2.0656352294992075
206,2.0186273380620263
207,1.8904023710344928
208,1.9705569277516755
